GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","2016 Total","2008 total"
142910100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,48364
142825901400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.053,"","","","","","",0,48475
142918400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND AVE SW","CEDAR RAPIDS CITY OF",0.068,"","","","","","",0,48516
142018400300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,48541
143310300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,48580
142833300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","N ST SW","CEDAR RAPIDS CITY OF",0.108,"","","","","","",0,48654
142048000200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,48823
142825600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.052,"","","","","","",0,48843
142910702000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.046,"","","","","","",0,48845
142047601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,48925
142848201500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,49018
142040601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,49245
142917700700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND AVE SW","CEDAR RAPIDS CITY OF",0.072,"","","","","","",0,49366
142048701800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.036,"","","","","","",0,49466
143423101200000,"CITY PROPERTY",EXEMPT,"VACANT LOT","BOWLING ST SW","CEDAR RAPIDS CITY OF",0.1019,"","","","","","",0,49514
142048001700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","",0,49631
142832600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST SW","CEDAR RAPIDS CITY OF",0.061,"","","","","","",0,49693
142830300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,49763
142910701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,49835
142848300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","",0,49917
142848100800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,50059
142848300800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,50400
142910700900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.034,"","","","","","",0,50527
142018400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","M AVE NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,50754
142040300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,50777
142828000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.055,"","","","","","",0,50805
143532601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","BLAKELY BLVD SE","CEDAR RAPIDS CITY OF",0.298,"","","","","","",0,50809
142040300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,50849
142048101400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,50856
142848301400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,51064
143530302200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ROMPOT ST SE","CEDAR RAPIDS CITY OF",0.276,"","","","","","",0,51346
142041001000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,51511
142848100900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.103,"","","","","","",0,51593
142910200400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C AVE NW","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,51816
142725300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","10TH AVE SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,51842
142040700900000,"CITY PROPERTY",EXEMPT,"PAVING ONLY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.646,"","","","","","",0,51851
142913701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.084,"","","","","","",0,51881
142048101300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,51896
142048000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,52200
142040700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,52225
142040601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,52356
142918001900000,"CITY PROPERTY",EXEMPT,"VACANT LAND WITH CONCRETE SLAB","6TH ST SW","CEDAR RAPIDS CITY OF",0.056,"","","","","","",0,52406
142040701500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,52630
142848100600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,52673
142048300800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.078,"","","","","","",0,52755
142848100400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,52760
132440200300000,"CITY PROPERTY",EXEMPT,"FIRESTATION 3","CRESTWOOD DR NW","CEDAR RAPIDS CITY OF",0.855,"","","","","","",0,53100
142042600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,53130
143423100900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,53152
142018601700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,53236
142048600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","",0,53354
142828301400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,53445
142732900200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,53493
142910100900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,53677
142018400700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,53684
142840601400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,53868
142733101500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.087,"","","","","","",0,53914
142825500900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.041,"","","","","","",0,53935
142040401700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,54061
142018600800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,54172
142833600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","9TH AVE SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","",0,54290
142018200800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,54390
143530301100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","BLAKELY BLVD SE","CEDAR RAPIDS CITY OF",0.549,"","","","","","",0,54448
142012600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","Q AVE NW","CEDAR RAPIDS CITY OF",0.084,"","","","","","",0,54593
142018400400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,54799
142048000800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.068,"","","","","","",0,54849
142018600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,54899
142018200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","N AVE NW","CEDAR RAPIDS CITY OF",0.076,"","","","","","",0,55000
143530400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","24TH AVE SE","CEDAR RAPIDS CITY OF",0.266,"","","","","","",0,55012
142916300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD AVE SW","CEDAR RAPIDS CITY OF",0.137,"","","","","","",0,55139
142048702000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.049,"","","","","","",0,55360
143530401200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","24TH AVE SE","CEDAR RAPIDS CITY OF",0.533,"","","","","","",0,55705
142848600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,55969
142040700500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.098,"","","","","","",0,56156
142848500500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,56200
142848301500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,56263
142018201200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,56315
142047901100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.083,"","","","","","",0,56403
142733101300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.087,"","","","","","",0,56528
142040600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","K AVE NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,56562
142948100400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","10TH AVE SW","CEDAR RAPIDS CITY OF",0.138,"","","","","","",0,56690
142018701700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.103,"","","","","","",0,56755
142040701900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,56840
143313200800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.061,"","","","","","",0,56937
142043400800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,56956
142018701300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,56964
142848100700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,56999
142911001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.042,"","","","","","",0,57189
142040400700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,57241
142040701400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,57261
142013001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","O AVE NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,57377
142826000500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.1,"","","","","","",0,57581
142048000400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.122,"","","","","","",0,57621
142825600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.113,"","","","","","",0,57695
142848600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,57716
142840601500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.096,Single-Family,Salvage,1923,836.0,"","",0,57891
142048600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,57950
142825600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.045,"","","","","","",0,57980
142048001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,58051
142018601300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,58053
142047600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,58098
142830200500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,58225
142040300200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,58271
142018700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,58282
142918901000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.089,"","","","","","",0,58311
142048301000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.055,"","","","","","",0,58391
142043401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,58548
142010501300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,58619
142010501500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","O AVE NW","CEDAR RAPIDS CITY OF",0.07,"","","","","","",0,58703
142040300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,58774
142043400700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,58806
142826000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.062,"","","","","","",0,58815
142823101100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND AVE SW","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,58830
142040701100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,58946
142018700500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,58978
142910201600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,59096
142048601900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,59176
142048701700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.049,"","","","","","",0,59278
142047900300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.065,"","","","","","",0,59337
142041000700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,59383
143530401100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","24TH AVE SE","CEDAR RAPIDS CITY OF",0.266,"","","","","","",0,59439
142018601600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,59571
142047600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,59709
142018300100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,59953
142048300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,60160
142940800800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","9TH AVE SW","CEDAR RAPIDS CITY OF",0.043,"","","","","","",0,60250
142910101000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.103,"","","","","","",0,60271
142732701600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST SE","CEDAR RAPIDS CITY OF",0.219,"","","","","","",0,60453
142918701500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,60599
142911000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A AVE NW","CEDAR RAPIDS CITY OF",0.143,"","","","","","",0,60752
142047600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,60899
142733001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.103,"","","","","","",0,61078
142041001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,61094
142048300900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","",0,61600
142040601300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,61601
142040401600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,61622
142823700200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","2ND AVE SW","CEDAR RAPIDS CITY OF",0.184,"","","","","","",0,61851
143310100500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,61872
142848500200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,62031
142910200700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,62178
142041000900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,62182
142043000400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,62246
143422600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","22ND AVE SW","CEDAR RAPIDS CITY OF",0.239,"","","","","","",0,62253
142018200500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,62260
142018401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,62369
142833100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","7TH AVE SW","CEDAR RAPIDS CITY OF",0.069,"","","","","","",0,62537
142940701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","9TH AVE SW","CEDAR RAPIDS CITY OF",0.1,"","","","","","",0,62573
142045501000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","",0,62742
142010501700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,62829
142832800300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH AVE SW","CEDAR RAPIDS CITY OF",0.086,"","","","","","",0,62849
142918900400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.076,"","","","","","",0,62866
142040600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,62949
142018200900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,63004
141745200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.148,"","","","","","",0,63019
141745201000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.093,"","","","","","",0,63034
141745201400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.297,"","","","","","",0,63037
142040401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,63184
142832801700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L ST SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","",0,63247
142830300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.069,"","","","","","",0,63460
142848601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,63478
142017900100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,63565
142915600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","10TH ST NW","CEDAR RAPIDS CITY OF",0.057,"","","","","","",0,63600
142040902200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,63617
142125100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,63675
142048001600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,63834
142912701200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","9TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","",0,64111
142048601600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST NW","CEDAR RAPIDS CITY OF",0.043,"","","","","","",0,64131
142848300200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.112,"","","","","","",0,64143
142728300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","16TH AVE SE","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,64147
142048300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,64253
142848501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,64278
142018501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64300
142018401100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64381
142043101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64416
142910200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.1,"","","","","","",0,64432
142042601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64909
142012600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64950
143530401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","24TH AVE SE","CEDAR RAPIDS CITY OF",0.266,"","","","","","",0,65003
143310200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,65068
142018400600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,65089
142018201400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,65204
142045502000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.083,"","","","","","",0,65331
142018300200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,65357
143422700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,65377
142848200600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","18TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,65637
142916401400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD AVE SW","CEDAR RAPIDS CITY OF",0.101,"","","","","","",0,65671
