GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","Gross Bldg Area","2008 total","2016 Total"
142840300100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","2ND ST SE","CEDAR RAPIDS CITY OF",9.66,"","","","","","","",0,0
142840600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.168,"","","","","","","",0,0
142840600200000,"CITY PROPERTY",EXEMPT,"AFRICAN AMERICAN HISTORICAL MUSEUM","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.8867,"","","","","","","",1084347,0
142840600300000,"CITY PROPERTY",EXEMPT,"AFRICAN AMERICAN HISTORICAL MUSEUM","1ST ST SE","CEDAR RAPIDS CITY OF",0.3022,"","","","","","","",0,0
142840600400000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SE","CEDAR RAPIDS CITY OF",0.2324,"","","","","","","",0,0
142840600500000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SE","CEDAR RAPIDS CITY OF",0.2961,"","","","",Warehouse,1967,2572,0,0
142840600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SE","CEDAR RAPIDS CITY OF",0.159,"","","","","","","",0,0
142840600700000,"CITY PROPERTY",EXEMPT,"MASARYK PARK","1ST ST SE","CEDAR RAPIDS CITY OF",1.2253,"","","","","","","",0,0
142840700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.593,"","","","","","","",0,0
142840700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.043,"","","","","","","",0,0
142845900100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.216,"","","","","","","",0,0
142845900200000,"CITY PROPERTY",EXEMPT,"PORTION OF STREET","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.781,"","","","","","","",0,0
142845900300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C ST SW","CEDAR RAPIDS CITY OF",0.23,"","","","","","","",0,0
142845901100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.6709,"","","","","","","",0,0
142845901200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.2681,"","","","","","","",0,0
142845901300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","16TH AVE SW","CEDAR RAPIDS CITY OF",0.1882,"","","","","","","",0,0
142847801000000,"CITY PROPERTY",EXEMPT,PAVING,"VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1194,"","","","","","","",0,0
142847901800000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142847901900000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1721,"","","","","","","",0,0
142847902000000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0574,"","","","","","","",0,0
142847902100000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142847902200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0688,"","","","","","","",0,0
142847902300000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0688,"","","","","","","",0,0
142847902400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0918,"","","","","","","",0,0
142848000100000,"CITY PROPERTY",EXEMPT,"KOSEK BANDSTAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0781,"","","","","","","",0,0
142848000200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142848000300000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","","",0,0
142848000400000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1147,"","","","","","","",0,0
142848000600000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0229,"","","","","","","",0,0
142848000900000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.184,"","","","","","","",0,0
142848300100000,"CITY PROPERTY",EXEMPT,"PORTION OF DRIVEWAY","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1022,"","","","","","","",0,0
142910600100000,"CITY PROPERTY",EXEMPT,"FIRE TRUCK GARAGE","3RD ST NW","CEDAR RAPIDS CITY OF",2.2361,"","","","","","","",0,0
142910800500000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.4,"","","","","","","",0,0
142910900100000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.038,"","","","","","","",0,0
142910900200000,"CITY PROPERTY",EXEMPT,"VACANT LOT","C AVE NW","CEDAR RAPIDS CITY OF",0.1286,"","","","","","","",0,0
142910900300000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.165,"","","","","","","",0,0
142911001500000,"CITY PROPERTY",EXEMPT,"PORTION OF ALLEY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.0098,"","","","","","","",0,0
142913000800000,"CITY PROPERTY",EXEMPT,"FIVE SEASONS TRANSPORTATION & PARKING MAINTENANCE FACILITY","C AVE NW","CEDAR RAPIDS CITY OF",0.195,"","","","","","","",0,0
142913101600000,"CITY PROPERTY",EXEMPT,PAVING,"VACANT LAND NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142913101700000,"CITY PROPERTY",EXEMPT,"PAVING ONLY","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142915500100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.235,"","","","","","","",0,0
142918900800000,"CITY PROPERTY",EXEMPT,"PORTION OF STREET","3RD AVE SW","CEDAR RAPIDS CITY OF",0.0575,"","","","","","","",0,0
142920300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C AVE NW","CEDAR RAPIDS CITY OF",0.1321,"","","","","","","",0,0
142920300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142920300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","C AVE NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142922602200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.221,"","","","","","","",0,0
142925600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.0839,"","","","","","","",0,0
142928500300000,"CITY PROPERTY",EXEMPT,"STREET SEGMENT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.1269,"","","","","","","",0,0
142930600100000,"CITY PROPERTY",EXEMPT,"VETERANS MEMORIAL STADIUM","ROCKFORD RD SW","CEDAR RAPIDS CITY OF",20.0032,"","","","","","","",0,0
142932600100000,"CITY PROPERTY",EXEMPT,"CLEVELAND PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",8.6736,"","","","","","","",0,0
142937600100000,"CITY PROPERTY",EXEMPT,"ICE ARENA","ROCKFORD RD SW","CEDAR RAPIDS CITY OF",6.7615,"","","","","","","",0,0
142937600300000,"CITY PROPERTY",EXEMPT,"STREET SEGMENT","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.1231,"","","","","","","",0,0
142940100200000,"CITY PROPERTY",EXEMPT,"REED PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.6013,"","","","","","","",0,0
142945200100000,"CITY PROPERTY",EXEMPT,"10TH SQUARE PARK","10TH AVE SW","CEDAR RAPIDS CITY OF",0.4154,"","","","","","","",0,0
142948301200000,"CITY PROPERTY",EXEMPT,ALLEY,"VACANT LAND SW","CEDAR RAPIDS CITY OF",0.069,"","","","","","","",0,0
143013000300000,"CITY PROPERTY",EXEMPT,"WATER DRAINAGE","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.3902,"","","","","","","",0,0
143020300100000,"CITY PROPERTY",EXEMPT,"VINTON DITCH","VACANT LAND NW","CEDAR RAPIDS CITY OF",5.7,"","","","","","","",0,0
143020400200000,"CITY PROPERTY",EXEMPT,"APACHE PARK","VACANT LAND NW","CEDAR RAPIDS CITY OF",2.43,"","","","","","","",0,0
143020400300000,"CITY PROPERTY",EXEMPT,"APACHE PARK","VACANT LAND NW","CEDAR RAPIDS CITY OF",2.0,"","","","","","","",0,0
143030101000000,"CITY PROPERTY",EXEMPT,"STREET SEGEMENT","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.1384,"","","","","","","",0,0
143037700100000,"CITY PROPERTY",EXEMPT,SIDEWALK,"VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1,"","","","","","","",0,0
143040600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1233,"","","","","","","",0,0
143045202500000,"CITY PROPERTY",EXEMPT,"ACCESS ROAD","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.2161,"","","","","","","",0,0
143045202600000,"CITY PROPERTY",EXEMPT,"WATER TANK","VACANT LAND SW","CEDAR RAPIDS CITY OF",2.2789,"","","","","","","",0,0
143115202900000,"CITY PROPERTY",EXEMPT,"CORNER OF WILSON AVE SW AND 25TH ST SW","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.65,"","","","","","","",0,0
143117604900000,"CITY PROPERTY",EXEMPT,"WATER RETENTION","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.35,"","","","","","","",0,0
143117605000000,"CITY PROPERTY",EXEMPT,"WATER RETENTION","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.08,"","","","","","","",0,0
143117605700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.45,"","","","","","","",0,0
143117605800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.33,"","","","","","","",0,0
143137600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.142,"","","","","","","",0,0
143137701200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.2064,"","","","","","","",0,0
143137702000000,"CITY PROPERTY",EXEMPT,"VAN BUREN PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.8283,"","","","","","","",0,0
143137702100000,"CITY PROPERTY",EXEMPT,"VAN BUREN PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.2936,"","","","","","","",0,0
143218500200000,"CITY PROPERTY",EXEMPT,"LIFT STATION","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1194,"","","","","","","",0,0
143227601900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.13,"","","","","","","",0,0
143227800300000,"CITY PROPERTY",EXEMPT,"DRAINAGE DITCH","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.2556,"","","","","","","",0,0
143227801200000,"CITY PROPERTY",EXEMPT,"DRAINAGE DITCH","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1283,"","","","","","","",0,0
143228000100000,"CITY PROPERTY",EXEMPT,"ALANDALE PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.8267,"","","","","","","",0,0
143228200100000,"CITY PROPERTY",EXEMPT,"DRAINAGE DITCH","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1252,"","","","","","","",0,0
143311000100000,"CITY PROPERTY",EXEMPT,"HAYES FIELD","VACANT LAND SW","CEDAR RAPIDS CITY OF",4.5066,"","","","","","","",0,0
143312700100000,"CITY PROPERTY",EXEMPT,"STREET SEGMENT","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1775,"","","","","","","",0,0
143312700200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.3419,"","","","","","","",0,0
143316500600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.086,"","","","","","","",0,0
143332800300000,"CITY PROPERTY",EXEMPT,"FIRE STATION #5","WILSON AVE SW","CEDAR RAPIDS CITY OF",0.1757,"","","","","","","",0,0
143340301100000,"CITY PROPERTY",EXEMPT,"WATER RETENTION","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.6285,"","","","","","","",0,0
143432600100000,"CITY PROPERTY",EXEMPT,"JONES PARK","WILSON AVE DR SW","CEDAR RAPIDS CITY OF",40.0191,"","","","","","","",0,0
143437602200000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.7418,"","","","","","","",0,0
143437700200000,"CITY PROPERTY",EXEMPT,"JONES PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",19.0063,"","","","","","","",0,0
143440100100000,"CITY PROPERTY",EXEMPT,"CEDAR RIVER TRAIL","VACANT LAND SW","CEDAR RAPIDS CITY OF",7.0323,"","","","","","","",0,0
143445100300000,"CITY PROPERTY",EXEMPT,"JONES GOLF COURSE","VACANT LAND SW","CEDAR RAPIDS CITY OF",43.2773,"","","","","","","",0,0
143445101600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.22,"","","","","","","",0,0
143510100400000,"CITY PROPERTY",EXEMPT,"IRENE DUMPKE PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",8.8605,"","","","","","","",0,0
143520200200000,"CITY PROPERTY",EXEMPT,"IROQUOIS PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",8.3954,"","","","","","","",0,0
143527701100000,"CITY PROPERTY",EXEMPT,"CEDAR VALLEY PARK","VACANT LAND SE","CEDAR RAPIDS CITY OF",5.5567,"","","","","","","",0,0
143532700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND / PAVING","VACANT LAND SE","CEDAR RAPIDS CITY OF",8.85,"","","","","","","",0,0
143532700200000,"CITY PROPERTY",EXEMPT,"VACANT (PAVING ONLY)","VACANT LAND SE","CEDAR RAPIDS CITY OF",8.04,"","","","","","","",0,0
143535100100000,"CITY PROPERTY",EXEMPT,"CEDAR RIVER TRAIL","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.848,"","","","","","","",0,0
143537700100000,"CITY PROPERTY",EXEMPT,"CEDAR RIVER","VACANT LAND SE","CEDAR RAPIDS CITY OF",54.0,"","","","","","","",0,0
143545100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",31.0225,"","","","","","","",0,0
143545200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND AND LAKE","VACANT LAND SE","CEDAR RAPIDS CITY OF",12.69,"","","","","","","",0,0
143547700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","FIR AVE SE","CEDAR RAPIDS CITY OF",1.79,"","","","","","","",0,0
143640200100000,"CITY PROPERTY",EXEMPT,TRAIL,"VACANT LAND SE","CEDAR RAPIDS CITY OF",186.9415,"","","","","","","",0,0
143647700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND ALONG RIVER","VACANT LAND SW","CEDAR RAPIDS CITY OF",17.6063,"","","","","","","",0,0
152935100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",25.9666,"","","","","","","",0,0
153040300100000,"CITY PROPERTY",EXEMPT,"INDIAN CREEK NATURE CENTER","OTIS RD SE","CEDAR RAPIDS CITY OF",5.3012,"","","","","","","",0,0
153210200100000,"CITY PROPERTY",EXEMPT,WPC,"BERTRAM RD SE","CEDAR RAPIDS CITY OF",133.9316,"","","","","","","",0,0
153222600100000,"CITY PROPERTY",EXEMPT,"CHEYENNE PARK","CEDAR BEND LN SW","CEDAR RAPIDS CITY OF",31.1042,"","","","","","","",0,0
153325100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",10.07,"","","","","","","",0,0
153330100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",3.47,"","","","","","","",0,0
153332600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",33.67,"","","","","","","",0,0
153335100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",5.56,"","","","","","","",0,0
153337700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",2.4,"","","","","","","",0,0
190210100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",26.3182,"","","","","","","",0,0
190212600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",19.147,"","","","","","","",0,0
190215100100000,"CITY PROPERTY",EXEMPT,"POLICE FIRING RANGE","OLD RIVER RD SW","CEDAR RAPIDS CITY OF",23.927,"","","","","","","",0,0
190217600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",10.6874,"","","","","","","",0,0
190220100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND SE","VACANT LAND SE","CEDAR RAPIDS CITY OF",27.0,"","","","","","","",0,0
190222600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",6.2695,"","","","","","","",0,0
190227600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.6607,"","","","","","","",0,0
190310100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.216,"","","","","","","",0,0
190320100100000,"CITY PROPERTY",EXEMPT,"TAIT CUMMINGS SPORTS COMPLEX","VACANT LAND SW","CEDAR RAPIDS CITY OF",160.1244,"","","","","","","",0,0
190327600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",35.1466,"","","","","","","",0,0
190327600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",8.7334,"","","","","","","",0,0
190332600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",2.358,"","","","","","","",0,0
190417900200000,"CITY PROPERTY",EXEMPT,"RALIROAD FACILITY","37TH AVE SW","CEDAR RAPIDS CITY OF",4.2425,"","","","","","","",0,0
190440100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","BOWLING ST SW","CEDAR RAPIDS CITY OF",7.832,"","","","","","","",0,0
190440100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",3.3121,"","","","","","","",0,0
190440100300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",4.2247,"","","","","","","",0,0
190442600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.5671,"","","","","","","",0,0
190445100300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",11.1455,"","","","","","","",0,0
190525200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","33RD AVE SW","CEDAR RAPIDS CITY OF",0.9738,"","","","","","","",0,0
190525200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","33RD AVE SW","CEDAR RAPIDS CITY OF",0.3786,"","","","","","","",0,0
190535100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",8.4219,"","","","","","","",0,0
190537600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.835,"","","","","","","",0,0
190612600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.8,"","","","","","","",0,0
190620300100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.7863,"","","","","","","",0,0
190627601800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.46,"","","","","","","",0,0
190627602800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.47,"","","","","","","",0,0
190630200100000,"CITY PROPERTY",EXEMPT,"BEVERLY PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",42.3399,"","","","","","","",0,0
190640100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",16.7905,"","","","","","","",0,0
190642600200000,"CITY PROPERTY",EXEMPT,"BEVERLY PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",30.8802,"","","","","","","",0,0
190645100100000,"CITY PROPERTY",EXEMPT,"FLAHERTY PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",12.2921,"","","","","","","",0,0
190647600100000,"CITY PROPERTY",EXEMPT,"FLAHERTY PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",19.2426,"","","","","","","",0,0
190720200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",8.3609,"","","","","","","",0,0
190722600200000,"CITY PROPERTY",EXEMPT,"STREET SEGMENT","EDGEWOOD RD SW","CEDAR RAPIDS CITY OF",2.293,"","","","","","","",0,0
190722700100000,"CITY PROPERTY",EXEMPT,"BEVERLY GARDENS","VACANT LAND SW","CEDAR RAPIDS CITY OF",43.3004,"","","","","","","",0,0
190812700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",14.6706,"","","","","","","",0,0
190830100500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","DOWNS BLVD SW","CEDAR RAPIDS CITY OF",0.8244,"","","","","","","",0,0
190830101100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","WILLOW CREEK DR SW","CEDAR RAPIDS CITY OF",1.8423,"","","","","","","",0,0
190920200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",5.8836,"","","","","","","",0,0
190925100100000,"CITY PROPERTY",EXEMPT,"FIRE STATION #2","50TH AVE CT SW","CEDAR RAPIDS CITY OF",3.39,"","","","","","","",0,0
190930100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.3437,"","","","","","","",0,0
191112700200000,"CITY PROPERTY",EXEMPT,"NAVAJO PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",9.9997,"","","","","","","",0,0
191120400400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.3753,"","","","","","","",0,0
191137700200000,"CITY PROPERTY",EXEMPT,"HOOVER NATURE TRAIL","VACANT LAND SW","CEDAR RAPIDS CITY OF",5.1604,"","","","","","","",0,0
191137701600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF","","","","","","","","",0,0
191415700900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.6,"","","","","","","",0,0
191415801000000,"CITY PROPERTY",EXEMPT,"HOOVER NATURE TRAIL","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.44,"","","","","","","",0,0
191417900400000,"CITY PROPERTY",EXEMPT,"HOOVER NATURE TRAIL","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.13,"","","","","","","",0,0
191535100100000,"CITY PROPERTY",EXEMPT,"PUMP FOR KIRKWOOD TRUCK DRIVING AREA","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.0345,"","","","","","","",0,0
191610203200000,"CITY PROPERTY",EXEMPT,STORAGE,"OKLAHOMA AVE SW","CEDAR RAPIDS CITY OF",0.3101,"","","","","","","",0,0
191610600500000,"CITY PROPERTY",EXEMPT,"WATER RETENTION","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.1415,"","","","","","","",0,0
191612701100000,"CITY PROPERTY",EXEMPT,"UTILITY EASMENT","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.3453,"","","","","","","",0,0
191612701200000,"CITY PROPERTY",EXEMPT,"UTILITY EASEMENT","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.3459,"","","","","","","",0,0
191615200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",2.12,"","","","","","","",0,0
191615500700000,"CITY PROPERTY",EXEMPT,"STORM WATER MANAGEMENT","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.72,"","","","","","","",0,0
191620100100000,"CITY PROPERTY",EXEMPT,"LINCOLNWAY PARK","VACANT LAND SW","CEDAR RAPIDS CITY OF",8.8879,"","","","","","","",0,0
191620100200000,"CITY PROPERTY",EXEMPT,"LINCOLNWAY PARK","KLINGER ST SW","CEDAR RAPIDS CITY OF",5.98,"","","","","","","",0,0
191640100400000,"CITY PROPERTY",EXEMPT,"WATER TANK","VACANT LAND SW","CEDAR RAPIDS CITY OF",2.3188,"","","","","","","",0,0
191640100500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",2.4086,"","","","","","","",0,0
191647700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.5261,"","","","","","","",0,0
191712600400000,"CITY PROPERTY",EXEMPT,"TANK AND BRICK PUMP BLDG","VACANT LAND SW","CEDAR RAPIDS CITY OF",1.7449,"","","","","","","",0,0
191917600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",117.72,"","","","","","","",0,0
191920100100000,"CITY PROPERTY",EXEMPT,"AITPORT RIGHT OF WAY","VACANT LAND SW","CEDAR RAPIDS CITY OF",380.14,"","","","","","","",0,0
192022600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",14.67,"","","","","","","",0,0
192032600100000,"CITY PROPERTY",EXEMPT,"KIRKWOOD SPORTS COMPLEX","VACANT LAND SW","CEDAR RAPIDS CITY OF",61.13,"","","","","","","",0,0
