GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","Gross Bldg Area","2008 total","2016 Total"
192037600200000,"CITY PROPERTY",EXEMPT,"NEW NATIONAL GUARD BLDG","WRIGHT BROTHERS BLVD SW","CEDAR RAPIDS CITY OF",21.95,"","","","","","","",0,0
192920100400000,"CITY PROPERTY",EXEMPT,"AIRPORT FACILITY","18TH ST SW","CEDAR RAPIDS CITY OF",155.7365,"","","","","","","",0,0
193010100100000,"CITY PROPERTY",EXEMPT,"EASTERN IOWA AIRPORT","ARTHUR COLLINS PKWY SW","CEDAR RAPIDS CITY OF",937.9435,"","","","","","","",0,0
193020100500000,"CITY PROPERTY",EXEMPT,"FLAT PARKING","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.2193,"","","","","","","",0,0
193037600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",39.0,"","","","","","","",0,0
193110100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",157.0,"","","","","","","",0,0
193222600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",35.5,"","","","","","","",0,0
200115601500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.34,"","","","","","","",0,0
200115700200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.59,"","","","","","","",0,0
200142900300000,"CITY PROPERTY",EXEMPT,"WATER RETENTION","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.5626,"","","","","","","",0,0
202410100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",597.63,"","","","","","","",0,0
202525100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",115.3764,"","","","","","","",0,0
202610100100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",115.3766,"","","","","","","",0,0
202612600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",272.19,"","","","","","","",0,0
