GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","2013 Total","2008 total","2016 Total"
142040301900000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,54460,""
142010200200000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.15,"","","","","","",0,54578,""
142010301200000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.141,"Detached Structures Only","",2010,"","","",0,54721,""
142735401200000,"CITY PROPERTY",EXEMPT,"","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,54972,""
142125100300000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.162,"","","","","","",0,54979,""
142125201100000,"CITY PROPERTY",EXEMPT,"","L AVE NW","CEDAR RAPIDS CITY OF",0.081,"","","","","","",0,55195,""
142018001400000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.101,"","","","","","",0,55258,""
142018501300000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,55396,""
142831100100000,"CITY PROPERTY",EXEMPT,"","2ND ST SW","CEDAR RAPIDS CITY OF",0.083,"","","","","","",0,55841,""
142838200100000,"CITY PROPERTY",EXEMPT,"","L ST SW","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,55974,""
142835500300000,"CITY PROPERTY",EXEMPT,"","12TH AVE SW","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,56057,""
142010401300000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,56132,""
142846200100000,"CITY PROPERTY",EXEMPT,"","J ST SW","CEDAR RAPIDS CITY OF",0.058,Single-Family,"1 1/2 Story Frame",1910,745.2,"","",0,56270,50800
142918301600000,"CITY PROPERTY",EXEMPT,"","6TH ST SW","CEDAR RAPIDS CITY OF",0.045,"","","","","","",0,56271,""
142918900200000,"CITY PROPERTY",EXEMPT,"","3RD AVE SW","CEDAR RAPIDS CITY OF",0.11,"","","","","","",0,56316,108000
142918001100000,"CITY PROPERTY",EXEMPT,CONVERSION,"2ND AVE SW","CEDAR RAPIDS CITY OF",0.0964,"","","","","","",0,56555,9000
142910400300000,"CITY PROPERTY",EXEMPT,"DWELLING AND GARAGE","C AVE NW","CEDAR RAPIDS CITY OF",0.1148,"","","","","","",0,56678,11600
142010301000000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,56853,""
142010400900000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,57099,""
142048400100000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.076,"","","","","","",0,57206,10000
142018000200000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,57386,""
142018001200000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,57411,""
142918602000000,"CITY PROPERTY",EXEMPT,"","6TH ST SW","CEDAR RAPIDS CITY OF",0.056,"","","","","","",0,57481,""
142125200500000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.14,"","","","","","",0,57719,""
142132600500000,"CITY PROPERTY",EXEMPT,WAREHOUSE,"2ND ST NW","CEDAR RAPIDS CITY OF",0.2238,"","","","","","",0,57803,""
142040200100000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.057,"","","","","","",0,57860,""
142040201000000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,57916,""
142017800100000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,57978,""
142040602800000,"CITY PROPERTY",EXEMPT,"","J AVE NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","",0,58289,""
142918001500000,"CITY PROPERTY",EXEMPT,CONVERSION,"2ND AVE SW","CEDAR RAPIDS CITY OF",0.0964,"","","","","","",0,58326,12200
142827801000000,"CITY PROPERTY",EXEMPT,"EMERSON HARDWARE LOCKSMITH","1ST ST SW","CEDAR RAPIDS CITY OF",0.0482,"","","","","Store - Retail Small",1890,0,58504,""
142832900300000,"CITY PROPERTY",EXEMPT,"","6TH AVE SW","CEDAR RAPIDS CITY OF",0.1,"","","","","","",0,58618,133800
142040201300000,"CITY PROPERTY",EXEMPT,"","K AVE NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,58765,""
142125100700000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.092,"","","","","","",0,58844,""
142833000500000,"CITY PROPERTY",EXEMPT,"","6TH AVE SW","CEDAR RAPIDS CITY OF",0.085,"","","","","","",0,58998,""
142017600800000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,59484,""
142825601800000,"CITY PROPERTY",EXEMPT,"","2ND ST SW","CEDAR RAPIDS CITY OF",0.069,"","","","","","",0,59504,""
142010300800000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.086,"","","","","","",0,59537,""
142918600600000,"CITY PROPERTY",EXEMPT,"","3RD AVE SW","CEDAR RAPIDS CITY OF",0.096,Single-Family,Salvage,1900,704.0,"","",0,59598,12200
142831100300000,"CITY PROPERTY",EXEMPT,"","10TH AVE SW","CEDAR RAPIDS CITY OF",0.11,"","","","","","",0,59873,11400
143312900600000,"CITY PROPERTY",EXEMPT,"","J ST SW","CEDAR RAPIDS CITY OF",0.13,"","","","","","",0,60072,""
142833200600000,"CITY PROPERTY",EXEMPT,"","7TH AVE SW","CEDAR RAPIDS CITY OF",0.085,"","","","","","",0,60198,""
142018000100000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,60387,""
142125200400000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,60509,""
142125200200000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,60511,""
142018101200000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,60581,""
142724000500000,"CITY PROPERTY",EXEMPT,"","9TH AVE SE","CEDAR RAPIDS CITY OF",0.069,Single-Family,"2 Story Frame",1910,1548.0,"","",0,60652,""
142910400500000,"CITY PROPERTY",EXEMPT,"","C AVE NW","CEDAR RAPIDS CITY OF",0.067,"","","","","","",0,60760,8700
142040201900000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,60920,""
142832700700000,"CITY PROPERTY",EXEMPT,"","6TH AVE SW","CEDAR RAPIDS CITY OF",0.171,Single-Family,Salvage,1870,916.0,"","",0,60924,""
142040100600000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,61088,""
142010502000000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,61142,""
142017700500000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,61185,""
142918101200000,"CITY PROPERTY",EXEMPT,"","2ND AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,61190,12000
142017601100000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.272,"","","","","","",0,61307,""
142046001100000,"CITY PROPERTY",EXEMPT,"","F AVE NW","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,61311,130100
142125201600000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.138,"","","","","","",0,61399,""
142040301600000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,61421,""
142017701300000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,61498,""
142018401700000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,61597,""
142913101100000,"CITY PROPERTY",EXEMPT,CONVERSION,"C AVE NW","CEDAR RAPIDS CITY OF",0.1607,"","","","","","",0,61786,124700
142048401500000,"CITY PROPERTY",EXEMPT,"","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,61897,12000
142048200600000,"CITY PROPERTY",EXEMPT,"","H AVE NW","CEDAR RAPIDS CITY OF",0.129,Single-Family,"1 Story Frame",1900,836.0,"","",0,61920,86100
142040300100000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,61923,""
142045701500000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.129,Single-Family,Salvage,1911,572.0,"","",0,62056,134100
142913601500000,"CITY PROPERTY",EXEMPT,"","9TH ST NW","CEDAR RAPIDS CITY OF",0.04,"","","","","","",0,62242,""
142040200300000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,62292,""
142828100600000,"CITY PROPERTY",EXEMPT,CONVERSION,"6TH AVE SW","CEDAR RAPIDS CITY OF",0.0482,"Four-Family Conversion","2 Story Frame",1900,1684.0,"","",0,62509,""
142041100300000,"CITY PROPERTY",EXEMPT,"","I AVE NW","CEDAR RAPIDS CITY OF",0.137,"","","","","","",0,62630,""
142918700300000,"CITY PROPERTY",EXEMPT,"","4TH AVE SW","CEDAR RAPIDS CITY OF",0.061,"","","","","","",0,62722,""
142010101100000,"CITY PROPERTY",EXEMPT,"","PENN AVE NW","CEDAR RAPIDS CITY OF",0.12,"","","","","","",0,62730,""
142918800300000,"CITY PROPERTY",EXEMPT,"","3RD AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,62784,96500
142835701400000,"CITY PROPERTY",EXEMPT,"","M ST SW","CEDAR RAPIDS CITY OF",0.117,Single-Family,"1 Story Frame",1910,688.0,"","",0,62945,134500
142918100900000,"CITY PROPERTY",EXEMPT,"","2ND AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,63162,111300
142017600300000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,63177,""
142018200100000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,63216,""
142018000600000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,63231,""
142833101000000,"CITY PROPERTY",EXEMPT,"","8TH AVE SW","CEDAR RAPIDS CITY OF",0.142,"","","","","","",0,63414,129900
142018400100000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,63424,""
142048100600000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.17,"","","","","","",0,63515,15900
142018501500000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,63743,""
142015501800000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.1469,"","","","","","",0,63892,""
142040201600000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.23,"","","","","","",0,63893,""
142046301900000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.048,Single-Family,"1 1/2 Story Frame",1900,1321.0,"","",0,64042,""
142048201600000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,64177,146800
142010301300000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64200,""
142018101100000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64452,""
142040201700000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,64453,""
142040202300000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,64466,""
142017801200000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,64602,""
142010401000000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.294,"","","","","","",0,64710,""
142918001600000,"CITY PROPERTY",EXEMPT,CONVERSION,"2ND AVE SW","CEDAR RAPIDS CITY OF",0.1405,"","","","","","",0,64907,14400
142017801300000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,65208,""
142735300300000,"CITY PROPERTY",EXEMPT,"","21ST AVE SW","CEDAR RAPIDS CITY OF",0.148,"","","","","","",0,65259,""
142724000400000,"CITY PROPERTY",EXEMPT,"","9TH AVE SE","CEDAR RAPIDS CITY OF",0.096,Single-Family,"1 1/2 Story Frame",1914,972.4,"","",0,65295,""
142017600900000,"CITY PROPERTY",EXEMPT,"","N AVE NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,65345,""
142918101100000,"CITY PROPERTY",EXEMPT,"","2ND AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,65355,98600
142918500900000,"CITY PROPERTY",EXEMPT,"","3RD AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,65425,99700
142835700200000,"CITY PROPERTY",EXEMPT,"","14TH AVE SW","CEDAR RAPIDS CITY OF",0.146,"","","","","","",0,65568,152000
142040200700000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,65572,""
142835200300000,"CITY PROPERTY",EXEMPT,"","4TH ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,65649,22200
142017700200000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,65807,""
142018501700000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,65828,""
142947900300000,"CITY PROPERTY",EXEMPT,"","9TH ST SW","CEDAR RAPIDS CITY OF",0.183,Single-Family,"1 Story Frame",1900,748.0,"","",0,65961,131900
142042801000000,"CITY PROPERTY",EXEMPT,"","9TH ST NW","CEDAR RAPIDS CITY OF",0.147,Single-Family,Salvage,1900,648.0,"","",0,66016,138700
142017600400000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,66361,""
142833601200000,"CITY PROPERTY",EXEMPT,"","9TH AVE SW","CEDAR RAPIDS CITY OF",0.12,"","","","","","",0,66417,102700
142010301100000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.153,"","","","","","",0,66663,""
142831100700000,"CITY PROPERTY",EXEMPT,"","3RD ST SW","CEDAR RAPIDS CITY OF",0.123,"","","","","","",0,66709,152700
143320401000000,"CITY PROPERTY",EXEMPT,"","J ST SW","CEDAR RAPIDS CITY OF",0.172,"","","","","","",0,66716,134300
142125101000000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.104,"","","","","","",0,66903,""
142018100200000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,66934,""
142838100600000,"CITY PROPERTY",EXEMPT,CONVERSION,"3RD ST SW","CEDAR RAPIDS CITY OF",0.128,"","","","","","",0,66981,146100
142018100100000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,67055,""
142125200700000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.154,"","","","","","",0,67073,""
142010401500000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,67208,""
142940500400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST SW","CEDAR RAPIDS CITY OF",0.103,"","","","","","",0,67271,119900
142832900600000,"CITY PROPERTY",EXEMPT,CONVERSION,"7TH AVE SW","CEDAR RAPIDS CITY OF",0.1708,"Six-Family Conversion","2 Story Frame",1885,1974.0,"","",0,67564,144400
142018001300000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.152,"","","","","","",0,67693,""
142010401900000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,67788,""
142010502500000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","",0,67832,""
142040201200000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,67957,""
142918801600000,"CITY PROPERTY",EXEMPT,"","7TH ST SW","CEDAR RAPIDS CITY OF",0.129,"Detached Structures Only",Salvage,1885,"","","",0,67996,88400
142833201400000,"CITY PROPERTY",EXEMPT,"","6TH ST SW","CEDAR RAPIDS CITY OF",0.055,"","","","","","",0,68278,""
142735401300000,"CITY PROPERTY",EXEMPT,"","21ST AVE SW","CEDAR RAPIDS CITY OF",0.054,"","","","","","",0,68538,""
142837701500000,"CITY PROPERTY",EXEMPT,"","K ST SW","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,68734,148100
142018101000000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,68799,""
142010502200000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,68810,""
142010301400000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,Single-Family,Salvage,1905,570.0,"","",0,68958,""
142010401400000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,68992,""
142045501600000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,69266,132400
142010502300000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,69411,""
142043300700000,"CITY PROPERTY",EXEMPT,"","11TH ST NW","CEDAR RAPIDS CITY OF",0.158,"","","","","","",0,69428,131800
142010401700000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,69472,""
142943201000000,"CITY PROPERTY",EXEMPT,"","10TH ST SW","CEDAR RAPIDS CITY OF",0.151,Single-Family,"1 Story Frame",1905,1237.0,"","",0,69504,137600
142010300400000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,69813,""
142940800300000,"CITY PROPERTY",EXEMPT,"","8TH AVE SW","CEDAR RAPIDS CITY OF",0.113,"","","","","","",0,70010,16300
142915400200000,"CITY PROPERTY",EXEMPT,"","11TH ST NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,70467,139400
142010401600000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,70684,""
142833101900000,"CITY PROPERTY",EXEMPT,"","L ST SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,70979,139600
142040700300000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.098,"","","","","","",0,70996,2800
142125101100000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF","","","","","","","",0,71148,""
142835200700000,"CITY PROPERTY",EXEMPT,"","4TH ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,71181,135400
142017701000000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,71232,""
142017701200000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,71340,""
142010502100000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,71673,""
142010401200000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,71995,""
142913900500000,"CITY PROPERTY",EXEMPT,"","9TH ST NW","CEDAR RAPIDS CITY OF",0.108,Single-Family,"1 1/2 Story Frame",1900,1209.6,"","",0,71999,12400
142833001300000,"CITY PROPERTY",EXEMPT,CONVERSION,"7TH AVE SW","CEDAR RAPIDS CITY OF",0.13,"","","","","","",0,72052,141000
142038300900000,"CITY PROPERTY",EXEMPT,"","F AVE NW","CEDAR RAPIDS CITY OF",0.158,Single-Family,"1 Story Frame",1947,768.0,"","",0,72487,138000
142046300300000,"CITY PROPERTY",EXEMPT,"","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,72574,123600
142017600600000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,72727,""
142837701700000,"CITY PROPERTY",EXEMPT,"","K ST SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,72934,12000
143323000100000,"CITY PROPERTY",EXEMPT,"","N ST SW","CEDAR RAPIDS CITY OF",0.247,Single-Family,"1 1/2 Story Frame",1900,1154.0,"","",0,72971,""
142018401300000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.152,"","","","","","",0,73080,""
142010402100000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,73243,""
142010300700000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,73279,""
142045500800000,"CITY PROPERTY",EXEMPT,"","8TH ST NW","CEDAR RAPIDS CITY OF",0.064,"","","","","","",0,73818,""
142125201200000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.158,"","","","","","",0,73863,""
142911500400000,"CITY PROPERTY",EXEMPT,"","A AVE NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","",0,73917,109500
142132601000000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.155,Single-Family,Salvage,1895,920.0,"","",0,74072,""
142048101000000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,74197,12000
142125201400000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.149,"","","","","","",0,74470,""
142010400100000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.164,"Detached Structures Only",Salvage,2000,"","","",0,74541,""
142735401000000,"CITY PROPERTY",EXEMPT,"","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,74621,""
142010400300000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"Detached Structures Only","",1918,"","","",0,74766,""
142941100400000,"CITY PROPERTY",EXEMPT,"","9TH AVE SW","CEDAR RAPIDS CITY OF",0.08,"","","","","","",0,74770,""
142017801400000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,75331,""
142125100900000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.121,"","","","","","",0,75335,""
143320600200000,"CITY PROPERTY",EXEMPT,"","15TH AVE SW","CEDAR RAPIDS CITY OF",0.086,"","","","","","",0,75451,""
142918500500000,"CITY PROPERTY",EXEMPT,"","2ND AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,75551,108600
142125201300000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.154,"","","","","","",0,75666,""
142018100300000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,75846,""
142018100900000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,76403,""
142835201400000,"CITY PROPERTY",EXEMPT,"","N ST SW","CEDAR RAPIDS CITY OF",0.115,Single-Family,Salvage,1912,792.0,"","",0,76710,63400
142017801000000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,76924,""
142833201200000,"CITY PROPERTY",EXEMPT,"","7TH AVE SW","CEDAR RAPIDS CITY OF",0.142,"","","","","","",0,77012,57600
142010402400000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.128,"","","","","","",0,77172,""
142030501900000,"CITY PROPERTY",EXEMPT,"","I AVE NW","CEDAR RAPIDS CITY OF",0.145,Single-Family,"1 Story Frame",1923,730.0,"","",0,77255,121300
142010300500000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,77462,""
142835200500000,"CITY PROPERTY",EXEMPT,"","4TH ST SW","CEDAR RAPIDS CITY OF",0.115,Single-Family,Salvage,1904,716.0,"","",0,77498,130900
142017700700000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,77583,""
142015501700000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,77661,""
142010500400000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,77680,""
142941100500000,"CITY PROPERTY",EXEMPT,"","9TH AVE SW","CEDAR RAPIDS CITY OF",0.08,"","","","","","",0,77770,""
142832700800000,"CITY PROPERTY",EXEMPT,"","6TH AVE SW","CEDAR RAPIDS CITY OF",0.085,"","","","","","",0,77902,""
141645900800000,"CITY PROPERTY",EXEMPT,"","SHAVER RD NE","CEDAR RAPIDS CITY OF",0.374,"","","","","","",0,77965,""
142018401200000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,78263,""
142015500900000,"CITY PROPERTY",EXEMPT,"","8TH ST NW","CEDAR RAPIDS CITY OF",0.229,"Two-Family Conversion","2 Story Frame",1905,1331.0,"","",0,78362,151100
142017801100000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,78413,""
142835801000000,"CITY PROPERTY",EXEMPT,"","N ST SW","CEDAR RAPIDS CITY OF",0.144,Single-Family,"1 1/2 Story Frame",1895,1224.8,"","",0,78761,114200
