Bush,Carson,Christie,Cruz,Fiorina,Gilmore,Huckabee,Kasich,Other,Paul,Rubio,Santorum,Trump,winner,precincts reporting,precincts total
5226.0,17341.0,3277.0,51496.0,3476.0,12.0,3342.0,3471.0,119.0,8430.0,42938.0,1782.0,45315.0,"",1675,1682
