GIS_Number,Map Name,Class,Doing_Business_As,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,2016 Total,2008 total,Sale date,Amount,Non-Useable Transaction Code,Recording
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,H AVE NW,CEDAR RAPIDS CITY OF,0.135,,,,,,,0,82564,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,17TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,82573,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.138,,,,,,,0,82743,,,,
1.4291E+14,CITY PROPERTY,EXEMPT,VAC LOT,E AVE NW,CEDAR RAPIDS CITY OF,0.072,,,,,,,0,82864,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,83200,,,,
1.41823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS RD NW,CEDAR RAPIDS CITY OF,1.01,,,,,,,0,83257,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,83390,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ROMPOT ST SE,CEDAR RAPIDS CITY OF,0.276,,,,,,,0,83405,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,83523,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,83635,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,83756,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.155,,,,,,,0,83804,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,83883,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,84049,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,PENN AVE NW,CEDAR RAPIDS CITY OF,0.17,,,,,,,0,84202,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,84222,,,,
1.42125E+14,CITY PROPERTY,EXEMPT,VACANT LAND,L AVE NW,CEDAR RAPIDS CITY OF,0.236,,,,,,,0,84395,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,84408,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,84488,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,84921,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,85020,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,85143,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,20TH AVE SW,CEDAR RAPIDS CITY OF,0.193,,,,,,,0,85153,,,,
1.4291E+14,CITY PROPERTY,EXEMPT,VAC LOT,E AVE NW,CEDAR RAPIDS CITY OF,0.0987,,,,,,,0,85218,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,85276,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,85409,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,85507,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,85585,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,0,85595,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,85761,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,I AVE NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,0,86085,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,I AVE NW,CEDAR RAPIDS CITY OF,0.082,,,,,,,0,86156,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND ST SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,86320,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,86713,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,86722,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,86969,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,87205,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,87275,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,87674,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,87723,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,87812,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,87983,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,88230,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,88359,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,89000,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST SW,CEDAR RAPIDS CITY OF,0.0383,,,,,,,0,89099,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,THOMPSON ST SE,CEDAR RAPIDS CITY OF,1.309,,,,,,,0,89564,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,89596,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.097,,,,,,,0,89686,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,90262,,,,
1.90333E+14,CITY PROPERTY,EXEMPT,VACANT LAND,BOWLING ST SW,CEDAR RAPIDS CITY OF,0.808,,,,,,,0,90428,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,90604,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,90645,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.294,,,,,,,0,90683,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,90732,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.23,,,,,,,0,90752,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.151,,,,,,,0,90783,,,,
1.41823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS RD NW,CEDAR RAPIDS CITY OF,0.452,,,,,,,0,90787,,,,
1.42838E+14,CITY PROPERTY,EXEMPT,VACANT LAND,K ST SW,CEDAR RAPIDS CITY OF,0.178,,,,,,,0,90872,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,91964,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ROMPOT ST SE,CEDAR RAPIDS CITY OF,0.276,,,,,,,0,91967,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.204,,,,,,,0,92288,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.257,,,,,,,0,92836,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,93073,,,,
1.42849E+14,VACANT LAND,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,93229,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,93494,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,93723,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,16TH AVE SW,CEDAR RAPIDS CITY OF,0.138,,,,,,,0,93797,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,0,93992,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,94133,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,94604,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,94809,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,95034,,,,
1.42948E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST SW,CEDAR RAPIDS CITY OF,0.184,,,,,,,0,95165,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.239,,,,,,,0,95427,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,95788,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,95837,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,96094,,,,
1.41725E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.467,,,,,,,0,96154,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,96206,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,96679,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,96742,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,97037,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,POTENTIAL FLOOD CONSTRUCTION,20TH AVE SW,CEDAR RAPIDS CITY OF,0.321,Single-Family,1 1/2 Story Brick,1905,1575.9,,,0,97189,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.103,,,,,,,0,97529,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.192,,,,,,,0,97855,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,97986,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,20TH AVE SW,CEDAR RAPIDS CITY OF,0.193,,,,,,,0,98673,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,98684,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND ST SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,99298,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,99554,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,E AVE NW,CEDAR RAPIDS CITY OF,0.096,,,,,,,0,100132,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,100593,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.193,,,,,,,0,101283,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT BUILDING,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,Single-Family,Salvage,1890,1088,,,0,101372,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.252,,,,,,,0,102051,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.159,,,,,,,0,102743,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.228,,,,,,,0,103659,,,,
1.42918E+14,CITY PROPERTY,EXEMPT,VACANT LAND WITH CONCRETE SLAB,1ST AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,103871,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,20TH AVE SW,CEDAR RAPIDS CITY OF,0.193,,,,,,,0,104144,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,104366,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.168,,,,,,,0,104543,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,105057,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,0,105513,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,BLAKELY BLVD SE,CEDAR RAPIDS CITY OF,0.276,,,,,,,0,106005,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,106060,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,106633,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,0,107059,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.294,,,,,,,0,107525,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,B ST SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,108084,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,20TH AVE SW,CEDAR RAPIDS CITY OF,0.161,,,,,,,0,108143,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,109142,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,111413,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,112238,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,112602,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,113034,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,3RD ST SW,CEDAR RAPIDS CITY OF,0.0758,,,,,,,0,113111,,,,
1.92913E+14,CITY PROPERTY,EXEMPT,VACANT DWELLING,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,0.415,Single-Family,1 Story Frame,1955,1242,,,0,114128,,,,
1.43543E+14,CITY PROPERTY,EXEMPT,VACANT LAND,STEWART RD SE,CEDAR RAPIDS CITY OF,0.232,,,,,,,0,115100,,,,
1.40233E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C AVE NE,CEDAR RAPIDS CITY OF,0.182,,,,,,,0,116150,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.218,,,,,,,0,117366,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,0,117454,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,F AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,117969,,,,
1.92913E+14,CITY PROPERTY,EXEMPT,VACANT DWELLING,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,0.346,Single-Family,1 Story Frame,1920,1336,,,0,118928,,,,
1.42841E+14,CITY PROPERTY,EXEMPT,VACANT LAND WITH PAVING,2ND ST SE,CEDAR RAPIDS CITY OF,0.2893,,,,,,,0,119079,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LOT,15TH AVE SW,CEDAR RAPIDS CITY OF,0.1716,,,,,,,0,119382,,,,
1.40233E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C AVE NE,CEDAR RAPIDS CITY OF,0.182,,,,,,,0,119893,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.159,,,,,,,0,123472,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,VACANT BUILDING,VALOR WAY SW,CEDAR RAPIDS CITY OF,0.629,,,,,Warehouse,1900,0,124228,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.256,,,,,,,0,126765,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,A ST SW,CEDAR RAPIDS CITY OF,0.831,,,,,,,0,127690,,,,
1.41728E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.249,,,,,,,0,127849,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,FLAT PARKING,F AVE NW,CEDAR RAPIDS CITY OF,1.019,,,,,,,0,129354,,,,
1.4034E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C AVE NE,CEDAR RAPIDS CITY OF,0.321,,,,,,,0,129355,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.324,,,,,,,0,131930,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.191,,,,,,,0,134566,,,,
1.4034E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C AVE NE,CEDAR RAPIDS CITY OF,0.294,,,,,,,0,135450,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LOT,15TH AVE SW,CEDAR RAPIDS CITY OF,0.2479,,,,,,,0,135740,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,PENN AVE NW,CEDAR RAPIDS CITY OF,0.169,,,,,,,0,136273,,,,
1.4034E+14,CITY PROPERTY,EXEMPT,,OLD MARION RD NE,CEDAR RAPIDS CITY OF,0.459,Single-Family,1 Story Frame,1955,1747,,,152900,139075,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.361,,,,,,,0,144644,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LOT,B ST SW,CEDAR RAPIDS CITY OF,0.228,,,,,,,0,147450,,,,
1.41725E+14,CITY PROPERTY,EXEMPT,VACANT LAND,16TH ST NW,CEDAR RAPIDS CITY OF,0.397,,,,,,,0,148218,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LOT,C ST SW,CEDAR RAPIDS CITY OF,0.2571,,,,,,,0,151454,,,,
1.41725E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.429,,,,,,,0,152712,,,,
1.4034E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C AVE NE,CEDAR RAPIDS CITY OF,0.364,,,,,,,0,153928,,,,
1.92913E+14,CITY PROPERTY,EXEMPT,VACANT DWELLING,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,0.342,Single-Family,1 Story Frame,1952,1332,,,0,164427,,,,
1.4291E+14,CITY PROPERTY,EXEMPT,VACANT LAND,E AVE NW,CEDAR RAPIDS CITY OF,0.1169,,,,,,,0,169231,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND AVE SW,CEDAR RAPIDS CITY OF,0.5785,,,,,,,0,180152,,,,
1.42841E+14,CITY PROPERTY,EXEMPT,VACANT LAND,14TH AVE SE,CEDAR RAPIDS CITY OF,0.699,,,,,,,0,190372,,,,
1.42146E+14,CITY PROPERTY,EXEMPT,IOWA THEATRE BUILDING PARKING,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2571,,,,,,,0,190642,,,,
1.41823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS RD NW,CEDAR RAPIDS CITY OF,0.771,,,,,,,0,196885,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE NW,CEDAR RAPIDS CITY OF,0.2639,,,,,,,0,199660,,,,
1.42826E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH AVE SW,CEDAR RAPIDS CITY OF,0.1928,,,,,,,0,203589,,,,
1.43543E+14,CITY PROPERTY,EXEMPT,VACANT LAND,HELEN CT SE,CEDAR RAPIDS CITY OF,0.259,,,,,,,0,204358,,,,
1.42911E+14,CITY PROPERTY,EXEMPT,VAC LOT,6TH ST NW,CEDAR RAPIDS CITY OF,0.722,,,,,,,0,206226,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND AVE SW,CEDAR RAPIDS CITY OF,0.3857,,,,,,,0,208032,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,PAVED CITY LOT,1ST ST SW,CEDAR RAPIDS CITY OF,0.3668,,,,,,,0,208327,,,,
1.42821E+14,CITY PROPERTY,EXEMPT,VACANT LOT,3RD AVE SE,CEDAR RAPIDS CITY OF,0.1656,,,,,,,0,209335,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE SW,CEDAR RAPIDS CITY OF,0.7738,,,,,,,0,238791,,,,
1.42916E+14,CITY PROPERTY,EXEMPT,VACANT LAND,10TH ST NW,CEDAR RAPIDS CITY OF,0.528,,,,,,,0,239924,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE NW,CEDAR RAPIDS CITY OF,0.9154,,,,,,,0,243533,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,3RD ST NW,CEDAR RAPIDS CITY OF,0.257,,,,,,,0,251271,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,H AVE NW,CEDAR RAPIDS CITY OF,0.598,,,,,,,0,255462,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST NW,CEDAR RAPIDS CITY OF,0.2732,,,,,,,0,256901,,,,
1.42918E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE SW,CEDAR RAPIDS CITY OF,0.382,,,,,,,0,276687,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE NW,CEDAR RAPIDS CITY OF,0.5785,,,,,,,0,307792,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VAC LOT,E AVE NW,CEDAR RAPIDS CITY OF,1.1487,,,,,,,0,316048,,,,
1.42845E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.3667,,,,,,,0,319043,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.2938,,,,,,,0,329603,,,,
1.42918E+14,CITY PROPERTY,EXEMPT,FORMERLY AJRAM FURNITURE/VAC LOT,1ST AVE NW,CEDAR RAPIDS CITY OF,0.45,,,,,,,0,340529,,,,
1.42821E+14,CITY PROPERTY,EXEMPT,FLAT PARKING,3RD AVE SE,CEDAR RAPIDS CITY OF,0.2201,,,,,,,0,378300,,,,
1.42813E+14,CITY PROPERTY,EXEMPT,FLAT PARKING,1ST ST SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,0,384064,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE NW,CEDAR RAPIDS CITY OF,1.2872,,,,,,,0,422843,,,,
