GIS_Number_valuations,Map_Name_valuations,Class_valuations,2009 Land,2009 Dwlg,2009 Improv,2009 Total
143445101500000,SW 431,Residential,42784,0,0,42784
143445101600000,SW 431,Exempt,0,0,0,0
143445101700000,SW 431,Residential,28480,0,0,28480
143445101800000,SW 431,Residential,29760,0,0,29760
143445200100000,SW 431,Residential,25760,150086,0,175846
143445200200000,SW 431,Residential,33651,152785,0,186436
143445200300000,SW 431,Residential,35968,0,0,35968
143445200400000,SW 431,Residential,20788,0,0,20788
143445200500000,SW 431,Residential,29440,168094,0,197534
143447600100000,SW 411,Residential,47750,68085,0,115835
143447600200000,SW 411,Residential,46875,32542,0,79417
143447600300000,SW 411,Residential,49775,17901,0,67676
143510100100000,SE 239,Residential,48000,170000,0,218000
143510100200000,SE 239,Residential,86600,114414,0,201014
143510100300000,SE 239,Residential,20,0,0,20
143510100400000,Empty,Exempt,0,0,0,0
143510100500000,SE 239,Residential,45500,94155,0,139655
143510100600000,SE 239,Residential,47980,78678,0,126658
143512600100000,SE 239,Residential,83100,56813,0,139913
143515100100000,SE 239,Ag Dwelling,20727,133985,3988,158700
143515100200000,SE 239,Residential,24476,73641,0,98117
143515100300000,SE 239,Residential,30625,133501,0,164126
143515100400000,SE 239,Residential,11010,0,0,11010
143515100500000,SE 239,Residential,44475,121580,0,166055
143517600100000,SE 239,Ag Land,19074,0,0,19074
143520100100000,SE 242,Residential,55760,622,0,56382
143520100200000,SE 242,Ag Land,11018,0,0,11018
143520100300000,SE 242,Residential,21000,61560,0,82560
143520200100000,SE 242,Residential,35496,98511,0,134007
143520200200000,Empty,Exempt,0,0,0,0
143520200400000,SE 242,Residential,24453,91736,0,116189
143520200500000,SE 242,Residential,9487,81774,0,91261
143520200600000,SE 242,Residential,21091,0,0,21091
143520200700000,SE 242,Residential,35632,92447,0,128079
143520200800000,SE 242,Residential,37500,80515,0,118015
143520200900000,SE 242,Residential,5025,0,0,5025
143520201000000,SE 242,Residential,42425,206636,0,249061
143520201100000,SE 242,Residential,31977,43513,0,75490
143520201200000,SE 242,Residential,36924,178794,0,215718
143520201300000,SE 242,Residential,39513,150234,0,189747
143520201400000,SE 242,Residential,18693,0,0,18693
143520201500000,SE 242,Residential,18693,144549,0,163242
143520201600000,SE 242,Residential,26705,191274,0,217979
143522600100000,SE 242,Residential,23000,139353,0,162353
143522600200000,SE 242,Residential,23000,81283,0,104283
143522600300000,SE 242,Residential,25875,152998,0,178873
143522600400000,SE 242,Residential,26860,91285,0,118145
143522600500000,SE 242,Residential,23426,177863,0,201289
143522600600000,SE 242,Residential,15680,104320,0,120000
143522600700000,SE 242,Residential,20052,77081,0,97133
143522600800000,SE 242,Residential,13860,95747,0,109607
143522700100000,SE 242,Residential,12980,127309,0,140289
143522700200000,SE 242,Residential,19470,79052,0,98522
143522700300000,SE 242,Residential,19470,0,0,19470
143522700400000,SE 242,Residential,23364,63133,0,86497
143522700500000,SE 242,Residential,12980,3504,0,16484
143522800100000,SE 242,Residential,28500,40821,0,69321
143522800200000,SE 242,Residential,7750,0,0,7750
143522800300000,SE 242,Residential,17142,47858,0,65000
143522800400000,SE 242,Residential,26904,123692,0,150596
143522800500000,SE 242,Residential,26550,143450,0,170000
143522800600000,SE 242,Residential,17700,0,0,17700
143522800900000,SE 242,Residential,29628,188112,0,217740
143522801000000,SE 242,Residential,29250,203996,0,233246
143522801100000,SE 242,Residential,28500,178160,0,206660
143522801200000,SE 242,Residential,28500,118742,0,147242
143522801300000,SE 242,Residential,44250,195741,0,239991
143522900100000,SE 242,Residential,27568,57877,0,85445
143522900200000,SE 242,Residential,13712,0,0,13712
143522900300000,SE 242,Residential,4460,1846,0,6306
143522900400000,SE 242,Residential,9086,62151,0,71237
143522900500000,SE 242,Residential,12980,144350,0,157330
143522900600000,SE 242,Residential,27472,120947,0,148419
143522900700000,SE 242,Residential,2900,3114,0,6014
143522900800000,SE 242,Residential,20944,127874,0,148818
143522900900000,SE 242,Residential,22517,57184,0,79701
143522901000000,SE 242,Residential,22738,1887,0,24625
143522901100000,SE 242,Residential,11700,96771,0,108471
143522901200000,SE 242,Residential,11700,125225,0,136925
143522901300000,SE 242,Residential,17708,0,0,17708
143522901400000,SE 242,Residential,13024,134752,0,147776
143522901500000,SE 242,Residential,14040,141633,0,155673
143525100100000,SE 242,Residential,12870,0,0,12870
143525100200000,SE 242,Residential,14610,91864,0,106474
143525100300000,SE 242,Residential,10500,89640,0,100140
143525100400000,SE 242,Residential,10500,89692,0,100192
143525200100000,SE 242,Residential,19997,83003,0,103000
143525300100000,SE 242,Residential,9000,28415,0,37415
143525400100000,SE 242,Residential,33925,153788,0,187713
143525400200000,SE 242,Ag Dwelling,20779,32779,994,54552
143525400300000,SE 242,Ag Land,8818,0,0,8818
143525400400000,SE 242,Residential,3982,0,0,3982
143525400500000,SE 242,Residential,5376,85679,0,91055
143525400600000,SE 242,Residential,5974,1649,0,7623
143525401000000,SE 242,Residential,8850,88848,0,97698
143525401100000,SE 242,Residential,8850,57958,0,66808
143525401200000,SE 242,Residential,8850,67071,0,75921
143525401300000,SE 242,Residential,8850,53305,0,62155
143525401400000,SE 242,Residential,13748,0,0,13748
143525401500000,COMM SE,Commercial,1798,0,0,1798
143525401600000,SE 242,Residential,13275,83966,0,97241
143527600100000,SE 242,Ag Land,3050,0,0,3050
143527600200000,SE 242,Ag Land,6723,0,0,6723
143527700100000,SE 242,Residential,14926,130736,0,145662
143527700200000,SE 242,Residential,23600,182067,0,205667
143527700300000,SE 242,Residential,20800,108705,0,129505
143527700400000,SE 242,Residential,21800,46435,0,68235
143527700500000,SE 242,Residential,13560,78352,0,91912
143527700600000,SE 242,Residential,13920,0,0,13920
143527700700000,SE 242,Residential,30200,216976,0,247176
143527700800000,SE 242,Residential,31025,151178,0,182203
143527700900000,SE 242,Residential,31625,142691,0,174316
143527701000000,SE 242,Residential,15262,0,0,15262
143527701100000,Empty,Exempt,0,0,0,0
143527701200000,SE 242,Residential,10620,66740,0,77360
143527701300000,SE 242,Residential,8850,0,0,8850
143527701400000,SE 242,Residential,8606,106454,0,115060
143527701500000,SE 242,Residential,9720,118697,0,128417
143527701600000,SE 242,Residential,19440,33605,0,53045
143527701700000,SE 242,Residential,10737,87561,0,98298
143527701800000,SE 242,Residential,21060,74154,0,95214
143527701900000,SE 242,Residential,9990,89158,0,99148
143527702000000,SE 242,Residential,16050,45597,0,61647
143530100100000,SE 242,Residential,21999,92413,0,114412
143530100200000,SE 242,Residential,15930,113920,0,129850
143530100300000,SE 242,Residential,9270,68991,0,78261
143530100400000,SE 242,Residential,8820,87924,0,96744
143530100500000,SE 242,Residential,9103,58509,0,67612
143530100600000,SE 242,Residential,5000,4037,0,9037
143530100700000,SE 242,Residential,5000,0,0,5000
143530100800000,SE 242,Residential,5505,60086,0,65591
143530100900000,SE 242,Residential,8518,9861,0,18379
143530200100000,SE 242,Residential,8950,73661,0,82611
143530200200000,SE 242,Residential,6184,55409,0,61593
143530200300000,SE 242,Residential,6184,45947,0,52131
143530200400000,SE 242,Residential,6184,43610,0,49794
143530200500000,SE 242,Residential,9562,0,0,9562
143530200600000,SE 242,Residential,7459,40413,0,47872
143530200700000,SE 242,Residential,7459,67068,0,74527
143530200800000,SE 242,Residential,7459,57333,0,64792
143530200900000,SE 242,Residential,6375,54118,0,60493
143530201000000,SE 242,Residential,1275,0,0,1275
143530201100000,SE 242,Residential,6375,56744,0,63119
143530201200000,SE 242,Residential,1275,0,0,1275
143530201300000,SE 242,Residential,6375,46844,0,53219
143530201400000,SE 242,Residential,1275,0,0,1275
143530201500000,SE 242,Residential,6375,47291,0,53666
143530201600000,SE 242,Residential,1275,0,0,1275
143530201700000,SE 242,Residential,6375,47593,0,53968
143530201800000,SE 242,Residential,1275,0,0,1275
143530201900000,SE 242,Residential,7020,0,0,7020
143530202100000,SE 242,Residential,5000,59039,0,64039
143530202200000,SE 242,Residential,5000,0,0,5000
143530202300000,SE 242,Residential,5000,0,0,5000
143530202400000,SE 242,Residential,5000,0,0,5000
143530202500000,SE 242,Residential,5000,0,0,5000
143530202600000,SE 242,Residential,5265,14244,0,19509
143530202700000,SE 242,Residential,7897,0,0,7897
143530202800000,SE 242,Residential,5000,0,0,5000
143530202900000,SE 242,Residential,5000,0,0,5000
143530203000000,SE 242,Residential,8950,18066,0,27016
143530203100000,SE 242,Residential,11188,74242,0,85430
143530203200000,SE 242,Residential,8950,55530,0,64480
143530203300000,SE 242,Residential,7459,40192,0,47651
143530203400000,SE 242,Residential,7459,27043,0,34502
143530203500000,SE 242,Residential,7459,58359,0,65818
143530203600000,SE 242,Residential,7459,67592,0,75051
143530300100000,SE 242,Residential,17442,0,0,17442
143530300300000,SE 242,Residential,5390,0,0,5390
143530300400000,SE 242,Residential,7267,0,0,7267
143530300500000,SE 242,Residential,7267,26246,0,33513
143530300600000,SE 242,Residential,5000,0,0,5000
143530300700000,SE 242,Residential,5000,0,0,5000
143530300800000,SE 242,Residential,5000,0,0,5000
143530300900000,SE 242,Residential,5000,0,0,5000
143530301000000,SE 242,Residential,5000,0,0,5000
143530301100000,SE 242,Residential,5000,0,0,5000
143530301200000,SE 242,Residential,5000,0,0,5000
143530301300000,SE 242,Residential,5000,0,0,5000
143530301400000,SE 242,Residential,5000,0,0,5000
143530301500000,SE 242,Residential,5000,0,0,5000
143530301600000,SE 242,Residential,5130,35031,0,40161
143530301700000,SE 242,Residential,5000,0,0,5000
143530301800000,SE 242,Residential,7695,0,0,7695
143530301900000,SE 242,Residential,5000,13951,0,18951
143530302000000,SE 242,Residential,7267,30538,0,37805
143530302100000,SE 242,Residential,7267,26507,0,33774
143530302200000,SE 242,Residential,5000,0,0,5000
143530302300000,SE 242,Residential,10901,0,0,10901
143530302400000,SE 242,Residential,10901,0,0,10901
143530400100000,SE 242,Residential,5000,30529,0,35529
143530400200000,SE 242,Residential,5000,0,0,5000
143530400300000,SE 242,Residential,5000,0,0,5000
143530400400000,SE 242,Residential,5000,8702,0,13702
143530400500000,SE 242,Residential,5085,30843,0,35928
143530400600000,SE 242,Residential,5085,36625,0,41710
143530400700000,SE 242,Residential,5000,33534,0,38534
143530400800000,SE 242,Residential,5000,0,0,5000
143530400900000,SE 242,Residential,5000,0,0,5000
143530401000000,SE 242,Residential,5000,0,0,5000
143530401100000,SE 242,Residential,5000,0,0,5000
143530401200000,SE 242,Residential,5000,0,0,5000
143530401300000,SE 242,Residential,5000,0,0,5000
143530401400000,SE 242,Residential,5599,49114,0,54713
143530401500000,SE 242,Residential,5000,0,0,5000
143532600100000,SE 242,Residential,7522,69896,0,77418
143532600200000,SE 242,Residential,7522,66524,0,74046
143532600300000,SE 242,Residential,5000,0,0,5000
143532600400000,SE 242,Residential,7522,46994,0,54516
143532600500000,SE 242,Residential,11283,74375,0,85658
143532600600000,SE 242,Residential,7522,31847,0,39369
143532600700000,SE 242,Residential,7522,0,0,7522
143532600800000,SE 242,Residential,7522,220,0,7742
143532600900000,SE 242,Residential,5000,0,0,5000
143532601000000,SE 242,Residential,5000,0,0,5000
143532601100000,SE 242,Residential,5000,0,0,5000
143532601200000,SE 242,Residential,5000,0,0,5000
143532700100000,COMM SE,Exempt,0,0,0,0
143532700200000,COMM SE,Exempt,0,0,0,0
143532700300000,Empty,Other,0,0,0,0
143535100100000,Empty,Exempt,0,0,0,0
143537700100000,COMM SE,Exempt,0,0,0,0
143540100100000,SE 242,Ag Dwelling,31595,96160,3650,131405
143540100200000,SE 242,Residential,37050,78298,0,115348
143540100300000,SE 242,Residential,22800,183296,0,206096
143540100400000,SE 242,Residential,1243,0,0,1243
143542600100000,SE 242,Ag Dwelling,11257,100016,0,111273
143542700100000,SE 242,Residential,45460,0,0,45460
143542700200000,SE 242,Residential,14232,81248,0,95480
143542700300000,SE 242,Residential,14216,121636,0,135852
143542700400000,SE 242,Residential,8362,63359,0,71721
143542700500000,SE 242,Residential,8362,49188,0,57550
143542700600000,SE 242,Residential,16775,0,0,16775
143542700800000,SE 242,Residential,19501,0,0,19501
143542700900000,SE 242,Residential,21800,76928,0,98728
143542701000000,SE 242,Residential,21800,143779,0,165579
143542701100000,SE 242,Residential,17440,0,0,17440
143542701200000,SE 242,Residential,12208,0,0,12208
143542701300000,SE 242,Residential,12208,109867,0,122075
143542701400000,SE 242,Residential,17440,102699,0,120139
143542701500000,SE 242,Residential,21840,62614,0,84454
143542701600000,SE 242,Residential,24619,0,0,24619
143542701700000,SE 242,Residential,20411,0,0,20411
143542701800000,SE 242,Residential,30500,82448,0,112948
143542701900000,SE 242,Residential,30000,303000,0,333000
143542702000000,SE 242,Residential,8849,0,0,8849
143542702100000,SE 242,Residential,15043,153291,0,168334
143542702200000,SE 242,Residential,14216,0,0,14216
143542702300000,SE 242,Residential,15618,155983,0,171601
143542702400000,SE 242,Residential,15752,109988,0,125740
143542702500000,SE 242,Residential,14216,0,0,14216
143542702600000,SE 242,Residential,8849,85486,0,94335
143542702700000,SE 242,Residential,8849,0,0,8849
143545100100000,Empty,Exempt,0,0,0,0
143545200100000,COMM SE,Exempt,0,0,0,0
143547600100000,SE 242,Ag Dwelling,31054,102265,1332,134651
143547700100000,SE 242,Exempt,0,0,0,0
143547700200000,Empty,Other,0,0,0,0
143640200100000,Empty,Exempt,0,0,0,0
143647600200000,COMM SW,Commercial,257796,0,35928,293724
143647600300000,COMM SW,Commercial,151200,0,0,151200
143647700100000,Empty,Exempt,0,0,0,0
151815100400000,SE 244,Residential,11030,0,0,11030
151815100500000,SE 244,Residential,11521,0,0,11521
151815100600000,SE 244,Residential,16507,0,0,16507
151815100700000,SE 244,Residential,13889,0,0,13889
151815100800000,SE 244,Residential,28787,0,0,28787
151815100900000,SE 244,Residential,121500,113205,0,234705
151822600900000,SE 244,Residential,444,0,0,444
151822601000000,SE 244,Residential,402,0,0,402
151822601100000,SE 244,Residential,102805,422195,0,525000
151822601200000,COMM SE,Commercial,64260,0,0,64260
151822601202000,COMM SE,Commercial,0,0,275395,275395
151822601300000,SE 244,Residential,479,0,0,479
151822601400000,SE 244,Residential,392,0,0,392
151822601500000,SE 244,Residential,390,0,0,390
151822601600000,SE 244,Residential,373,0,0,373
151822700100000,SE 244,Residential,359,0,0,359
151822700400000,SE 244,Residential,298,0,0,298
151822700500000,SE 244,Residential,80080,343894,0,423974
151822700600000,SE 244,Residential,82940,463622,0,546562
151822700700000,SE 244,Residential,81717,460930,0,542647
151822700800000,SE 244,Residential,81703,533556,0,615259
151822700900000,SE 244,Residential,78663,491120,0,569783
151822701000000,SE 244,Residential,168939,1052398,0,1221337
151825100500000,SE 244,Residential,333,0,0,333
151825100600000,SE 244,Residential,151850,522117,0,673967
151825100700000,SE 244,Residential,86487,493740,0,580227
151825100800000,SE 244,Residential,1260,0,0,1260
151827600200000,SE 244,Residential,112000,0,0,112000
151827600300000,SE 244,Residential,112000,423842,0,535842
151827600400000,SE 244,Residential,119200,0,0,119200
151827600500000,SE 244,Residential,98400,0,0,98400
151827600800000,SE 244,Residential,161250,0,0,161250
151827600900000,SE 205,Residential,128250,0,0,128250
