GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2013 Land Res,2013 Land Comm,2013 Total Land,2013 Dwlg,2013 Improv,2013 Total
142017601200000,,EXEMPT,CITY PROPERTY,1512,1ST ST NW,CEDAR RAPIDS CITY OF,0.214,,,,,,,,,0,0,0,0,0,0
142017601300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.087,Detached Structures Only,,2002,,,,,,0,0,0,0,0,0
142017601400000,,EXEMPT,CITY PROPERTY,1514,1ST ST NW,CEDAR RAPIDS CITY OF,0.103,,,,,,,,,0,0,0,0,0,0
142017601500000,,EXEMPT,CITY PROPERTY,1522,1ST ST NW,CEDAR RAPIDS CITY OF,0.161,Detached Structures Only,,1928,,,,,,0,0,0,0,0,0
142017601600000,,EXEMPT,CITY PROPERTY,1530,1ST ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142017700100000,,EXEMPT,CITY PROPERTY,1530,4TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142017700200000,,EXEMPT,CITY PROPERTY,1527,5TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142017700300000,,EXEMPT,CITY PROPERTY,1525,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1943,414.0,,,,,0,0,0,0,0,0
142017700500000,,EXEMPT,CITY PROPERTY,1511,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017700600000,,EXEMPT,CITY PROPERTY,1507,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017700700000,,EXEMPT,CITY PROPERTY,1503,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017700800000,,EXEMPT,CITY PROPERTY,1502,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017700900000,,EXEMPT,CITY PROPERTY,1506,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017701000000,,EXEMPT,CITY PROPERTY,1510,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017701200000,,EXEMPT,CITY PROPERTY,1520,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017701300000,,EXEMPT,CITY PROPERTY,1526,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017800100000,,EXEMPT,CITY PROPERTY,1526,5TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142017800200000,,EXEMPT,CITY PROPERTY,1527,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142017800300000,,EXEMPT,CITY PROPERTY,1525,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017800400000,,EXEMPT,CITY PROPERTY,1523,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017800500000,,EXEMPT,CITY PROPERTY,1517,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017800600000,,EXEMPT,CITY PROPERTY,1513,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017800700000,,EXEMPT,CITY PROPERTY,1509,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017800800000,,EXEMPT,CITY PROPERTY,1501,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017800900000,,EXEMPT,CITY PROPERTY,1500,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017801000000,,EXEMPT,CITY PROPERTY,1508,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017801100000,,EXEMPT,CITY PROPERTY,1512,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017801200000,,EXEMPT,CITY PROPERTY,1518,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017801300000,,EXEMPT,CITY PROPERTY,1520,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017801400000,,EXEMPT,CITY PROPERTY,1524,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017900100000,,EXEMPT,CITY PROPERTY,1526,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142017900300000,,EXEMPT,CITY PROPERTY,1531,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142017900400000,,EXEMPT,CITY PROPERTY,1519,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142017900500000,,EXEMPT,CITY PROPERTY,1517,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142017900600000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0
142017900700000,VACANT LAND,EXEMPT,CITY PROPERTY,1501,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.2938,,,,,,,,,0,0,0,0,0,0
142017900800000,,EXEMPT,CITY PROPERTY,1500,6TH ST NW,CEDAR RAPIDS CITY OF,0.191,,,,,,,,,0,0,0,0,0,0
142017901000000,VACANT LAND,EXEMPT,CITY PROPERTY,1512,6TH ST NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0
142017901300000,,EXEMPT,CITY PROPERTY,1524,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018000100000,,EXEMPT,CITY PROPERTY,1428,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018000200000,,EXEMPT,CITY PROPERTY,1433,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018000300000,,EXEMPT,CITY PROPERTY,1427,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018000400000,,EXEMPT,CITY PROPERTY,1423,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018000500000,,EXEMPT,CITY PROPERTY,1417,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018000600000,,EXEMPT,CITY PROPERTY,1413,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018000700000,,EXEMPT,CITY PROPERTY,1407,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018000800000,,EXEMPT,CITY PROPERTY,1403,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,2010,,,,,,0,0,0,0,0,0
142018000900000,,EXEMPT,CITY PROPERTY,308,M AVE NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018001000000,,EXEMPT,CITY PROPERTY,1406,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018001100000,,EXEMPT,CITY PROPERTY,1412,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018001200000,,EXEMPT,CITY PROPERTY,1416,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018001300000,,EXEMPT,CITY PROPERTY,1420,3RD ST NW,CEDAR RAPIDS CITY OF,0.152,,,,,,,,,0,0,0,0,0,0
142018001400000,,EXEMPT,CITY PROPERTY,1426,3RD ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,,,0,0,0,0,0,0
142018100100000,,EXEMPT,CITY PROPERTY,1432,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018100200000,,EXEMPT,CITY PROPERTY,1431,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018100300000,,EXEMPT,CITY PROPERTY,1427,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018100400000,,EXEMPT,CITY PROPERTY,1421,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018100500000,,EXEMPT,CITY PROPERTY,1417,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018100700000,,EXEMPT,CITY PROPERTY,1407,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018100800000,,EXEMPT,CITY PROPERTY,1403,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018100900000,,EXEMPT,CITY PROPERTY,1400,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018101000000,,EXEMPT,CITY PROPERTY,1408,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018101100000,,EXEMPT,CITY PROPERTY,1414,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018101200000,,EXEMPT,CITY PROPERTY,1418,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018101400000,,EXEMPT,CITY PROPERTY,1426,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018200100000,,EXEMPT,CITY PROPERTY,1432,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018200200000,,EXEMPT,CITY PROPERTY,517,N AVE NW,CEDAR RAPIDS CITY OF,0.076,,,,,,,,,0,0,0,0,0,0
142018200300000,,EXEMPT,CITY PROPERTY,1433,6TH ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,,,0,0,0,0,0,0
142018200500000,,EXEMPT,CITY PROPERTY,1423,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018200700000,,EXEMPT,CITY PROPERTY,1417,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018200800000,,EXEMPT,CITY PROPERTY,1407,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018200900000,,EXEMPT,CITY PROPERTY,1401,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018201200000,,EXEMPT,CITY PROPERTY,1406,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018201400000,,EXEMPT,CITY PROPERTY,1416,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018201500000,,EXEMPT,CITY PROPERTY,1422,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018201600000,,EXEMPT,CITY PROPERTY,1428,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018300100000,,EXEMPT,CITY PROPERTY,1432,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018300200000,,EXEMPT,CITY PROPERTY,1431,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018300400000,,EXEMPT,CITY PROPERTY,1423,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018300500000,,EXEMPT,CITY PROPERTY,1417,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018301000000,,EXEMPT,CITY PROPERTY,1408,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018301300000,,EXEMPT,CITY PROPERTY,1422,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1900,855.0,,,,,0,0,0,0,0,0
142018400100000,,EXEMPT,CITY PROPERTY,1342,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018400200000,,EXEMPT,CITY PROPERTY,309,M AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142018400300000,,EXEMPT,CITY PROPERTY,1341,4TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142018400500000,,EXEMPT,CITY PROPERTY,1333,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400600000,,EXEMPT,CITY PROPERTY,1327,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400700000,,EXEMPT,CITY PROPERTY,1321,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400800000,,EXEMPT,CITY PROPERTY,1315,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400900000,,EXEMPT,CITY PROPERTY,1311,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018401000000,,EXEMPT,CITY PROPERTY,1309,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018401100000,,EXEMPT,CITY PROPERTY,1301,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,1900,,,,,,0,0,0,0,0,0
142018401200000,,EXEMPT,CITY PROPERTY,1302,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401300000,,EXEMPT,CITY PROPERTY,1308,3RD ST NW,CEDAR RAPIDS CITY OF,0.152,,,,,,,,,0,0,0,0,0,0
142018401400000,,EXEMPT,CITY PROPERTY,1312,3RD ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,,,0,0,0,0,0,0
142018401500000,,EXEMPT,CITY PROPERTY,1316,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401600000,,EXEMPT,CITY PROPERTY,1320,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401700000,,EXEMPT,CITY PROPERTY,1328,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401800000,,EXEMPT,CITY PROPERTY,1332,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401900000,,EXEMPT,CITY PROPERTY,1336,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018500100000,,EXEMPT,CITY PROPERTY,1344,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500200000,,EXEMPT,CITY PROPERTY,415,M AVE NW,CEDAR RAPIDS CITY OF,0.034,,,,,,,,,0,0,0,0,0,0
142018500300000,,EXEMPT,CITY PROPERTY,1345,5TH ST NW,CEDAR RAPIDS CITY OF,0.113,,,,,,,,,0,0,0,0,0,0
142018500400000,,EXEMPT,CITY PROPERTY,1337,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500500000,,EXEMPT,CITY PROPERTY,1335,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500600000,,EXEMPT,CITY PROPERTY,1333,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500700000,,EXEMPT,CITY PROPERTY,1319,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500800000,,EXEMPT,CITY PROPERTY,1311,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500900000,,EXEMPT,CITY PROPERTY,1307,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501000000,,EXEMPT,CITY PROPERTY,1305,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501100000,,EXEMPT,CITY PROPERTY,1301,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501300000,,EXEMPT,CITY PROPERTY,1312,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501400000,,EXEMPT,CITY PROPERTY,1316,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501500000,,EXEMPT,CITY PROPERTY,1322,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501700000,,EXEMPT,CITY PROPERTY,1330,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501800000,,EXEMPT,CITY PROPERTY,1340,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600400000,,EXEMPT,CITY PROPERTY,1345,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142018600500000,,EXEMPT,CITY PROPERTY,1337,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600600000,,EXEMPT,CITY PROPERTY,1333,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600800000,,EXEMPT,CITY PROPERTY,1323,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600900000,,EXEMPT,CITY PROPERTY,1317,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018601000000,,EXEMPT,CITY PROPERTY,1315,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018601200000,,EXEMPT,CITY PROPERTY,1305,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142018601300000,,EXEMPT,CITY PROPERTY,1301,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018601600000,,EXEMPT,CITY PROPERTY,1312,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018601700000,,EXEMPT,CITY PROPERTY,1316,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018602000000,,EXEMPT,CITY PROPERTY,1330,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018602100000,,EXEMPT,CITY PROPERTY,1336,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018700100000,,EXEMPT,CITY PROPERTY,1342,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018700300000,,EXEMPT,CITY PROPERTY,1343,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.138,,,,,,,,,0,0,0,0,0,0
142018700500000,,EXEMPT,CITY PROPERTY,1333,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018700600000,,EXEMPT,CITY PROPERTY,1327,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018700800000,,EXEMPT,CITY PROPERTY,1319,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,Single-Family,Salvage,1910,572.0,,,,,0,0,0,0,0,0
142018701000000,,EXEMPT,CITY PROPERTY,1313,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142018701300000,VACANT LAND,EXEMPT,CITY PROPERTY,1300,6TH ST NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0
142018701400000,,EXEMPT,CITY PROPERTY,1308,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018701500000,,EXEMPT,CITY PROPERTY,1312,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018701700000,,EXEMPT,CITY PROPERTY,1320,6TH ST NW,CEDAR RAPIDS CITY OF,0.103,,,,,,,,,0,0,0,0,0,0
142027700100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.53,,,,,,,,,0,0,0,0,0,0
142027700500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.72,,,,,,,,,0,0,0,0,0,0
142030501900000,,EXEMPT,CITY PROPERTY,1136,I AVE NW,CEDAR RAPIDS CITY OF,0.145,Single-Family,1 Story Frame,1923,730.0,,,,,0,0,0,0,0,0
142035700300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.23,,,,,,,,,0,0,0,0,0,0
142035700500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.514,,,,,,,,,0,0,0,0,0,0
142038300900000,,EXEMPT,CITY PROPERTY,1347,F AVE NW,CEDAR RAPIDS CITY OF,0.158,Single-Family,1 Story Frame,1947,768.0,,,,,0,0,0,0,0,0
142040100100000,,EXEMPT,CITY PROPERTY,203,L AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040100200000,,EXEMPT,CITY PROPERTY,1247,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040100300000,,EXEMPT,CITY PROPERTY,1245,3RD ST NW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,,0,0,0,0,0,0
142040100400000,FENCING ONLY,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,,0,0,0,0,0,0
142040100600000,,EXEMPT,CITY PROPERTY,1227,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040100700000,,EXEMPT,CITY PROPERTY,1221,3RD ST NW,CEDAR RAPIDS CITY OF,0.23,,,,,,,,,0,0,0,0,0,0
142040100800000,WAREHOUSE,EXEMPT,CITY PROPERTY,1213,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,Mini - Storage,2006,1200-01-01,,0,0,0,0,0,0
142040100900000,VACANT LOT,EXEMPT,CITY PROPERTY,1205,3RD ST NW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,,0,0,0,0,0,0
142040101000000,,EXEMPT,CITY PROPERTY,200,K AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200100000,,EXEMPT,CITY PROPERTY,1250,3RD ST NW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,,0,0,0,0,0,0
142040200200000,,EXEMPT,CITY PROPERTY,309,L AVE NW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,,0,0,0,0,0,0
142040200300000,,EXEMPT,CITY PROPERTY,1253,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200400000,,EXEMPT,CITY PROPERTY,1247,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200500000,,EXEMPT,CITY PROPERTY,1243,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200600000,,EXEMPT,CITY PROPERTY,1237,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200700000,,EXEMPT,CITY PROPERTY,1233,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200800000,,EXEMPT,CITY PROPERTY,1227,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200900000,,EXEMPT,CITY PROPERTY,1223,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201000000,,EXEMPT,CITY PROPERTY,1217,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201100000,,EXEMPT,CITY PROPERTY,1213,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201200000,,EXEMPT,CITY PROPERTY,1207,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201300000,,EXEMPT,CITY PROPERTY,320,K AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201400000,,EXEMPT,CITY PROPERTY,304,K AVE NW,CEDAR RAPIDS CITY OF,0.04,,,,,,,,,0,0,0,0,0,0
142040201500000,,EXEMPT,CITY PROPERTY,1202,3RD ST NW,CEDAR RAPIDS CITY OF,0.075,,,,,,,,,0,0,0,0,0,0
142040201600000,,EXEMPT,CITY PROPERTY,1206,3RD ST NW,CEDAR RAPIDS CITY OF,0.23,,,,,,,,,0,0,0,0,0,0
142040201700000,,EXEMPT,CITY PROPERTY,1216,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201800000,,EXEMPT,CITY PROPERTY,1222,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201900000,,EXEMPT,CITY PROPERTY,1226,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040202000000,,EXEMPT,CITY PROPERTY,1232,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040202300000,,EXEMPT,CITY PROPERTY,1240,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040300100000,,EXEMPT,CITY PROPERTY,1238,4TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300200000,,EXEMPT,CITY PROPERTY,1237,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300300000,,EXEMPT,CITY PROPERTY,1231,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300400000,,EXEMPT,CITY PROPERTY,1227,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300500000,,EXEMPT,CITY PROPERTY,1223,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
