GIS_Number,GIS_Number_2,Doing Business As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed
142235202100000,142235202100000,,Exempt,E-15 CITY,1047,5TH AVE SE,CITY OF CEDAR RAPIDS,0.0367,,,,,,,,
142235600400000,142235600400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0765,,,,,,,,
142235600500000,142235600500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0468,,,,,,,,
142240500100000,142240500100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.98,,,,,,,,
142240601000000,142240601000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.34,,,,,,,,
142248201000000,142248201000000,,Exempt,E-15 CITY,2000,MT VERNON RD SE,CITY OF CEDAR RAPIDS,1.6419,,,,,,,,
142312600100000,142312600100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,10.04,,,,,,,,
142312600200000,142312600200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,70.0,,,,,,,,
142337802700000,142337802700000,,Exempt,E-15 CITY,2416,MT VERNON RD SE,CITY OF CEDAR RAPIDS,,,,,,,,,
142412600100000,142412600100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,5.54,,,,,,,,
142433001200000,142433001200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1811,,,,,,,,
142442800200000,142442800200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.28,,,,,,,,
142447700900000,142447700900000,,Exempt,E-15 CITY,4296,MT VERNON RD SE,CITY OF CEDAR RAPIDS,1.02,,,,,,,,
142528003300000,142528003300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,
142530102000000,142530102000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,
142542901100000,142542901100000,,Exempt,E-15 CITY,0,PARK SE,CITY OF CEDAR RAPIDS,14.32,,,,,,,,
142612603400000,142612603400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.4797,,,,,,,,
142617601300000,142617601300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.82,,,,,,,,
142623001600000,142623001600000,,Exempt,E-15 CITY,1107,23RD ST SE,CEDAR RAPIDS CITY OF,0.3007,,,,,,,,
142625100100000,142625100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,76.0,,,,,,,,
142632600200000,142632600200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,21.0,,,,,,,,
142637700300000,142637700300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,9.65,,,,,,,,
142637700400000,142637700400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.46,,,,,,,,
142715500800000,142715500800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.64,,,,,,,,
142715501200000,142715501200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1377,,,,,,,,
142715600700000,142715600700000,,Exempt,E-15 CITY,1602,15TH AVE SE,CITY OF CEDAR RAPIDS,1.08,,,,,,,,
142715700100000,142715700100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,8.7934,,,,,,,,
142717600100000,142717600100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,47.77,,,,,,,,
142720100100000,142720100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,3.0,,,,,,,,
142720200400000,142720200400000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1276,,,,,,,,
142720202200000,142720202200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,
142720302100000,142720302100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0517,,,,,,,,
142720302200000,142720302200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0669,,,,,,,,
142720302300000,142720302300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0258,,,,,,,,
142720402700000,142720402700000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0482,,,,,,,,
142720500100000,142720500100000,,Exempt,SE 237,929,10TH ST SE,CEDAR RAPIDS CITY OF,0.1102,Single-Family,2 Story Frame,1905-01-01,1560-01-01,,,,
142720601000000,142720601000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1125,,,,,,,,
142720602600000,142720602600000,,Exempt,SE 237,1025,10TH ST SE,CEDAR RAPIDS CITY OF,0.0803,Single-Family,1 Story Frame,1890-01-01,8801-01-01,,,,
142720700900000,142720700900000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,
142720702500000,142720702500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,
142720800300000,142720800300000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,Single-Family,1 Story Frame,2008-01-01,8701-01-01,,,,
142720800400000,142720800400000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,(2) Single-Family Dwlgs,1 Story Frame + 2 Story Frame,2008-01-01,1015-01-01,,,,
142720800500000,142720800500000,,Exempt,SE 237,1118,8TH ST SE,CEDAR RAPIDS CITY OF,,Single-Family,,2009-01-01,,,,,
142720800600000,142720800600000,,Exempt,SE 237,1122,8TH ST SE,CEDAR RAPIDS CITY OF,,Single-Family,1 Story Frame,2008-01-01,8701-01-01,,,,
142720800700000,142720800700000,,Exempt,SE 237,816,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,
142720800800000,142720800800000,,Exempt,SE 237,1125,9TH ST SE,CEDAR RAPIDS CITY OF,,Single-Family,1 Story Frame,2008-01-01,1030-01-01,,,,
142720800900000,142720800900000,,Exempt,SE 237,1123,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,
142720801000000,142720801000000,,Exempt,SE 237,1121,9TH ST SE,CEDAR RAPIDS CITY OF,,Single-Family,1 Story Frame,2008-01-01,8701-01-01,,,,
142722900200000,142722900200000,VACANT LOT,Exempt,E-15 CITY,917,9TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,
142722901200000,142722901200000,VACANT LOT,Exempt,E-15 CITY,910,10TH AVE SE,CITY OF CEDAR RAPIDS,0.0533,,,,,,,,
142722901300000,142722901300000,,Exempt,SE 237,912,10TH AVE SE,CEDAR RAPIDS CITY OF,0.0735,,,,,,,,
142723200300000,142723200300000,,Exempt,SE 237,817,9TH AVE SE,CEDAR RAPIDS CITY OF,0.0523,,,,,,,,
142723200500000,142723200500000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1286,,,,,,,,
142723201600000,142723201600000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0868,,,,,,,,
142723201900000,142723201900000,,Exempt,E-15 CITY,,0 VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0643,,,,,,,,
142723400100000,142723400100000,,Exempt,E-15 CITY,1000,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,
142723500100000,142723500100000,,Exempt,E-15 CITY,1001,9TH ST SE,CEDAR RAPIDS CITY OF,0.0491,,,,,,,,
142723501600000,142723501600000,,Exempt,E-15 CITY,1005,9TH ST SE,CEDAR RAPIDS CITY OF,0.0514,,,,,,,,
142723800200000,142723800200000,,Exempt,SE 237,1104,8TH ST SE,CEDAR RAPIDS CITY OF,,Single-Family,,2008-01-01,,,,,
142723800300000,142723800300000,,Exempt,SE 237,1110,8TH ST SE,CEDAR RAPIDS CITY OF,,Single-Family,1 Story Frame,2008-01-01,1015-01-01,,,,
142724100100000,142724100100000,,Exempt,E-15 CITY,901,6TH ST SE,CEDAR RAPIDS CITY OF,0.0546,,,,,,,,
142724100200000,142724100200000,,Exempt,E-15 CITY,525,9TH AVE SE,CEDAR RAPIDS CITY OF,0.0418,,,,,,,,
142724100400000,142724100400000,,Exempt,E-15 CITY,911,6TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,
142725300100000,142725300100000,,Exempt,E-15 CITY,927,6TH ST SE,CEDAR RAPIDS CITY OF,0.3857,,,,,,,,
142725500500000,142725500500000,VACANT LOT,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.7713,,,,,,,,
142725501200000,142725501200000,,Exempt,E-15 CITY,614,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,
142725501300000,142725501300000,CITY HALL,Exempt,E-15 CITY,0,VACANT LAND,CEDAR RAPIDS CITY OF,0.1102,,,,,Store - Retail Small,1930,813,
142725501400000,142725501400000,,Exempt,E-15 CITY,1123,7TH ST SE,CEDAR RAPIDS CITY OF,0.09,,,,,,,,
142725501600000,142725501600000,,Exempt,E-15 CITY,1117,7TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,
142725600300000,142725600300000,,Exempt,E-15 CITY,1002,5TH ST SE,CITY OF CEDAR RAPIDS,0.0964,,,,,,,,
142725700100000,142725700100000,VACANT BLDG,Exempt,E-15 CITY,629,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0671,,,,,Shop,1931,704,
142725700200000,142725700200000,,Exempt,E-15 CITY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0408,,,,,,,,
142725700300000,142725700300000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8494,,,,,,,,
142725900100000,142725900100000,,Exempt,E-15 CITY,400,12TH AVE SE,CEDAR RAPIDS CITY OF,4.8324,,,,,,,,
142726000800000,142726000800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.97,,,,,,,,
142726100300000,142726100300000,,Exempt,E-15 CITY,1231,5TH ST SE,CEDAR RAPIDS CITY OF,0.197,Single-Family,Salvage,1880-01-01,9601-01-01,,,,
142726101400000,142726101400000,,Exempt,E-15 CITY,415,12TH AVE SE,CEDAR RAPIDS CITY OF,3.5958,,,,,,,,
142727700400000,142727700400000,,Exempt,E-15 CITY,1248,10TH ST SE,CITY OF CEDAR RAPIDS,0.7713,,,,,,,,
142727700500000,142727700500000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8413,,,,,,,,
142727700700000,142727700700000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1253,,,,,,,,
142727700800000,142727700800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.7,,,,,,,,
142727800100000,142727800100000,BENDER POOL,Exempt,E-15 CITY,940,14TH AVE SE,CITY OF CEDAR RAPIDS,1.7355,,,,,,,,
142727900100000,142727900100000,,Exempt,SE 237,1124,8TH ST SE,CEDAR RAPIDS CITY OF,,Single-Family,1 Story Frame,2008-01-01,1015-01-01,,,,
142727900200000,142727900200000,VACANT LOT,Exempt,E-15 CITY,1128,8TH ST SE,CEDAR RAPIDS CITY OF,0.0459,,,,,,,,
142730500200000,142730500200000,,Exempt,E-15 CITY,1800,10TH ST SE,CEDAR RAPIDS CITY OF,6.76,,,,,Metal Shop - Steel Frame,1956,0,
142732800100000,142732800100000,WAREHOUSE,Exempt,E-15 CITY,1600,3RD ST SE,CEDAR RAPIDS CITY OF,30.25,,,,,Warehouse,1960,404969,multiple bldgs on this parcels
142733001900000,142733001900000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0663,,,,,,,,
142733100100000,142733100100000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.121,,,,,,,,
142733100800000,142733100800000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,
142733101900000,142733101900000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.5447,,,,,,,,
142733102000000,142733102000000,,Exempt,E-15 CITY,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,5.3019,,,,,,,,
142735100100000,142735100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,5.3,,,,,,,,
142737600100000,142737600100000,,Exempt,Empty,2216,A ST SW,CITY OF CEDAR RAPIDS,0.35,,,,,,,,
142810500400000,142810500400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0275,,,,,,,,
142810501100000,142810501100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,
142811400900000,142811400900000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0206,,,,,,,,
142812700600000,142812700600000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8485,,,,,,,,
142812900100000,142812900100000,,Exempt,Empty,349,4TH AVE SE,CITY OF CEDAR RAPIDS,0.9,,,,,,,,
142813100102000,142813100102000,,Exempt,Empty,305,2ND ST SE,CITY OF CEDAR RAPIDS,,,,,,,,,
142813100700000,142813100700000,,Exempt,Empty,126,4TH AVE SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,
142813100800000,142813100800000,,Exempt,Empty,321,2ND ST SE,CITY OF CEDAR RAPIDS,0.0964,,,,,,,,
142813100904000,142813100904000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,,,,,,,,,
142813300400000,142813300400000,,Exempt,Empty,201,4TH AVE SE,CITY OF CEDAR RAPIDS,0.8264,,,,,,,,
142813300500000,142813300500000,,Exempt,E-76 EDU CLASS BLDG,145,4TH AVE SE,CITY OF CEDAR RAPIDS,3.8051,,,,,,,,
142813500100000,142813500100000,,Exempt,Empty,500,1ST ST SE,CITY OF CEDAR RAPIDS,2.0661,,,,,,,,
142813600500000,142813600500000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0761,,,,,,,,
142813600600000,142813600600000,,Exempt,Empty,427,1ST ST SE,CEDAR RAPIDS CITY OF,0.3415,,,,,,,,
142815200100000,142815200100000,PARKING,Exempt,Empty,601,2ND ST SE,CEDAR RAPIDS CITY OF,0.964,,,,,,,,
142815300100000,142815300100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.11,,,,,,,,
142815300300000,142815300300000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.18,,,,,,,,
142815400100000,142815400100000,VACANT LAND,Exempt,Empty,720,1ST ST SE,CEDAR RAPIDS CITY OF,2.0661,,,,,,,,
142815500100000,142815500100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,
142815600100000,142815600100000,,Exempt,Empty,105,8TH AVE SE,CEDAR RAPIDS CITY OF,0.5785,,,,,,,,
142815600300000,142815600300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.1019,,,,,,,,
142815700100000,142815700100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8329,,,,,,,,
142815800200000,142815800200000,,Exempt,Empty,40,8TH AVE SW,CEDAR RAPIDS CITY OF,0.7314,,,,,,,,
142818700100000,142818700100000,,Exempt,Empty,327,11TH AVE SE,CEDAR RAPIDS CITY OF,1.171,,,,,Metal Warehouse - Steel Frame,1974,20800,
142818700200000,142818700200000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.138,,,,,,,,
142818700300000,142818700300000,VACANT HEINZ COMPANY,Exempt,Empty,309,11TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,Office - General,1923,5640,
142818700400000,142818700400000,VACANT HEINZ COMPANY,Exempt,Empty,1114,3RD ST SE,CEDAR RAPIDS CITY OF,0.386,,,,,Metal Light Mfg - Steel,1991,0,
142818700500000,142818700500000,VACANT HEINZ COMPANY,Exempt,Empty,1120,3RD ST SE,CEDAR RAPIDS CITY OF,0.193,,,,,Office - General,1968,8011,
142818700600000,142818700600000,HEINZ COMPANY(FENCE/PAVING),Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.145,,,,,,,,
142818700700000,142818700700000,HEINZ COMPANY(FENCE/PAVING),Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,,
142818800800000,142818800800000,,Exempt,SE 237,208,11TH AVE SE,CEDAR RAPIDS CITY OF,0.1074,Single-Family,1 Story Frame,2006-01-01,1047-01-01,,,,
142820400100000,142820400100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.4,,,,,,,,
142820500100000,142820500100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8815,,,,,,,,
142820900100000,142820900100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.9298,,,,,,,,
142822600100000,142822600100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.3803,,,,,,,,
142822700100000,142822700100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.6683,,,,,,,,
142823000100000,142823000100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.7906,,,,,,,,
142823400300000,142823400300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3046,,,,,,,,
142827600100000,142827600100000,,Exempt,Empty,519,H ST SW,CEDAR RAPIDS CITY OF,0.2679,,,,,,,,
142827600200000,142827600200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3857,,,,,,,,
142827600300000,142827600300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,3.6313,,,,,,,,
142827600400000,142827600400000,,Exempt,Empty,505,1ST ST SW,CITY OF CEDAR RAPIDS,3.9159,,,,,,,,
142827900200000,142827900200000,,Exempt,Empty,529,H ST SW,CEDAR RAPIDS CITY OF,0.3347,,,,,,,,
142828200100000,142828200100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.8609,,,,,,,,
142828400100000,142828400100000,,Exempt,Empty,600,2ND ST SW,CEDAR RAPIDS CITY OF,0.2527,,,,,,,,
142830100200000,142830100200000,VACANT LOT,Exempt,Empty,727,1ST ST SW,CEDAR RAPIDS CITY OF,0.0937,,,,,,,,
142835300400000,142835300400000,,Exempt,Empty,940,4TH ST SW,CITY OF CEDAR RAPIDS,10.6215,,,,,,,,
142835300500000,142835300500000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.4194,,,,,,,,
142835300600000,142835300600000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,3.2088,,,,,,,,
142835300700000,142835300700000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.9983,,,,,,,,
142840300100000,142840300100000,,Exempt,Empty,1001,2ND ST SE,CEDAR RAPIDS CITY OF,9.713,,,,,,,,
142840600100000,142840600100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1928,,,,,,,,
142840600300000,142840600300000,,Exempt,Empty,1217,1ST ST SE,CITY OF CEDAR RAPIDS,0.3022,,,,,,,,
142840600400000,142840600400000,VACANT BLDG,Exempt,COMM SE,1221,1ST ST SE,CEDAR RAPIDS CITY OF,0.2324,,,,,Warehouse,1974,3870,
142840600500000,142840600500000,WAREHOUSE,Exempt,Empty,1229,1ST ST SE,CEDAR RAPIDS CITY OF,0.2961,,,,,Warehouse,1967,2572,
142840600600000,142840600600000,,Exempt,SE 237,1233,1ST ST SE,CEDAR RAPIDS CITY OF,0.1591,Single-Family,Salvage,1900-01-01,5601-01-01,,,,
142840600700000,142840600700000,,Exempt,Empty,1325,1ST ST SE,CITY OF CEDAR RAPIDS,1.2253,,,,,,,,
142840700100000,142840700100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.5929,,,,,,,,
142840700300000,142840700300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0429,,,,,,,,
142845100100000,142845100100000,,Exempt,Empty,1115,C ST SW,CITY OF CEDAR RAPIDS,14.2393,,,,,,,,
142845600100000,142845600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.2626,,,,,,,,
142845900100000,142845900100000,,Exempt,Empty,1500,C ST SW,CITY OF CEDAR RAPIDS,0.2158,,,,,,,,
142845900200000,142845900200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.7805,,,,,,,,
142845900300000,142845900300000,,Exempt,Empty,1416,C ST SW,CITY OF CEDAR RAPIDS,0.2296,,,,,,,,
142845901100000,142845901100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.6709,,,,,,,,
142845901200000,142845901200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.2681,,,,,,,,
142845901300000,142845901300000,,Exempt,Empty,120,16TH AVE SW,CITY OF CEDAR RAPIDS,0.1882,,,,,,,,
142847600100000,142847600100000,,Exempt,Empty,1805,A ST SW,CITY OF CEDAR RAPIDS,2.8,,,,,,,,
142847600200000,142847600200000,,Exempt,Empty,1605,A ST SW,CITY OF CEDAR RAPIDS,0.7493,,,,,,,,
142847700300000,142847700300000,PATIO/CLOCK TOWER,Exempt,E-55 LIBRARY/ART,28,16TH AVE SW,CEDAR RAPIDS CITY OF,0.321,,,,,,,,
142847800100000,142847800100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1338,,,,,,,,
142847800200000,142847800200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0958,,,,,,,,
142847800400000,142847800400000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1268,,,,,,,,
142847800800000,142847800800000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.2697,,,,,,,,
142847801000000,142847801000000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1194,,,,,,,,
142847901800000,142847901800000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1148,,,,,,,,
142847901900000,142847901900000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1721,,,,,,,,
142847902000000,142847902000000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0574,,,,,,,,
142847902100000,142847902100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1148,,,,,,,,
142847902200000,142847902200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0688,,,,,,,,
142847902300000,142847902300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0688,,,,,,,,
142847902400000,142847902400000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0918,,,,,,,,
142848000100000,142848000100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0781,,,,,,,,
142848000200000,142848000200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1148,,,,,,,,
142848000300000,142848000300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1148,,,,,,,,
142848000400000,142848000400000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1147,,,,,,,,
142848000600000,142848000600000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0229,,,,,,,,
142848000900000,142848000900000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.184,,,,,,,,
142848100100000,142848100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.2066,,,,,,,,
142848100200000,142848100200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1148,,,,,,,,
142848300100000,142848300100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1022,,,,,,,,
142848700500000,142848700500000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.2101,,,,,,,,
142910300100000,142910300100000,,Exempt,Empty,423,5TH ST NW,CITY OF CEDAR RAPIDS,0.0901,,,,,,,,
142910600100000,142910600100000,,Exempt,Empty,222,3RD ST NW,CITY OF CEDAR RAPIDS,2.2361,,,,,,,,
142910800500000,142910800500000,VACANT LOT,Exempt,Empty,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.4,,,,,,,,
142910900100000,142910900100000,VACANT LOT,Exempt,Empty,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.038,,,,,,,,
142910900200000,142910900200000,VACANT LOT,Exempt,Empty,616,C AVE NW,CEDAR RAPIDS CITY OF,0.1286,,,,,,,,
142910900300000,142910900300000,VACANT LOT,Exempt,Empty,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.165,,,,,,,,
142911001500000,142911001500000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.0098,,,,,,,,
142913000800000,142913000800000,,Exempt,NW 311,620,C AVE NW,CEDAR RAPIDS CITY OF,0.1952,,,,,,,,
142913101600000,142913101600000,PAVING AND FENCING,Exempt,Empty,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,,
142913101700000,142913101700000,PAVING ONLY,Exempt,Empty,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,,
142915500100000,142915500100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.2346,,,,,,,,
142918900800000,142918900800000,,Exempt,Empty,843,3RD AVE SW,CITY OF CEDAR RAPIDS,0.0575,,,,,,,,
142920300400000,142920300400000,,Exempt,Empty,1113,C AVE NW,CEDAR RAPIDS CITY OF,0.1321,,,,,,,,
142920300500000,142920300500000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.132,,,,,,,,
142920300600000,142920300600000,,Exempt,Empty,1123,C AVE NW,CITY OF CEDAR RAPIDS,0.132,,,,,,,,
142922602200000,142922602200000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.221,,,,,,,,
142925600100000,142925600100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.0839,,,,,,,,
142928500300000,142928500300000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.1269,,,,,,,,
142930600100000,142930600100000,,Exempt,Empty,950,ROCKFORD RD SW,CITY OF CEDAR RAPIDS,20.0032,,,,,,,,
