GIS_Number_valuations,Map_Name_valuations,Class_valuations,2010 Land Res,2010 Land Comm,2010 Land Total,2010 Dwlg,2010 Improv,2010 Total
130147601600000,NE 128,Residential,111240,0,111240,538641,0,649881
130147601700000,NE 128,Residential,71974,0,71974,0,0,71974
130147602000000,NE 128,Residential,65200,0,65200,110698,0,175898
130147602700000,NE 128,Residential,2100,0,2100,0,0,2100
130147800100000,NE 128,Residential,109036,0,109036,478322,0,587358
130147800200000,NE 128,Residential,102960,0,102960,403028,0,505988
130147800300000,NE 128,Residential,112320,0,112320,500056,0,612376
130147800400000,NE 128,Residential,106609,0,106609,316776,0,423385
130147800500000,NE 128,Residential,20,0,20,0,0,20
130147900100000,NE 128,Residential,110140,0,110140,377789,0,487929
130147900200000,NE 128,Residential,112320,0,112320,209200,0,321520
130147900300000,NE 128,Residential,83430,0,83430,691928,0,775358
130147900400000,NE 128,Residential,53227,0,53227,0,0,53227
131140100100000,NE 165,Residential,787600,0,787600,1751717,0,2539317
131147600100000,E-15 CITY,Exempt,0,0,0,0,0,0
131212600300000,NE 128,Residential,50490,0,50490,107113,0,157603
131220100100000,NE 165,Residential,44458,0,44458,312169,0,356627
131220100200000,NE 165,Residential,43289,0,43289,364540,0,407829
131220100300000,NE 165,Residential,48053,0,48053,254803,0,302856
131220100400000,NE 165,Residential,46060,0,46060,263940,0,310000
131220100500000,NE 165,Residential,49680,0,49680,368826,0,418506
131220100600000,NE 165,Residential,51187,0,51187,357153,0,408340
131220100700000,NE 165,Residential,49440,0,49440,412461,0,461901
131220100800000,NE 165,Residential,60233,0,60233,419375,0,479608
131220100900000,NE 165,Residential,58594,0,58594,0,0,58594
131220101000000,NE 165,Residential,61803,0,61803,433997,0,495800
131220101100000,NE 165,Residential,60690,0,60690,374310,0,435000
131220101200000,NE 165,Residential,61803,0,61803,438258,0,500061
131220101300000,NE 165,Residential,64065,0,64065,439221,0,503286
131220101400000,NE 165,Residential,61651,0,61651,379497,0,441148
131220101500000,NE 165,Residential,58743,0,58743,0,0,58743
131220101600000,NE 165,Residential,59863,0,59863,0,0,59863
131220101700000,NE 165,Residential,69572,0,69572,460262,0,529834
131220101800000,NE 165,Residential,62510,0,62510,455695,0,518205
131220101900000,NE 165,Residential,64365,0,64365,345635,0,410000
131220102000000,NE 165,Residential,100400,0,100400,562347,0,662747
131220102100000,NE 165,Residential,77974,0,77974,0,0,77974
131220102200000,NE 165,Residential,104500,0,104500,659851,0,764351
131220102300000,NE 165,Residential,86672,0,86672,626171,0,712843
131220102400000,NE 165,Residential,86469,0,86469,383531,0,470000
131220102500000,NE 165,Residential,100700,0,100700,410530,0,511230
131220102600000,NE 165,Residential,84179,0,84179,470821,0,555000
131220102900000,NE 165,Residential,46500,0,46500,1856,0,48356
131220103000000,NE 165,Residential,50000,0,50000,564977,0,614977
131220103100000,NE 165,Residential,56863,0,56863,461605,0,518468
131220103200000,NE 165,Residential,51493,0,51493,476990,0,528483
131220103300000,NE 165,Residential,51300,0,51300,381637,0,432937
131220103400000,NE 165,Residential,51775,0,51775,470163,0,521938
131220103500000,NE 165,Residential,63588,0,63588,422879,0,486467
131220103600000,NE 165,Residential,63750,0,63750,431927,0,495677
131220103700000,NE 165,Residential,63142,0,63142,461858,0,525000
131220103800000,NE 165,Residential,61994,0,61994,375992,0,437986
131220103900000,NE 165,Residential,48384,0,48384,238355,0,286739
131220104000000,NE 165,Residential,49169,0,49169,0,0,49169
131220104100000,NE 165,Residential,63832,0,63832,517975,0,581807
131220104200000,NE 165,Residential,60180,0,60180,377238,0,437418
131220104300000,NE 165,Residential,62006,0,62006,411711,0,473717
131220104400000,NE 165,Residential,55767,0,55767,422713,0,478480
131220104500000,NE 165,Residential,45900,0,45900,0,0,45900
131220104600000,NE 165,Residential,58154,0,58154,418358,0,476512
131220104700000,NE 165,Residential,49379,0,49379,317245,0,366624
131220104800000,NE 165,Residential,50575,0,50575,477133,0,527708
131220104900000,NE 165,Residential,52351,0,52351,486782,0,539133
131220105000000,NE 165,Residential,56206,0,56206,390123,0,446329
131220105100000,NE 165,Residential,49147,0,49147,389482,0,438629
131222700100000,NE 165,Residential,81280,0,81280,392710,0,473990
131222700200000,NE 165,Residential,78511,0,78511,352764,0,431275
131222700300000,NE 165,Residential,70612,0,70612,0,0,70612
131222700400000,NE 165,Residential,76152,0,76152,0,0,76152
131222700500000,NE 165,Residential,82536,0,82536,383382,0,465918
131222700600000,NE 165,Residential,80520,0,80520,0,0,80520
131222700700000,NE 165,Residential,92500,0,92500,0,0,92500
131222700800000,NE 165,Residential,87840,0,87840,568366,0,656206
131222700900000,NE 165,Residential,100100,0,100100,567308,0,667408
131222701000000,NE 165,Residential,74412,0,74412,426269,0,500681
131222701100000,NE 165,Residential,81058,0,81058,488379,0,569437
131222701200000,NE 165,Residential,82280,0,82280,427720,0,510000
131222701300000,NE 165,Residential,104300,0,104300,545978,0,650278
131222701400000,NE 165,Residential,104400,0,104400,540653,0,645053
131222701500000,NE 165,Residential,92207,0,92207,0,0,92207
131222701600000,NE 165,Residential,68972,0,68972,0,0,68972
131222701700000,NE 165,Residential,83402,0,83402,538616,0,622018
131222701800000,NE 165,Residential,92862,0,92862,443263,0,536125
131222702000000,NE 151,Residential,3640,0,3640,0,0,3640
131222702100000,NE 151,Residential,86580,0,86580,572833,0,659413
131222702200000,NE 151,Residential,5421,0,5421,0,0,5421
131222702300000,NE 151,Residential,84180,0,84180,298113,0,382293
131222702400000,NE 151,Residential,5685,0,5685,0,0,5685
131222800100000,NE 151,Residential,3725,0,3725,0,0,3725
131225100100000,NE 165,Residential,96289,0,96289,0,0,96289
131225100500000,NE 165,Residential,97674,0,97674,577326,0,675000
131225100600000,NE 165,Residential,653,0,653,0,0,653
131225100700000,NE 165,Residential,191,0,191,0,0,191
131225100800000,NE 165,Residential,125400,0,125400,554128,0,679528
131225100900000,NE 165,Residential,100640,0,100640,0,0,100640
131225101000000,NE 165,Residential,101040,0,101040,0,0,101040
131225101100000,NE 165,Residential,75000,0,75000,0,0,75000
131225101200000,NE 165,Residential,127900,0,127900,467100,0,595000
131225101300000,NE 165,Residential,101600,0,101600,1007040,0,1108640
131225101400000,NE 165,Residential,128360,0,128360,748589,0,876949
131225101500000,NE 165,Residential,101440,0,101440,653984,0,755424
131225101600000,NE 165,Residential,102160,0,102160,0,0,102160
131225101700000,NE 165,Residential,103040,0,103040,7920,0,110960
131225101800000,NE 165,Residential,102480,0,102480,590620,0,693100
131225101900000,NE 165,Residential,100320,0,100320,0,0,100320
131225102000000,NE 165,Residential,101250,0,101250,499105,0,600355
131225102200000,NE 151,Residential,9006,0,9006,0,0,9006
131225102300000,NE 151,Residential,19943,0,19943,0,0,19943
131225102400000,NE 151,Residential,127800,0,127800,550805,0,678605
131225102500000,NE 151,Residential,9176,0,9176,0,0,9176
131225102600000,NE 151,Residential,8955,0,8955,0,0,8955
131225102700000,NE 151,Residential,26897,0,26897,0,0,26897
131225102800000,NE 151,Residential,90476,0,90476,513743,0,604219
131225102900000,NE 151,Residential,3373,0,3373,0,0,3373
131225103000000,NE 151,Residential,3223,0,3223,0,0,3223
131225103100000,NE 151,Residential,3768,0,3768,0,0,3768
131225103200000,NE 151,Residential,69156,0,69156,287118,0,356274
131225103400000,NE 151,Residential,11980,0,11980,0,0,11980
131225103500000,NE 151,Residential,8497,0,8497,0,0,8497
131225103600000,NE 151,Residential,8855,0,8855,0,0,8855
131225103700000,NE 151,Residential,5265,0,5265,0,0,5265
131225103800000,NE 165,Residential,145000,0,145000,620500,0,765500
131227600100000,NE 151,Residential,65000,0,65000,119430,0,184430
131227600200000,NE 151,Residential,84900,0,84900,170807,0,255707
131227600300000,NE 165,Residential,100000,0,100000,482000,0,582000
131227600400000,NE 165,Residential,85428,0,85428,337215,0,422643
131227600500000,NE 165,Residential,100400,0,100400,511466,0,611866
131227600600000,NE 165,Residential,100960,0,100960,552670,0,653630
131227600700000,NE 165,Residential,95957,0,95957,512537,0,608494
131227600800000,NE 165,Residential,100080,0,100080,536513,0,636593
131227700100000,NE 165,Residential,89154,0,89154,607555,0,696709
131227700200000,NE 165,Residential,93380,0,93380,505620,0,599000
131227800100000,NE 151,Residential,166800,0,166800,0,0,166800
131227900100000,NE 165,Residential,104240,0,104240,0,0,104240
131227900200000,NE 165,Residential,88920,0,88920,506102,0,595022
131227900300000,NE 165,Residential,94160,0,94160,767921,0,862081
131227900400000,NE 165,Residential,101200,0,101200,0,0,101200
131227900600000,NE 151,Residential,60000,0,60000,119497,0,179497
131227900700000,NE 151,Residential,60000,0,60000,123947,0,183947
131227900800000,NE 165,Residential,100960,0,100960,497390,0,598350
131227900900000,NE 165,Residential,105440,0,105440,0,0,105440
131227901000000,NE 165,Residential,103680,0,103680,0,0,103680
131230100300000,NE 151,Residential,40008,0,40008,313230,0,353238
131230100400000,NE 151,Residential,38367,0,38367,0,0,38367
131230100500000,NE 151,Residential,40498,0,40498,267666,0,308164
131230100600000,NE 151,Residential,38367,0,38367,0,0,38367
131230100700000,NE 151,Residential,40498,0,40498,0,0,40498
131230100800000,NE 151,Residential,40498,0,40498,305422,0,345920
131230100900000,NE 151,Residential,52087,0,52087,0,0,52087
131230101000000,NE 151,Residential,74450,0,74450,0,0,74450
131230200200000,NE 151,Residential,11500,0,11500,0,0,11500
131230200300000,NE 151,Residential,72000,0,72000,102832,0,174832
131230200600000,NE 151,Residential,63000,0,63000,0,0,63000
131230200700000,NE 151,Residential,51333,0,51333,0,0,51333
131230200800000,NE 151,Residential,87200,0,87200,0,0,87200
131230200900000,NE 151,Residential,94370,0,94370,0,0,94370
131230201000000,NE 151,Residential,93520,0,93520,0,0,93520
131230201100000,NE 151,Residential,89833,0,89833,328446,0,418279
131230201200000,NE 151,Residential,51333,0,51333,359563,0,410896
131230201300000,NE 151,Residential,57200,0,57200,310980,0,368180
131230201400000,NE 151,Residential,57200,0,57200,366183,0,423383
131230201500000,NE 151,Residential,52000,0,52000,449157,0,501157
131230201600000,NE 151,Residential,50985,0,50985,0,0,50985
131230201700000,NE 151,Residential,82113,0,82113,0,0,82113
131230201800000,NE 151,Residential,129320,0,129320,9563,0,138883
131230300100000,NE 151,Residential,44160,0,44160,261069,0,305229
131230300200000,NE 151,Residential,36260,0,36260,197572,0,233832
131230300300000,NE 151,Residential,36260,0,36260,251780,0,288040
131230300400000,NE 151,Residential,36260,0,36260,197123,0,233383
131230300500000,NE 151,Residential,35358,0,35358,0,0,35358
131230300600000,NE 151,Residential,38920,0,38920,250751,0,289671
131230300700000,NE 151,Residential,42615,0,42615,280326,0,322941
131230300800000,NE 151,Residential,38001,0,38001,0,0,38001
131230300900000,NE 151,Residential,36300,0,36300,0,0,36300
131230301000000,NE 151,Residential,31850,0,31850,0,0,31850
131230301100000,NE 151,Residential,39157,0,39157,0,0,39157
131230301200000,NE 151,Residential,41854,0,41854,0,0,41854
131230301300000,NE 151,Residential,39447,0,39447,0,0,39447
131230301400000,NE 151,Residential,42593,0,42593,0,0,42593
131230301500000,NE 151,Residential,39100,0,39100,288388,0,327488
131230301600000,NE 151,Residential,37568,0,37568,254432,0,292000
131230301900000,NE 151,Residential,33320,0,33320,252164,0,285484
131230302000000,NE 151,Residential,32830,0,32830,261433,0,294263
131230302100000,NE 151,Residential,35280,0,35280,279229,0,314509
131230302200000,NE 151,Residential,43995,0,43995,282989,0,326984
131230302300000,NE 151,Residential,43200,0,43200,307750,0,350950
131230302400000,NE 151,Residential,40800,0,40800,276459,0,317259
131230302500000,NE 151,Residential,45394,0,45394,0,0,45394
131230302600000,NE 151,Residential,2350,0,2350,0,0,2350
131230302700000,NE 151,Residential,850,0,850,0,0,850
131230302800000,NE 151,Residential,43100,0,43100,258379,0,301479
131230302900000,NE 151,Residential,50300,0,50300,234928,0,285228
131230400100000,NE 151,Residential,49920,0,49920,0,0,49920
131230400200000,NE 151,Residential,53040,0,53040,0,0,53040
131230400300000,NE 151,Residential,53040,0,53040,239704,0,292744
131230400400000,NE 151,Residential,49400,0,49400,347121,0,396521
131232600200000,NE 151,Residential,212800,0,212800,277863,0,490663
131232600300000,NE 151,Residential,118999,0,118999,0,0,118999
131232600400000,NE 151,Residential,50985,0,50985,0,0,50985
131232600500000,NE 151,Residential,52000,0,52000,0,0,52000
131232600600000,NE 151,Residential,57200,0,57200,0,0,57200
131232600900000,NE 151,Residential,61050,0,61050,321144,0,382194
131232601000000,NE 151,Residential,1241,0,1241,0,0,1241
131232601100000,NE 151,Residential,1137,0,1137,0,0,1137
131232601200000,NE 151,Residential,52000,0,52000,308726,0,360726
131232601300000,NE 151,Residential,2109,0,2109,0,0,2109
131232601400000,NE 151,Residential,86399,0,86399,355702,0,442101
131232601500000,NE 151,Residential,10117,0,10117,0,0,10117
131232601600000,NE 151,Residential,81951,0,81951,375496,0,457447
131232601700000,NE 151,Residential,82,0,82,0,0,82
131232601800000,NE 151,Residential,63,0,63,0,0,63
131232601900000,NE 151,Residential,77503,0,77503,455385,0,532888
131232602000000,NE 151,Residential,70,0,70,0,0,70
131232602100000,NE 151,Residential,85,0,85,0,0,85
131232602200000,NE 151,Residential,113,0,113,0,0,113
131232602300000,NE 151,Residential,72540,0,72540,82644,0,155184
131232602400000,NE 151,Residential,117,0,117,0,0,117
131232602500000,NE 151,Residential,1591,0,1591,0,0,1591
131232700100000,NE 151,Residential,49400,0,49400,283403,0,332803
131232700200000,NE 151,Residential,49400,0,49400,271563,0,320963
131232700300000,NE 151,Residential,2922,0,2922,0,0,2922
131232700400000,NE 151,Residential,62,0,62,0,0,62
131232700500000,NE 151,Residential,54775,0,54775,333130,0,387905
131232700600000,NE 151,Residential,54237,0,54237,306500,0,360737
131232700700000,NE 151,Residential,77,0,77,0,0,77
131232700800000,NE 151,Residential,69,0,69,0,0,69
131232700900000,NE 151,Residential,98,0,98,0,0,98
131232701000000,NE 151,Residential,92,0,92,0,0,92
131232701100000,NE 151,Residential,70,0,70,0,0,70
131232701200000,NE 151,Residential,51653,0,51653,9563,0,61216
131232701300000,NE 151,Residential,90,0,90,0,0,90
131232701400000,NE 151,Residential,106,0,106,0,0,106
131232701500000,NE 151,Residential,89,0,89,0,0,89
131232701600000,NE 151,Residential,1186,0,1186,0,0,1186
131235100300000,NE 151,Residential,46545,0,46545,242139,0,288684
131235100400000,NE 151,Residential,46545,0,46545,318086,0,364631
131235100500000,NE 151,Residential,47952,0,47952,270696,0,318648
131235100600000,NE 151,Residential,45842,0,45842,269158,0,315000
131235100700000,NE 151,Residential,45450,0,45450,275195,0,320645
131235100800000,NE 151,Residential,50058,0,50058,347357,0,397415
131235100900000,NE 151,Residential,48875,0,48875,292602,0,341477
131235101000000,NE 151,Residential,57881,0,57881,539713,0,597594
131235101100000,NE 151,Residential,56475,0,56475,215569,0,272044
131235101200000,NE 151,Residential,48386,0,48386,219609,0,267995
131235101300000,NE 151,Residential,64820,0,64820,206047,0,270867
131235101400000,NE 151,Residential,40388,0,40388,252135,0,292523
131235101500000,NE 151,Residential,59676,0,59676,280617,0,340293
131235101600000,NE 151,Residential,55080,0,55080,0,0,55080
131235101700000,NE 151,Residential,55080,0,55080,306516,0,361596
131235101800000,NE 151,Residential,55892,0,55892,281411,0,337303
131235101900000,NE 151,Residential,71410,0,71410,321444,0,392854
131235102000000,NE 151,Residential,56150,0,56150,324159,0,380309
131235102100000,NE 151,Residential,58629,0,58629,371153,0,429782
131235102200000,NE 151,Residential,66980,0,66980,328020,0,395000
131235102300000,NE 151,Residential,63625,0,63625,325171,0,388796
131235102400000,NE 151,Residential,57270,0,57270,396405,0,453675
131235102500000,NE 151,Residential,61608,0,61608,348338,0,409946
131235102600000,NE 151,Residential,55080,0,55080,344544,0,399624
131235102700000,NE 151,Residential,55262,0,55262,314738,0,370000
131235102800000,NE 151,Residential,24500,0,24500,0,0,24500
131235102900000,NE 151,Residential,23240,0,23240,0,0,23240
131235103000000,NE 151,Residential,56150,0,56150,321199,0,377349
131235103100000,NE 151,Residential,56160,0,56160,270851,0,327011
131235103200000,NE 151,Residential,56160,0,56160,276476,0,332636
131235103300000,NE 151,Residential,56160,0,56160,198100,0,254260
131235103400000,NE 151,Residential,56160,0,56160,212921,0,269081
131235103500000,NE 151,Residential,55000,0,55000,0,0,55000
131235103600000,NE 151,Residential,1250,0,1250,0,0,1250
131235200100000,NE 151,Residential,46980,0,46980,250687,0,297667
131235200200000,NE 151,Residential,45360,0,45360,264867,0,310227
131235200300000,NE 151,Residential,45081,0,45081,260769,0,305850
131235200400000,NE 151,Residential,45360,0,45360,213883,0,259243
131235200500000,NE 151,Residential,45360,0,45360,297475,0,342835
131235200600000,NE 151,Residential,44012,0,44012,297394,0,341406
131235200700000,NE 151,Residential,44779,0,44779,291242,0,336021
131235200800000,NE 151,Residential,46638,0,46638,169190,0,215828
131235200900000,NE 151,Residential,46332,0,46332,166687,0,213019
131235201000000,NE 151,Residential,45360,0,45360,168639,0,213999
131235201100000,NE 151,Residential,45360,0,45360,171517,0,216877
131235201200000,NE 151,Residential,39162,0,39162,227524,0,266686
131235201300000,NE 151,Residential,44409,0,44409,224316,0,268725
131235201400000,NE 151,Residential,45894,0,45894,215513,0,261407
131235300100000,NE 151,Residential,57339,0,57339,67910,0,125249
131235300200000,NE 151,Residential,56844,0,56844,281258,0,338102
131235300300000,NE 151,Residential,56844,0,56844,243295,0,300139
131235300400000,NE 151,Residential,56652,0,56652,354006,0,410658
131237600100000,NE 151,Residential,45720,0,45720,123431,0,169151
131237600200000,NE 151,Residential,44300,0,44300,104192,0,148492
131237600300000,NE 151,Residential,45020,0,45020,160456,0,205476
131237600500000,NE 150,Residential,20,0,20,0,0,20
131237600600000,NE 151,Residential,45920,0,45920,168639,0,214559
131237600700000,NE 151,Residential,44300,0,44300,187173,0,231473
131237600800000,NE 151,Residential,43670,0,43670,290373,0,334043
131237600900000,NE 151,Residential,52826,0,52826,0,0,52826
131237601000000,NE 151,Residential,52568,0,52568,368001,0,420569
131237601100000,NE 151,Residential,52559,0,52559,0,0,52559
131237601200000,NE 151,Residential,70100,0,70100,399409,0,469509
131237601300000,NE 151,Residential,16900,0,16900,0,0,16900
131237601500000,NE 151,Residential,62000,0,62000,139329,0,201329
131237700100000,NE 151,Residential,40363,0,40363,233353,0,273716
131237700200000,NE 151,Residential,36504,0,36504,238106,0,274610
131237700300000,NE 151,Residential,36188,0,36188,228934,0,265122
131237700400000,NE 151,Residential,37736,0,37736,233594,0,271330
131237700500000,NE 151,Residential,39312,0,39312,263800,0,303112
131237800100000,NE 151,Residential,49401,0,49401,203967,0,253368
131237800200000,NE 151,Residential,47669,0,47669,256576,0,304245
131237800300000,NE 151,Residential,52200,0,52200,180137,0,232337
131237800400000,NE 151,Residential,52200,0,52200,252228,0,304428
131237800500000,NE 151,Residential,52200,0,52200,387003,0,439203
131237800600000,NE 151,Residential,46980,0,46980,181960,0,228940
131237800700000,NE 151,Residential,51750,0,51750,246505,0,298255
131237900100000,NE 151,Residential,41724,0,41724,261558,0,303282
131237900200000,NE 151,Residential,42066,0,42066,286565,0,328631
131237900300000,NE 151,Residential,46545,0,46545,282100,0,328645
131237900400000,NE 151,Residential,49755,0,49755,275075,0,324830
131237900500000,NE 151,Residential,45765,0,45765,298170,0,343935
131238000100000,NE 151,Residential,50220,0,50220,277688,0,327908
131238000200000,NE 151,Residential,46980,0,46980,279093,0,326073
131238000300000,NE 151,Residential,44298,0,44298,220104,0,264402
131238000400000,NE 151,Residential,48600,0,48600,204618,0,253218
131240100200000,NE 151,Residential,10000,0,10000,0,0,10000
131240100500000,NE 151,Residential,105150,0,105150,0,0,105150
131240100600000,NE 151,Residential,103800,0,103800,0,0,103800
131242700100000,NE 151,Residential,49011,0,49011,274722,0,323733
131242700200000,NE 151,Residential,43224,0,43224,347750,0,390974
131242700300000,NE 151,Residential,48052,0,48052,0,0,48052
131242700400000,NE 151,Residential,42674,0,42674,357827,0,400501
131242700500000,NE 151,Residential,51810,0,51810,381547,0,433357
131242700700000,NE 151,Residential,81700,0,81700,0,0,81700
131242700800000,NE 151,Residential,68800,0,68800,316944,0,385744
131242700900000,NE 151,Residential,90600,0,90600,401098,0,491698
131242701000000,NE 151,Residential,57800,0,57800,290310,0,348110
131242701100000,NE 151,Residential,59850,0,59850,0,0,59850
131242800100000,NE 151,Residential,51949,0,51949,0,0,51949
131242800200000,NE 151,Residential,62416,0,62416,0,0,62416
131242800300000,NE 151,Residential,49000,0,49000,342583,0,391583
131242800500000,NE 151,Residential,70787,0,70787,313201,0,383988
131242800600000,NE 151,Residential,2386,0,2386,0,0,2386
131242800700000,NE 151,Residential,70860,0,70860,226025,0,296885
131242800800000,NE 151,Residential,43937,0,43937,261638,0,305575
131242800900000,NE 151,Residential,1472,0,1472,0,0,1472
131242801000000,NE 151,Residential,1476,0,1476,0,0,1476
131242801100000,NE 151,Residential,1476,0,1476,0,0,1476
131242801200000,NE 151,Residential,1345,0,1345,0,0,1345
131242801300000,NE 151,Residential,1505,0,1505,0,0,1505
131242801400000,NE 151,Residential,1458,0,1458,0,0,1458
131242801500000,NE 151,Residential,1503,0,1503,0,0,1503
131242801600000,NE 151,Residential,46653,0,46653,339500,0,386153
131242801700000,NE 151,Residential,62573,0,62573,405317,0,467890
131242801800000,NE 151,Residential,3542,0,3542,0,0,3542
131242801900000,NE 151,Residential,57600,0,57600,310887,0,368487
131242802000000,NE 151,Residential,59000,0,59000,430542,0,489542
131242802200000,NE 151,Residential,48183,0,48183,368932,0,417115
131242802400000,NE 151,Residential,51653,0,51653,395098,0,446751
131242802500000,NE 151,Residential,41381,0,41381,396384,0,437765
131242900100000,NE 151,Residential,43602,0,43602,285831,0,329433
131242900200000,NE 151,Residential,45450,0,45450,284486,0,329936
131242900300000,NE 151,Residential,44940,0,44940,255382,0,300322
131242900400000,NE 151,Residential,49842,0,49842,0,0,49842
131242900500000,NE 151,Residential,44100,0,44100,0,0,44100
131242900600000,NE 151,Residential,44100,0,44100,391607,0,435707
131242900700000,NE 151,Residential,1476,0,1476,0,0,1476
131242900800000,NE 151,Residential,1476,0,1476,0,0,1476
131242900900000,NE 151,Residential,1447,0,1447,0,0,1447
131242901000000,NE 151,Residential,1568,0,1568,0,0,1568
131242901100000,NE 151,Residential,66618,0,66618,211969,0,278587
131242901200000,NE 151,Residential,1362,0,1362,0,0,1362
131242901300000,NE 151,Residential,38676,0,38676,46822,0,85498
131242901400000,NE 151,Residential,48645,0,48645,182466,0,231111
131242901500000,NE 151,Residential,58140,0,58140,41349,0,99489
131242901600000,NE 151,Residential,1688,0,1688,0,0,1688
131242901700000,NE 151,Residential,1500,0,1500,0,0,1500
131242901800000,NE 151,Residential,48975,0,48975,347042,0,396017
131242901900000,NE 151,Residential,48992,0,48992,216612,0,265604
131242902000000,NE 151,Residential,1679,0,1679,0,0,1679
131242902100000,NE 151,Residential,35145,0,35145,228953,0,264098
131242902200000,NE 151,Residential,34650,0,34650,208637,0,243287
131242902300000,NE 151,Residential,30690,0,30690,204277,0,234967
131242902400000,NE 151,Residential,2658,0,2658,0,0,2658
131243000100000,NE 151,Residential,41333,0,41333,0,0,41333
131243000200000,NE 151,Residential,44239,0,44239,0,0,44239
131243000300000,NE 151,Residential,44940,0,44940,0,0,44940
131243000400000,NE 151,Residential,51744,0,51744,0,0,51744
131243000500000,NE 151,Residential,48267,0,48267,0,0,48267
131243000600000,NE 151,Residential,49300,0,49300,0,0,49300
131243100100000,NE 151,Residential,47628,0,47628,290454,0,338082
131243100200000,NE 151,Residential,48269,0,48269,0,0,48269
131243100300000,NE 151,Residential,48500,0,48500,0,0,48500
131245100200000,NE 150,Residential,60350,0,60350,207181,0,267531
131245100300000,NE 150,Residential,60300,0,60300,160782,0,221082
131245100400000,NE 150,Residential,60250,0,60250,159995,0,220245
131245100500000,NE 150,Residential,20,0,20,0,0,20
131245100600000,NE 150,Residential,20,0,20,0,0,20
131245200100000,NE 150,Residential,60700,0,60700,163903,0,224603
131245200200000,NE 150,Residential,61100,0,61100,160798,0,221898
131245200300000,NE 150,Residential,60100,0,60100,178724,0,238824
131245200400000,NE 150,Residential,20,0,20,0,0,20
131245200500000,NE 150,Residential,55370,0,55370,186272,0,241642
131245200600000,NE 150,Residential,60300,0,60300,161950,0,222250
131245200700000,NE 150,Residential,61050,0,61050,212495,0,273545
131245200800000,NE 150,Residential,61150,0,61150,199976,0,261126
131245201000000,NE 150,Residential,43721,0,43721,171458,0,215179
131245201100000,NE 150,Residential,46446,0,46446,155960,0,202406
131245201200000,NE 150,Residential,61750,0,61750,229083,0,290833
131245201300000,NE 150,Residential,22000,0,22000,0,0,22000
131245201400000,NE 150,Residential,63400,0,63400,156600,0,220000
131245201500000,NE 150,Residential,60300,0,60300,175510,0,235810
131245201600000,NE 150,Residential,20,0,20,0,0,20
131245300200000,NE 151,Residential,50490,0,50490,0,0,50490
131245300900000,NE 151,Residential,970,0,970,0,0,970
131245301000000,NE 151,Residential,669,0,669,0,0,669
131245301100000,NE 151,Residential,59670,0,59670,413635,0,473305
131245301600000,NE 151,Residential,64800,0,64800,411875,0,476675
131245301700000,NE 151,Residential,105052,0,105052,286644,0,391696
131245400100000,NE 151,Residential,50196,0,50196,0,0,50196
131245400200000,NE 151,Residential,48672,0,48672,0,0,48672
131245400300000,NE 151,Residential,49413,0,49413,0,0,49413
131245400400000,NE 151,Residential,50792,0,50792,237653,0,288445
131245400500000,NE 151,Residential,48614,0,48614,0,0,48614
131245400600000,NE 151,Residential,47197,0,47197,302403,0,349600
131245400800000,NE 151,Residential,55590,0,55590,0,0,55590
131245400900000,NE 151,Residential,59417,0,59417,291452,0,350869
131245401000000,NE 151,Residential,2220,0,2220,0,0,2220
131247600500000,NE 151,Residential,11839,0,11839,0,0,11839
131247600600000,NE 151,Residential,104000,0,104000,475665,0,579665
131247600700000,NE 151,Residential,3739,0,3739,0,0,3739
131247600800000,NE 151,Residential,4828,0,4828,0,0,4828
131247600900000,NE 151,Residential,81223,0,81223,505944,0,587167
131247601000000,NE 151,Residential,73500,0,73500,410378,0,483878
131247601100000,NE 151,Residential,106604,0,106604,487815,0,594419
131247601200000,NE 151,Residential,4831,0,4831,0,0,4831
131247601300000,NE 151,Residential,4051,0,4051,0,0,4051
131247601400000,NE 151,Residential,2718,0,2718,0,0,2718
131247601500000,NE 151,Residential,2575,0,2575,0,0,2575
131247601600000,NE 151,Residential,2569,0,2569,0,0,2569
131247601700000,NE 151,Residential,229659,0,229659,0,0,229659
131247601800000,NE 151,Residential,81150,0,81150,0,0,81150
131312700100000,NE 151,Ag Land,18188,0,18188,0,0,18188
131320100100000,NE 151,Ag Dwelling,8481,0,8481,104342,0,112823
131320200100000,NE 151,Residential,51750,0,51750,253185,0,304935
131320200200000,NE 151,Residential,35313,0,35313,113288,0,148601
131320200300000,NE 151,Residential,36563,0,36563,142222,0,178785
131320300100000,NE 151,Residential,49050,0,49050,233947,0,282997
131320300200000,NE 151,Residential,44712,0,44712,293683,0,338395
131320300300000,NE 151,Residential,40875,0,40875,143579,0,184454
131320300400000,NE 151,Residential,40875,0,40875,124102,0,164977
131320400100000,NE 151,Residential,39360,0,39360,141496,0,180856
131320400200000,NE 151,Residential,41605,0,41605,178436,0,220041
131320400300000,NE 151,Residential,39322,0,39322,191660,0,230982
131320400400000,NE 151,Residential,45985,0,45985,182775,0,228760
131322600100000,NE 151,Residential,46539,0,46539,206013,0,252552
131322600200000,NE 151,Residential,45412,0,45412,167481,0,212893
131322600300000,NE 151,Residential,41053,0,41053,203185,0,244238
131322600400000,NE 151,Residential,45126,0,45126,162109,0,207235
131322600500000,NE 151,Residential,47087,0,47087,256412,0,303499
131322600600000,NE 151,Residential,46105,0,46105,175528,0,221633
