GIS_Number_valuations,Map_Name_valuations,Class_valuations,2011 Land Res,2011 Land Comm,2011 Land Total,2011 Dwlg,2011 Improv,2011 Total
140917801100000,NE 132,Residential,32670,0,32670,76364,0,109034
140917801200000,NE 132,Residential,32670,0,32670,78541,0,111211
140917801300000,NE 132,Residential,32670,0,32670,93276,0,125946
140917801400000,NE 132,Residential,32670,0,32670,86107,0,118777
140917801500000,NE 132,Residential,33000,0,33000,87578,0,120578
140917801600000,NE 132,Residential,33000,0,33000,106777,0,139777
140917801700000,NE 132,Residential,33000,0,33000,89037,0,122037
140917801800000,NE 132,Residential,33000,0,33000,102060,0,135060
140917801900000,NE 132,Residential,33000,0,33000,88314,0,121314
140917802000000,NE 132,Residential,33000,0,33000,77708,0,110708
140917802100000,NE 132,Residential,33000,0,33000,70305,0,103305
140917802200000,NE 132,Residential,33000,0,33000,79391,0,112391
140917802300000,NE 132,Residential,33000,0,33000,74576,0,107576
140917802400000,NE 132,Residential,33660,0,33660,71706,0,105366
140917802500000,NE 132,Residential,34320,0,34320,96927,0,131247
140917802600000,NE 132,Residential,34650,0,34650,74493,0,109143
140917802700000,NE 132,Residential,34980,0,34980,95577,0,130557
140917802800000,NE 132,Residential,34376,0,34376,78091,0,112467
140917802900000,NE 132,Residential,32670,0,32670,70928,0,103598
140917803000000,NE 132,Residential,32340,0,32340,86532,0,118872
140917803100000,NE 132,Residential,32670,0,32670,89901,0,122571
140917900100000,NE 132,Residential,33532,0,33532,89319,0,122851
140917900200000,NE 132,Residential,33000,0,33000,83710,0,116710
140917900300000,NE 132,Residential,33000,0,33000,73613,0,106613
140917900400000,NE 132,Residential,33000,0,33000,92039,0,125039
140917900500000,NE 132,Residential,33000,0,33000,86661,0,119661
140917900600000,NE 132,Residential,33000,0,33000,81594,0,114594
140917900700000,NE 132,Residential,33000,0,33000,83424,0,116424
140917900800000,NE 132,Residential,33000,0,33000,87332,0,120332
140917900900000,NE 132,Residential,33000,0,33000,78484,0,111484
140917901000000,NE 132,Residential,33000,0,33000,82297,0,115297
140917901100000,NE 132,Residential,33000,0,33000,85511,0,118511
140917901200000,NE 132,Residential,33000,0,33000,80136,0,113136
140917901300000,NE 132,Residential,33000,0,33000,95458,0,128458
140917901400000,NE 132,Residential,33000,0,33000,88816,0,121816
140917901500000,NE 132,Residential,33000,0,33000,91500,0,124500
140917901600000,NE 132,Residential,25736,0,25736,63510,0,89246
140917901700000,NE 132,Residential,25650,0,25650,60903,0,86553
140917901800000,NE 132,Residential,25650,0,25650,58514,0,84164
140917901900000,NE 132,Residential,25650,0,25650,58911,0,84561
140917902000000,NE 132,Residential,21375,0,21375,97208,0,118583
140917902100000,NE 132,Residential,23513,0,23513,86187,0,109700
140917902200000,NE 132,Residential,34628,0,34628,68020,0,102648
140917902300000,NE 132,Residential,25650,0,25650,87119,0,112769
140917902400000,NE 132,Residential,25650,0,25650,81654,0,107304
140917902500000,NE 132,Residential,25650,0,25650,61590,0,87240
140917902600000,NE 132,Residential,25650,0,25650,62659,0,88309
140917902700000,NE 132,Residential,25650,0,25650,53088,0,78738
140917902800000,NE 132,Residential,25650,0,25650,58979,0,84629
140917902900000,NE 132,Residential,24239,0,24239,62967,0,87206
140918000100000,NE 132,Residential,26043,0,26043,56439,0,82482
140918000200000,NE 132,Residential,25380,0,25380,56920,0,82300
140918000300000,NE 132,Residential,25944,0,25944,77185,0,103129
140918000400000,NE 132,Residential,28130,0,28130,61660,0,89790
140918100100000,NE 132,Residential,25380,0,25380,58989,0,84369
140918100200000,NE 132,Residential,25380,0,25380,67731,0,93111
140918100300000,NE 132,Residential,25380,0,25380,62683,0,88063
140918100400000,NE 132,Residential,25380,0,25380,66663,0,92043
140918100500000,NE 132,Residential,25380,0,25380,68315,0,93695
140918100600000,NE 132,Residential,25380,0,25380,59777,0,85157
140918100700000,NE 132,Residential,25380,0,25380,56335,0,81715
140918100800000,NE 132,Residential,25380,0,25380,66527,0,91907
140918100900000,NE 132,Residential,25380,0,25380,51122,0,76502
140918101000000,NE 132,Residential,25380,0,25380,62696,0,88076
140918101100000,NE 132,Residential,25380,0,25380,77984,0,103364
140918101200000,NE 132,Residential,25380,0,25380,61570,0,86950
140918101300000,NE 132,Residential,25380,0,25380,56668,0,82048
140918101400000,NE 132,Residential,25380,0,25380,64009,0,89389
140918101500000,NE 132,Residential,25380,0,25380,53788,0,79168
140918101600000,NE 132,Residential,25380,0,25380,61499,0,86879
140918101700000,NE 132,Residential,25380,0,25380,48600,0,73980
140918101800000,NE 132,Residential,25621,0,25621,60343,0,85964
140918101900000,NE 132,Residential,25659,0,25659,56869,0,82528
140918102000000,NE 132,Residential,25659,0,25659,96311,0,121970
140918102100000,NE 132,Residential,25621,0,25621,60819,0,86440
140918102200000,NE 132,Residential,25380,0,25380,47763,0,73143
140918102300000,NE 132,Residential,25380,0,25380,64406,0,89786
140918102400000,NE 132,Residential,25380,0,25380,63394,0,88774
140918102500000,NE 132,Residential,25380,0,25380,60608,0,85988
140918102600000,NE 132,Residential,25380,0,25380,62978,0,88358
140918102700000,NE 132,Residential,25380,0,25380,61896,0,87276
140918102800000,NE 132,Residential,25380,0,25380,69958,0,95338
140918102900000,NE 132,Residential,25380,0,25380,68989,0,94369
140918103000000,NE 132,Residential,25380,0,25380,57480,0,82860
140918103100000,NE 132,Residential,25380,0,25380,61080,0,86460
140918103200000,NE 132,Residential,25380,0,25380,55478,0,80858
140918103300000,NE 132,Residential,25380,0,25380,54769,0,80149
140918103400000,NE 132,Residential,25380,0,25380,67055,0,92435
140918103500000,NE 132,Residential,25380,0,25380,51309,0,76689
140918103600000,NE 132,Residential,25380,0,25380,59759,0,85139
140918103700000,NE 132,Residential,25380,0,25380,65815,0,91195
140918103800000,NE 132,Residential,25380,0,25380,90814,0,116194
140918200100000,NE 132,Residential,26043,0,26043,60331,0,86374
140918200200000,NE 132,Residential,25380,0,25380,64330,0,89710
140918200300000,NE 132,Residential,25380,0,25380,61631,0,87011
140918200400000,NE 132,Residential,25380,0,25380,57193,0,82573
140918200500000,NE 132,Residential,25380,0,25380,61941,0,87321
140918200600000,NE 132,Residential,25380,0,25380,53935,0,79315
140918200700000,NE 132,Residential,25380,0,25380,60515,0,85895
140918200800000,NE 132,Residential,25380,0,25380,60866,0,86246
140918200900000,NE 132,Residential,25380,0,25380,60097,0,85477
140918201000000,NE 132,Residential,25380,0,25380,52264,0,77644
140918201100000,NE 132,Residential,25380,0,25380,66623,0,92003
140918201200000,NE 132,Residential,25380,0,25380,58932,0,84312
140918201300000,NE 132,Residential,25380,0,25380,52785,0,78165
140918201400000,NE 132,Residential,25380,0,25380,66564,0,91944
140918201500000,NE 132,Residential,25380,0,25380,82921,0,108301
140918201600000,NE 132,Residential,25380,0,25380,67071,0,92451
140918201700000,NE 132,Residential,25380,0,25380,69209,0,94589
140918201800000,NE 132,Residential,25380,0,25380,63478,0,88858
140918201900000,NE 132,Residential,25380,0,25380,54750,0,80130
140918202000000,NE 132,Residential,25380,0,25380,55727,0,81107
140918202100000,NE 132,Residential,25380,0,25380,60066,0,85446
140918202200000,NE 132,Residential,25380,0,25380,55936,0,81316
140920100100000,NE 133,Residential,25617,0,25617,111746,0,137363
140920100200000,NE 133,Residential,24419,0,24419,89143,0,113562
140920100300000,NE 133,Residential,24419,0,24419,88651,0,113070
140920100400000,NE 133,Residential,25704,0,25704,105345,0,131049
140920100500000,NE 133,Residential,27310,0,27310,107703,0,135013
140920100600000,NE 133,Residential,27132,0,27132,102280,0,129412
140920100700000,NE 133,Residential,26561,0,26561,118236,0,144797
140920100800000,NE 133,Residential,27310,0,27310,107295,0,134605
140920100900000,NE 133,Residential,25436,0,25436,98301,0,123737
140920101000000,NE 133,Residential,24414,0,24414,97720,0,122134
140920101100000,NE 133,Residential,31676,0,31676,109488,0,141164
140920101200000,NE 133,Residential,32738,0,32738,116820,0,149558
140920101300000,NE 133,Residential,32738,0,32738,110352,0,143090
140920101400000,NE 133,Residential,32738,0,32738,102405,0,135143
140920101500000,NE 133,Residential,33174,0,33174,115468,0,148642
140920101600000,NE 133,Residential,33174,0,33174,113905,0,147079
140920101700000,NE 133,Residential,32738,0,32738,124218,0,156956
140920101800000,NE 133,Residential,30555,0,30555,119297,0,149852
140920101900000,NE 133,Residential,30555,0,30555,120513,0,151068
140920102000000,NE 133,Residential,30555,0,30555,107701,0,138256
140920102100000,NE 133,Residential,30555,0,30555,109407,0,139962
140920102200000,NE 133,Residential,31541,0,31541,110005,0,141546
140920102300000,NE 133,Residential,31907,0,31907,114896,0,146803
140920102400000,NE 133,Residential,33860,0,33860,122756,0,156616
140920102500000,NE 133,Residential,29750,0,29750,96538,0,126288
140920102600000,NE 133,Residential,31185,0,31185,110018,0,141203
140920102700000,NE 133,Residential,31185,0,31185,107633,0,138818
140920102800000,NE 133,Residential,31185,0,31185,117002,0,148187
140920102900000,NE 133,Residential,32447,0,32447,104974,0,137421
140920103000000,NE 133,Residential,31815,0,31815,95474,0,127289
140920103100000,NE 133,Residential,30128,0,30128,106279,0,136407
140920103200000,NE 133,Residential,30713,0,30713,94605,0,125318
140920103300000,NE 133,Residential,31590,0,31590,97869,0,129459
140920103400000,NE 133,Residential,31883,0,31883,94592,0,126475
140920103500000,NE 133,Residential,34155,0,34155,104297,0,138452
140920103600000,NE 133,Residential,28958,0,28958,104437,0,133395
140920103700000,NE 133,Residential,31356,0,31356,124863,0,156219
140920103800000,NE 133,Residential,30732,0,30732,93007,0,123739
140920103900000,NE 133,Residential,30136,0,30136,106166,0,136302
140920200100000,NE 133,Residential,35647,0,35647,110664,0,146311
140920200200000,NE 133,Residential,31540,0,31540,104110,0,135650
140920200300000,NE 133,Residential,31725,0,31725,96474,0,128199
140920200400000,NE 133,Residential,33068,0,33068,151052,0,184120
140920200500000,NE 133,Residential,31725,0,31725,126859,0,158584
140920200600000,NE 133,Residential,35013,0,35013,117909,0,152922
140920200700000,NE 133,Residential,32168,0,32168,98155,0,130323
140920200800000,NE 133,Residential,33180,0,33180,134301,0,167481
140920200900000,NE 133,Residential,34254,0,34254,123181,0,157435
140920201000000,NE 133,Residential,32592,0,32592,97591,0,130183
140920201100000,NE 133,Residential,29928,0,29928,104872,0,134800
140920201200000,NE 133,Residential,31380,0,31380,99510,0,130890
140920201300000,NE 133,Residential,30555,0,30555,118890,0,149445
140920201400000,NE 133,Residential,30555,0,30555,101602,0,132157
140920201500000,NE 133,Residential,30555,0,30555,102955,0,133510
140920201600000,NE 133,Residential,31635,0,31635,103434,0,135069
140920201700000,NE 133,Residential,32018,0,32018,129882,0,161900
140920201800000,NE 133,Residential,31667,0,31667,117020,0,148687
140920201900000,NE 133,Residential,32818,0,32818,98382,0,131200
140920202000000,NE 133,Residential,30294,0,30294,116299,0,146593
140920202100000,NE 133,Residential,30294,0,30294,106969,0,137263
140920202200000,NE 133,Residential,30294,0,30294,115975,0,146269
140920202300000,NE 133,Residential,30870,0,30870,113103,0,143973
140920202400000,NE 133,Residential,30870,0,30870,109734,0,140604
140920202500000,NE 133,Residential,31239,0,31239,116906,0,148145
140920202600000,NE 133,Residential,29610,0,29610,109423,0,139033
140920202700000,NE 133,Residential,27965,0,27965,94681,0,122646
140920300100000,NE 133,Residential,30878,0,30878,132485,0,163363
140920300200000,NE 133,Residential,32128,0,32128,93045,0,125173
140920300300000,NE 133,Residential,30555,0,30555,97248,0,127803
140920300400000,NE 133,Residential,30555,0,30555,110903,0,141458
140920300500000,NE 133,Residential,32400,0,32400,91275,0,123675
140920300600000,NE 133,Residential,33886,0,33886,99207,0,133093
140920300700000,NE 133,Residential,32401,0,32401,104017,0,136418
140920300800000,NE 133,Residential,33244,0,33244,120245,0,153489
140920300900000,NE 133,Residential,32490,0,32490,124634,0,157124
140920301000000,NE 133,Residential,32994,0,32994,119009,0,152003
140920301100000,NE 133,Residential,33037,0,33037,118298,0,151335
140920301200000,NE 133,Residential,32913,0,32913,83841,0,116754
140920301300000,NE 133,Residential,32582,0,32582,115012,0,147594
140920301400000,NE 133,Residential,32015,0,32015,106935,0,138950
140920301500000,NE 133,Residential,31210,0,31210,127662,0,158872
140920301600000,NE 133,Residential,33546,0,33546,125090,0,158636
140920301700000,NE 133,Residential,36067,0,36067,106633,0,142700
140920301800000,NE 133,Residential,33392,0,33392,105174,0,138566
140920400100000,NE 133,Residential,31160,0,31160,114671,0,145831
140920400200000,NE 133,Residential,29246,0,29246,112403,0,141649
140920400300000,NE 133,Residential,29246,0,29246,93737,0,122983
140920400400000,NE 133,Residential,29246,0,29246,97064,0,126310
140920400500000,NE 133,Residential,30770,0,30770,89905,0,120675
140920400600000,NE 133,Exempt,0,31952,31952,0,114100,146052
140920400700000,NE 133,Residential,32251,0,32251,115752,0,148003
140920400800000,NE 133,Residential,31059,0,31059,96800,0,127859
140920400900000,NE 133,Residential,30750,0,30750,94302,0,125052
140920401000000,NE 133,Residential,31865,0,31865,104667,0,136532
140920401100000,NE 133,Residential,31536,0,31536,105844,0,137380
140920401200000,NE 133,Residential,29682,0,29682,106081,0,135763
140920401300000,NE 133,Residential,29391,0,29391,74859,0,104250
140920401400000,NE 133,Residential,30826,0,30826,97631,0,128457
140920401500000,NE 133,Residential,31579,0,31579,108136,0,139715
140920401600000,NE 133,Residential,29682,0,29682,87742,0,117424
140920401700000,NE 133,Residential,33157,0,33157,112896,0,146053
140920401800000,NE 133,Residential,31812,0,31812,129805,0,161617
140920401900000,NE 133,Residential,30798,0,30798,88473,0,119271
140920402000000,NE 133,Residential,27323,0,27323,85545,0,112868
140920402100000,NE 133,Residential,29529,0,29529,107313,0,136842
140920402200000,NE 133,Residential,28958,0,28958,104574,0,133532
140920402300000,NE 133,Residential,28665,0,28665,113752,0,142417
140920402400000,NE 133,Residential,29397,0,29397,94161,0,123558
140920402500000,NE 133,Residential,30870,0,30870,90562,0,121432
140920402600000,NE 133,Residential,30240,0,30240,100729,0,130969
140920402700000,NE 133,Residential,31410,0,31410,95323,0,126733
140920402800000,NE 133,Residential,30863,0,30863,79612,0,110475
140920500100000,NE 133,Residential,30816,0,30816,99861,0,130677
140920500200000,NE 133,Residential,31085,0,31085,125740,0,156825
140920500300000,NE 133,Residential,29682,0,29682,114037,0,143719
140920500400000,NE 133,Residential,28373,0,28373,108622,0,136995
140920500500000,NE 133,Residential,29512,0,29512,86531,0,116043
140920500600000,NE 133,Residential,29682,0,29682,100960,0,130642
140920500700000,NE 133,Residential,28373,0,28373,92165,0,120538
140920500800000,NE 133,Residential,28373,0,28373,110526,0,138899
140920500900000,NE 133,Residential,30034,0,30034,140823,0,170857
140920501000000,NE 133,Residential,32701,0,32701,109585,0,142286
140920501100000,NE 133,Residential,32724,0,32724,88373,0,121097
140920501200000,NE 133,Residential,31541,0,31541,102049,0,133590
140920501300000,NE 133,Residential,31906,0,31906,116245,0,148151
140920501400000,NE 133,Residential,32112,0,32112,107679,0,139791
140920600100000,NE 133,Residential,32340,0,32340,110342,0,142682
140920600200000,NE 133,Residential,33285,0,33285,97119,0,130404
140920600300000,NE 133,Residential,30900,0,30900,93392,0,124292
140922600100000,NE 133,Residential,23961,0,23961,85559,0,109520
140922600200000,NE 133,Residential,24990,0,24990,102661,0,127651
140922600300000,NE 133,Residential,24990,0,24990,95687,0,120677
140922600400000,NE 133,Residential,24990,0,24990,101557,0,126547
140922600500000,NE 133,Residential,24990,0,24990,88691,0,113681
140922600600000,NE 133,Residential,34769,0,34769,112260,0,147029
140922600700000,NE 133,Residential,33915,0,33915,86553,0,120468
140922600800000,NE 133,Residential,35329,0,35329,122810,0,158139
140922600900000,NE 133,Residential,30555,0,30555,96630,0,127185
140922601000000,NE 133,Residential,29900,0,29900,96499,0,126399
140922601100000,NE 133,Residential,31210,0,31210,105065,0,136275
140922601200000,NE 133,Residential,30555,0,30555,115818,0,146373
140922601300000,NE 133,Residential,31915,0,31915,97847,0,129762
140922700100000,NE 133,Residential,34425,0,34425,97424,0,131849
140922700200000,NE 133,Residential,27039,0,27039,127761,0,154800
140922700300000,NE 133,Residential,25480,0,25480,121033,0,146513
140922700400000,NE 133,Residential,24998,0,24998,126608,0,151606
140922700500000,NE 133,Residential,25712,0,25712,147412,0,173124
140922700600000,NE 133,Residential,34761,0,34761,111103,0,145864
140922700700000,NE 133,Residential,36982,0,36982,122247,0,159229
140922700800000,NE 133,Residential,35113,0,35113,141328,0,176441
140922700900000,NE 133,Residential,36490,0,36490,141011,0,177501
140922701000000,NE 133,Residential,33416,0,33416,138703,0,172119
140922701100000,NE 133,Residential,32089,0,32089,113588,0,145677
140922701200000,NE 133,Residential,32471,0,32471,100390,0,132861
140922701300000,NE 133,Residential,28925,0,28925,105895,0,134820
140922701400000,NE 133,Residential,35806,0,35806,119595,0,155401
140922701500000,NE 133,Residential,31765,0,31765,119027,0,150792
140922800100000,NE 133,Residential,32728,0,32728,98642,0,131370
140922800200000,NE 133,Residential,26472,0,26472,122787,0,149259
140922800300000,NE 133,Residential,35133,0,35133,146121,0,181254
140922800400000,NE 133,Residential,35589,0,35589,131423,0,167012
140922800500000,NE 133,Residential,34509,0,34509,124158,0,158667
140922800600000,NE 133,Residential,34425,0,34425,109365,0,143790
140922800700000,NE 133,Residential,35100,0,35100,125233,0,160333
140922800800000,NE 133,Residential,33412,0,33412,116113,0,149525
140922800900000,NE 133,Residential,35317,0,35317,142721,0,178038
140922801000000,NE 133,Residential,37066,0,37066,124137,0,161203
140922801100000,NE 133,Residential,29482,0,29482,110505,0,139987
140922801200000,NE 133,Residential,28958,0,28958,81952,0,110910
140922801300000,NE 133,Residential,34116,0,34116,122825,0,156941
140922801400000,NE 133,Residential,30936,0,30936,102302,0,133238
140922801500000,NE 133,Residential,29917,0,29917,117087,0,147004
140922801600000,NE 133,Residential,32957,0,32957,121605,0,154562
140922801700000,NE 133,Residential,35089,0,35089,109059,0,144148
140922801800000,NE 133,Residential,35509,0,35509,116547,0,152056
140922801900000,NE 133,Residential,35036,0,35036,122631,0,157667
140922802000000,NE 133,Residential,34580,0,34580,142022,0,176602
140922802100000,NE 133,Residential,33392,0,33392,109559,0,142951
140922802200000,NE 133,Residential,32760,0,32760,113500,0,146260
140922802300000,NE 133,Residential,34425,0,34425,124721,0,159146
140922802400000,NE 133,Residential,37323,0,37323,137113,0,174436
140922802500000,NE 133,Residential,35662,0,35662,137387,0,173049
140922802600000,NE 133,Residential,33680,0,33680,108557,0,142237
140922802700000,NE 133,Residential,31815,0,31815,150180,0,181995
140922802800000,NE 133,Residential,36949,0,36949,126721,0,163670
140922802900000,NE 133,Residential,34838,0,34838,106581,0,141419
140922803000000,NE 133,Residential,30555,0,30555,121056,0,151611
140922803100000,NE 133,Residential,33174,0,33174,123521,0,156695
140922803200000,NE 133,Residential,33174,0,33174,141657,0,174831
140922900100000,NE 133,Residential,28315,0,28315,100433,0,128748
140922900200000,NE 133,Residential,28958,0,28958,82226,0,111184
140922900300000,NE 133,Residential,28958,0,28958,85892,0,114850
140922900400000,NE 133,Residential,28958,0,28958,96068,0,125026
140922900500000,NE 133,Residential,28958,0,28958,98572,0,127530
140922900600000,NE 133,Residential,30054,0,30054,101900,0,131954
140922900700000,NE 133,Residential,30054,0,30054,86632,0,116686
140922900800000,NE 133,Residential,30054,0,30054,101407,0,131461
140922900900000,NE 133,Residential,30685,0,30685,123784,0,154469
140923000100000,NE 133,Residential,29932,0,29932,81261,0,111193
140923000200000,NE 133,Residential,30555,0,30555,94639,0,125194
140923000300000,NE 133,Residential,30870,0,30870,96345,0,127215
140923000400000,NE 133,Residential,31656,0,31656,122351,0,154007
140923000500000,NE 133,Residential,32445,0,32445,98326,0,130771
140923000600000,NE 133,Residential,32445,0,32445,135648,0,168093
140923000700000,NE 133,Residential,31668,0,31668,88551,0,120219
140923000800000,NE 133,Residential,29183,0,29183,110674,0,139857
140923000900000,NE 133,Residential,31020,0,31020,109018,0,140038
140923001000000,NE 133,Residential,30906,0,30906,112465,0,143371
140923001100000,NE 133,Residential,33025,0,33025,133076,0,166101
140923001200000,NE 133,Residential,32729,0,32729,106131,0,138860
140923001300000,NE 133,Residential,29988,0,29988,112348,0,142336
140923001400000,NE 133,Residential,31360,0,31360,123530,0,154890
140923001500000,NE 133,Residential,32130,0,32130,87888,0,120018
140923001600000,NE 133,Residential,32130,0,32130,104508,0,136638
140923100100000,NE 133,Residential,32878,0,32878,95925,0,128803
140923100200000,NE 133,Residential,28958,0,28958,100025,0,128983
140923100300000,NE 133,Residential,28958,0,28958,99865,0,128823
140923100400000,NE 133,Residential,32188,0,32188,107667,0,139855
140923200100000,NE 133,Residential,34366,0,34366,94489,0,128855
140923200200000,NE 133,Residential,31500,0,31500,110770,0,142270
140923200300000,NE 133,Residential,29155,0,29155,109861,0,139016
140923200400000,NE 133,Residential,34633,0,34633,94204,0,128837
140923200500000,NE 133,Residential,31800,0,31800,104019,0,135819
140923200600000,NE 133,Residential,31298,0,31298,82197,0,113495
140923200700000,NE 133,Residential,31590,0,31590,95560,0,127150
140923200800000,NE 133,Residential,33345,0,33345,87640,0,120985
140923200900000,NE 133,Residential,30420,0,30420,128117,0,158537
140923201000000,NE 133,Residential,30420,0,30420,92518,0,122938
140923300100000,NE 133,Residential,31528,0,31528,100469,0,131997
140923300200000,NE 133,Residential,35923,0,35923,112259,0,148182
140923300300000,NE 133,Residential,34884,0,34884,133210,0,168094
140923300400000,NE 133,Residential,34504,0,34504,110921,0,145425
140923300500000,NE 133,Residential,33907,0,33907,112311,0,146218
140923300600000,NE 133,Residential,35431,0,35431,118769,0,154200
140923300700000,NE 133,Residential,34559,0,34559,107161,0,141720
140923300800000,NE 133,Residential,33442,0,33442,113686,0,147128
140923300900000,NE 133,Residential,33393,0,33393,126331,0,159724
140923301000000,NE 133,Residential,34155,0,34155,117597,0,151752
140923301100000,NE 133,Residential,32148,0,32148,117727,0,149875
140923301200000,NE 133,Residential,30118,0,30118,98854,0,128972
140923301300000,NE 133,Residential,34483,0,34483,108414,0,142897
140923301400000,NE 133,Residential,30555,0,30555,109289,0,139844
140923301500000,NE 133,Residential,30555,0,30555,111068,0,141623
140923301600000,NE 133,Residential,30555,0,30555,118731,0,149286
140923301700000,NE 133,Residential,32225,0,32225,124127,0,156352
140923301800000,NE 133,Residential,31185,0,31185,98905,0,130090
140923301900000,NE 133,Residential,28958,0,28958,102241,0,131199
140923302000000,NE 133,Residential,28958,0,28958,110989,0,139947
140923302100000,NE 133,Residential,28958,0,28958,114981,0,143939
140923400100000,NE 133,Residential,30600,0,30600,109293,0,139893
140923400200000,NE 133,Residential,32400,0,32400,122895,0,155295
140923400300000,NE 133,Residential,31500,0,31500,101877,0,133377
140923400400000,NE 133,Residential,27000,0,27000,97283,0,124283
140923400500000,NE 133,Residential,32300,0,32300,126525,0,158825
140925100100000,NE 133,Residential,34081,0,34081,105511,0,139592
140925200100000,NE 133,Residential,33345,0,33345,94768,0,128113
140925200200000,NE 133,Residential,34320,0,34320,114037,0,148357
140925200300000,NE 133,Residential,32917,0,32917,104702,0,137619
140925200400000,NE 133,Residential,33791,0,33791,103270,0,137061
140925200500000,NE 133,Residential,31258,0,31258,90529,0,121787
140925200600000,NE 133,Residential,34234,0,34234,116098,0,150332
140925200700000,NE 133,Residential,35894,0,35894,115680,0,151574
140925200800000,NE 133,Residential,37908,0,37908,112440,0,150348
140925200900000,NE 133,Residential,39621,0,39621,121974,0,161595
140925201000000,NE 133,Residential,36598,0,36598,114919,0,151517
140925201100000,NE 133,Residential,34571,0,34571,98272,0,132843
140925201200000,NE 133,Residential,34150,0,34150,125220,0,159370
140925201300000,NE 133,Residential,34876,0,34876,117007,0,151883
140925201400000,NE 133,Residential,34288,0,34288,106413,0,140701
140925201500000,NE 133,Residential,37125,0,37125,121054,0,158179
140925201600000,NE 133,Residential,41040,0,41040,118099,0,159139
140925201700000,NE 133,Residential,41876,0,41876,118548,0,160424
140925201800000,NE 133,Residential,44839,0,44839,159547,0,204386
140925201900000,NE 133,Residential,44348,0,44348,127704,0,172052
140925202000000,NE 133,Residential,45441,0,45441,124052,0,169493
140925202100000,NE 133,Residential,45562,0,45562,199849,0,245411
140925202200000,NE 133,Residential,35193,0,35193,181652,0,216845
140925202300000,NE 133,Residential,38913,0,38913,138313,0,177226
140925202400000,NE 133,Residential,36433,0,36433,124362,0,160795
140925202500000,NE 133,Residential,40014,0,40014,144935,0,184949
140925202600000,NE 133,Residential,39672,0,39672,159869,0,199541
140925202700000,NE 133,Residential,40365,0,40365,152072,0,192437
140925202800000,NE 133,Residential,35946,0,35946,134809,0,170755
140925202900000,NE 133,Residential,32062,0,32062,133820,0,165882
140925203000000,NE 133,Residential,31881,0,31881,128681,0,160562
140925203100000,NE 133,Residential,30353,0,30353,125876,0,156229
140925203200000,NE 133,Residential,33846,0,33846,115458,0,149304
140925203300000,NE 133,Residential,32119,0,32119,131870,0,163989
140925203400000,NE 133,Residential,33813,0,33813,115095,0,148908
140925300100000,NE 133,Residential,34920,0,34920,107519,0,142439
140925300200000,NE 133,Residential,32445,0,32445,103618,0,136063
140925300300000,NE 133,Residential,32174,0,32174,113685,0,145859
140925300400000,NE 133,Residential,36674,0,36674,151721,0,188395
140925300500000,NE 133,Residential,33700,0,33700,121386,0,155086
140925300600000,NE 133,Residential,34020,0,34020,115495,0,149515
140925300700000,NE 133,Residential,33453,0,33453,122336,0,155789
140925300800000,NE 133,Residential,33815,0,33815,115612,0,149427
140925300900000,NE 133,Residential,33815,0,33815,105448,0,139263
140925301000000,NE 133,Residential,41059,0,41059,277278,0,318337
140925301100000,NE 133,Residential,36701,0,36701,99163,0,135864
140925301200000,NE 133,Residential,34700,0,34700,108596,0,143296
140925301300000,NE 133,Residential,36555,0,36555,111827,0,148382
140925301400000,NE 133,Residential,35016,0,35016,122729,0,157745
140925301500000,NE 133,Residential,33882,0,33882,119744,0,153626
140925301600000,NE 133,Residential,34330,0,34330,113169,0,147499
140925400100000,NE 133,Residential,34425,0,34425,115747,0,150172
140925400200000,NE 133,Residential,44550,0,44550,180351,0,224901
140925400300000,NE 133,Residential,34425,0,34425,141652,0,176077
140925400400000,NE 133,Residential,34200,0,34200,100923,0,135123
140925400500000,NE 133,Residential,33210,0,33210,121368,0,154578
140925400600000,NE 133,Residential,35802,0,35802,135359,0,171161
140925400700000,NE 133,Residential,37950,0,37950,128232,0,166182
140925400800000,NE 133,Residential,37915,0,37915,124179,0,162094
140925400900000,NE 133,Residential,35829,0,35829,125161,0,160990
140925401000000,NE 133,Residential,38070,0,38070,126182,0,164252
140925401100000,NE 133,Residential,37167,0,37167,129938,0,167105
140925401200000,NE 133,Residential,41313,0,41313,137520,0,178833
140925401300000,NE 133,Residential,66150,0,66150,233508,0,299658
140925401400000,NE 133,Residential,38137,0,38137,111494,0,149631
140925401500000,NE 133,Residential,38316,0,38316,110454,0,148770
140925401600000,NE 133,Residential,31188,0,31188,127404,0,158592
140925401700000,NE 133,Residential,38652,0,38652,131008,0,169660
140925401800000,NE 133,Residential,39780,0,39780,129565,0,169345
140925401900000,NE 133,Residential,35038,0,35038,113473,0,148511
140925402000000,NE 133,Residential,40095,0,40095,123240,0,163335
140925402100000,NE 133,Residential,42294,0,42294,140509,0,182803
140925402200000,NE 133,Residential,43092,0,43092,100538,0,143630
140925402300000,NE 133,Residential,41850,0,41850,144517,0,186367
140925402400000,NE 133,Residential,42300,0,42300,133308,0,175608
140925402500000,NE 133,Residential,43680,0,43680,161696,0,205376
140925500100000,NE 133,Residential,33075,0,33075,126354,0,159429
140925500200000,NE 133,Residential,32351,0,32351,125704,0,158055
140925500300000,NE 133,Residential,35226,0,35226,125249,0,160475
140925500400000,NE 133,Residential,32516,0,32516,159302,0,191818
140925500500000,NE 133,Residential,34884,0,34884,121801,0,156685
