GIS_Number_valuations,Map_Name_valuations,Class_valuations,2013 Land Res,2013 Land Comm,2013 Total Land,2013 Dwlg,2013 Improv,2013 Total
113343000800000,NE 108,RESIDENTIAL,26160,0,26160,103122,0,129282
113343000900000,NE 108,RESIDENTIAL,26160,0,26160,107287,0,133447
113343001000000,NE 108,RESIDENTIAL,26160,0,26160,98862,0,125022
113343001100000,NE 108,RESIDENTIAL,26160,0,26160,107008,0,133168
113343001200000,NE 108,RESIDENTIAL,26160,0,26160,95620,0,121780
113343001300000,NE 108,RESIDENTIAL,26160,0,26160,107013,0,133173
113343001400000,NE 108,RESIDENTIAL,29231,0,29231,70548,0,99779
113343100100000,NE 108,RESIDENTIAL,28560,0,28560,133965,0,162525
113343100200000,NE 108,RESIDENTIAL,28560,0,28560,124737,0,153297
113347600100000,GOLF COURSE,COMMERCIAL,0,677150,677150,0,780882,1458032
113347700100000,OFFICE; MEDICAL,COMMERCIAL,0,286000,286000,0,616688,902688
113347700300000,VACANT LAND,COMMERCIAL,0,4500,4500,0,0,4500
113347700400000,OFFICE,COMMERCIAL,0,284000,284000,0,1134867,1418867
113410100100000,NE 163,RESIDENTIAL,40308,0,40308,64723,0,105031
113410100200000,CHURCH,EXEMPT,0,625968,625968,0,1366210,1992178
113410100300000,NE 163,RESIDENTIAL,27802,0,27802,149381,0,177183
113410100400000,NE 163,RESIDENTIAL,24480,0,24480,156783,0,181263
113410100500000,NE 163,RESIDENTIAL,24480,0,24480,143267,0,167747
113410100600000,NE 163,RESIDENTIAL,27120,0,27120,153495,0,180615
113410100700000,NE 163,RESIDENTIAL,27120,0,27120,154289,0,181409
113410100800000,NE 163,RESIDENTIAL,28928,0,28928,146412,0,175340
113410100900000,NE 163,RESIDENTIAL,26400,0,26400,140961,0,167361
113410101000000,NE 163,RESIDENTIAL,30103,0,30103,153736,0,183839
113410101100000,NE 163,RESIDENTIAL,28728,0,28728,160003,0,188731
113410101200000,NE 163,RESIDENTIAL,27157,0,27157,158914,0,186071
113410101300000,NE 163,RESIDENTIAL,27157,0,27157,140943,0,168100
113410101400000,NE 163,RESIDENTIAL,29400,0,29400,166211,0,195611
113410101500000,NE 163,RESIDENTIAL,25200,0,25200,159698,0,184898
113410101600000,NE 163,RESIDENTIAL,29820,0,29820,165126,0,194946
113410200100000,NE 163,RESIDENTIAL,28560,0,28560,188256,0,216816
113410200200000,NE 163,RESIDENTIAL,27030,0,27030,156101,0,183131
113410200300000,NE 163,RESIDENTIAL,27030,0,27030,153256,0,180286
113410200400000,NE 163,RESIDENTIAL,30031,0,30031,155953,0,185984
113410300100000,NE 163,RESIDENTIAL,33835,0,33835,170807,0,204642
113410300200000,NE 163,RESIDENTIAL,24480,0,24480,176556,0,201036
113410300300000,NE 163,RESIDENTIAL,25704,0,25704,186559,0,212263
113410300400000,NE 163,RESIDENTIAL,24888,0,24888,170982,0,195870
113410300500000,NE 163,RESIDENTIAL,28424,0,28424,166023,0,194447
113410400200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
113410400300000,NE 163,RESIDENTIAL,30715,0,30715,159378,0,190093
113410400400000,NE 163,RESIDENTIAL,28711,0,28711,164925,0,193636
113410400500000,OFFICE; MEDICAL,COMMERCIAL,0,250000,250000,0,696039,946039
113410400701000,NBHD SHOPPING CENTER,COMMERCIAL,0,43502,43502,0,114703,158205
113410400701001,NBHD SHOPPING CENTER,COMMERCIAL,0,43502,43502,0,80292,123794
113410400701002,NBHD SHOPPING CENTER,COMMERCIAL,0,43502,43502,0,109462,152964
113410400701003,NBHD SHOPPING CENTER,COMMERCIAL,0,43502,43502,0,121624,165126
113410400701004,NBHD SHOPPING CENTER,COMMERCIAL,0,43502,43502,0,121624,165126
113410400701005,NBHD SHOPPING CENTER,COMMERCIAL,0,57821,57821,0,161627,219448
113410400701006,NBHD SHOPPING CENTER,COMMERCIAL,0,72747,72747,0,203242,275989
113410400701007,VACANT LAND,COMMERCIAL,0,40541,40541,0,0,40541
113410400701008,VACANT LAND,COMMERCIAL,0,40541,40541,0,0,40541
113410400701009,VACANT LAND,COMMERCIAL,0,40541,40541,0,0,40541
113410400701010,VACANT LAND,COMMERCIAL,0,40541,40541,0,0,40541
113410400701011,NBHD SHOPPING CENTER,COMMERCIAL,0,40541,40541,0,113148,153689
113410400701012,NBHD SHOPPING CENTER,COMMERCIAL,0,35771,35771,0,99926,135697
113410400701013,NBHD SHOPPING CENTER,COMMERCIAL,0,85793,85793,0,239941,325734
113410401000000,FLAT PARKING,COMMERCIAL,0,152450,152450,0,0,152450
113410401101000,NBHD SHOPPING CENTER,COMMERCIAL,0,310668,310668,0,1181366,1492034
113410401101001,NBHD SHOPPING CENTER,COMMERCIAL,0,260063,260063,0,861885,1121948
113410401101002,FLAT PARKING,COMMERCIAL,0,260063,260063,0,0,260063
113410401101003,NBHD SHOPPING CENTER,COMMERCIAL,0,104078,104078,0,439083,543161
113410401200000,BRANCH BANK/CU,COMMERCIAL,0,307500,307500,0,769726,1077226
113410401300000,NBHD SHOPPING CENTER,COMMERCIAL,0,167500,167500,0,409858,577358
113410500100000,NE 163,RESIDENTIAL,29680,0,29680,145467,0,175147
113410500200000,NE 163,RESIDENTIAL,25864,0,25864,166411,0,192275
113410500300000,NE 163,RESIDENTIAL,25822,0,25822,157574,0,183396
113410500400000,NE 163,RESIDENTIAL,26712,0,26712,151242,0,177954
113410500500000,NE 163,RESIDENTIAL,26712,0,26712,145239,0,171951
113410500600000,NE 163,RESIDENTIAL,31428,0,31428,127273,0,158701
113412600100000,NE 163,RESIDENTIAL,27030,0,27030,146476,0,173506
113412600200000,NE 163,RESIDENTIAL,27030,0,27030,131958,0,158988
113412600300000,NE 163,RESIDENTIAL,27030,0,27030,166221,0,193251
113412600400000,NE 163,RESIDENTIAL,27030,0,27030,139514,0,166544
113412600500000,NE 163,RESIDENTIAL,27030,0,27030,159912,0,186942
113412600600000,NE 163,RESIDENTIAL,27030,0,27030,132149,0,159179
113412600700000,NE 163,RESIDENTIAL,27030,0,27030,146865,0,173895
113412600800000,NE 163,RESIDENTIAL,28560,0,28560,136317,0,164877
113412600900000,NE 163,RESIDENTIAL,30704,0,30704,140052,0,170756
113412601000000,NE 163,RESIDENTIAL,27030,0,27030,133893,0,160923
113412601100000,NE 163,RESIDENTIAL,27030,0,27030,138772,0,165802
113412601200000,NE 163,RESIDENTIAL,27030,0,27030,127253,0,154283
113412601300000,NE 163,RESIDENTIAL,27030,0,27030,138395,0,165425
113412601400000,NE 163,RESIDENTIAL,27030,0,27030,151305,0,178335
113412601500000,NE 163,RESIDENTIAL,27030,0,27030,163302,0,190332
113412601600000,NE 163,RESIDENTIAL,27030,0,27030,166162,0,193192
113412700100000,NE 163,RESIDENTIAL,30600,0,30600,151680,0,182280
113412700200000,NE 163,RESIDENTIAL,28560,0,28560,156054,0,184614
113412700300000,NE 163,RESIDENTIAL,28560,0,28560,162101,0,190661
113412700500000,NE 163,RESIDENTIAL,31981,0,31981,152492,0,184473
113412700600000,NE 163,RESIDENTIAL,24480,0,24480,148904,0,173384
113412700700000,NE 163,RESIDENTIAL,25671,0,25671,157365,0,183036
113412700800000,NE 163,RESIDENTIAL,28549,0,28549,161602,0,190151
113412700900000,NE 163,RESIDENTIAL,31172,0,31172,183544,0,214716
113412701000000,NE 163,RESIDENTIAL,30636,0,30636,157314,0,187950
113412701100000,NE 163,RESIDENTIAL,28973,0,28973,166443,0,195416
113412701200000,NE 163,RESIDENTIAL,28004,0,28004,151153,0,179157
113412701300000,NE 163,RESIDENTIAL,25000,0,25000,140896,0,165896
113412701400000,NE 163,RESIDENTIAL,25000,0,25000,160374,0,185374
113412701500000,NE 163,RESIDENTIAL,25000,0,25000,161522,0,186522
113412701600000,NE 163,RESIDENTIAL,25000,0,25000,155361,0,180361
113412701700000,NE 163,RESIDENTIAL,28000,0,28000,163716,0,191716
113412701800000,NE 163,RESIDENTIAL,30426,0,30426,167677,0,198103
113412701900000,NE 163,RESIDENTIAL,30360,0,30360,173446,0,203806
113412702000000,NE 163,RESIDENTIAL,29921,0,29921,183015,0,212936
113412702100000,NE 163,EXEMPT,0,27840,27840,0,174981,202821
113412702200000,NE 163,RESIDENTIAL,28080,0,28080,172033,0,200113
113412800200000,NE 163,RESIDENTIAL,29536,0,29536,176705,0,206241
113412800300000,NE 163,RESIDENTIAL,28560,0,28560,176333,0,204893
113412800400000,NE 163,RESIDENTIAL,23582,0,23582,170402,0,193984
113412800500000,NE 163,RESIDENTIAL,26112,0,26112,167210,0,193322
113412800600000,NE 163,RESIDENTIAL,24847,0,24847,157655,0,182502
113412800700000,NE 163,RESIDENTIAL,24480,0,24480,163072,0,187552
113412800800000,NE 163,RESIDENTIAL,25582,0,25582,178404,0,203986
113412800900000,NE 163,RESIDENTIAL,24480,0,24480,144127,0,168607
113412801000000,NE 163,RESIDENTIAL,24847,0,24847,163793,0,188640
113412801100000,NE 163,RESIDENTIAL,24847,0,24847,160179,0,185026
113412801200000,NE 163,RESIDENTIAL,23990,0,23990,160983,0,184973
113412801300000,NE 163,RESIDENTIAL,24480,0,24480,155990,0,180470
113412801400000,NE 163,RESIDENTIAL,24480,0,24480,163094,0,187574
113412801500000,NE 163,RESIDENTIAL,24480,0,24480,166941,0,191421
113412801600000,NE 163,RESIDENTIAL,24480,0,24480,133406,0,157886
113412801700000,NE 163,RESIDENTIAL,26520,0,26520,162600,0,189120
113412801800000,NE 163,RESIDENTIAL,22440,0,22440,131372,0,153812
113412801900000,NE 163,RESIDENTIAL,24480,0,24480,160814,0,185294
113412802000000,NE 163,RESIDENTIAL,24480,0,24480,135090,0,159570
113412802100000,NE 163,RESIDENTIAL,24480,0,24480,151568,0,176048
113412900100000,NE 163,RESIDENTIAL,25822,0,25822,147973,0,173795
113412900200000,NE 163,RESIDENTIAL,25822,0,25822,132557,0,158379
113412900300000,NE 163,RESIDENTIAL,25822,0,25822,145920,0,171742
113412900400000,NE 163,RESIDENTIAL,25822,0,25822,150527,0,176349
113412900500000,NE 163,RESIDENTIAL,25822,0,25822,154514,0,180336
113412900600000,NE 163,RESIDENTIAL,25822,0,25822,164093,0,189915
113412900700000,NE 163,RESIDENTIAL,25822,0,25822,172868,0,198690
113412900800000,NE 163,RESIDENTIAL,25822,0,25822,151013,0,176835
113412900900000,NE 163,RESIDENTIAL,25822,0,25822,135933,0,161755
113412901000000,NE 163,RESIDENTIAL,29680,0,29680,173841,0,203521
113412901100000,NE 163,RESIDENTIAL,31428,0,31428,156168,0,187596
113412901200000,NE 163,RESIDENTIAL,26712,0,26712,147350,0,174062
113412901300000,NE 163,RESIDENTIAL,26712,0,26712,173313,0,200025
113412901400000,NE 163,RESIDENTIAL,26712,0,26712,153421,0,180133
113412901500000,NE 163,RESIDENTIAL,26712,0,26712,152715,0,179427
113412901600000,NE 163,RESIDENTIAL,26712,0,26712,169273,0,195985
113412901700000,NE 163,RESIDENTIAL,26712,0,26712,155531,0,182243
113412901800000,NE 163,RESIDENTIAL,26712,0,26712,151535,0,178247
113412901900000,NE 163,RESIDENTIAL,26712,0,26712,181364,0,208076
113413000100000,NE 163,RESIDENTIAL,25201,0,25201,162150,0,187351
113413000200000,NE 163,RESIDENTIAL,25217,0,25217,180196,0,205413
113413000300000,NE 163,RESIDENTIAL,26337,0,26337,173978,0,200315
113413000400000,NE 163,RESIDENTIAL,26460,0,26460,181235,0,207695
113413000500000,NE 163,RESIDENTIAL,26460,0,26460,157380,0,183840
113413000600000,NE 163,RESIDENTIAL,26460,0,26460,171444,0,197904
113413000700000,NE 163,RESIDENTIAL,26460,0,26460,181710,0,208170
113413000800000,NE 163,RESIDENTIAL,26460,0,26460,175393,0,201853
113413000900000,NE 163,RESIDENTIAL,26460,0,26460,178891,0,205351
113413001000000,NE 163,RESIDENTIAL,31104,0,31104,152692,0,183796
113413001100000,NE 163,RESIDENTIAL,31378,0,31378,223748,0,255126
113413001200000,NE 163,RESIDENTIAL,31408,0,31408,198309,0,229717
113413001300000,NE 163,RESIDENTIAL,31527,0,31527,180897,0,212424
113413001400000,NE 163,RESIDENTIAL,31500,0,31500,161790,0,193290
113413001500000,NE 163,RESIDENTIAL,32340,0,32340,164710,0,197050
113413001600000,NE 163,RESIDENTIAL,32832,0,32832,180111,0,212943
113413001700000,NE 163,RESIDENTIAL,32477,0,32477,183294,0,215771
113413001800000,NE 163,RESIDENTIAL,33101,0,33101,171643,0,204744
113413001900000,NE 163,RESIDENTIAL,28307,0,28307,154389,0,182696
113413002000000,NE 163,RESIDENTIAL,28453,0,28453,156156,0,184609
113413002100000,NE 163,RESIDENTIAL,30932,0,30932,139795,0,170727
113413002200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
113413002300000,NE 163,RESIDENTIAL,33182,0,33182,181386,0,214568
113413002400000,NE 163,RESIDENTIAL,32308,0,32308,159310,0,191618
113413002500000,NE 163,RESIDENTIAL,29963,0,29963,146379,0,176342
113413002600000,NE 163,RESIDENTIAL,24752,0,24752,151197,0,175949
113415100100000,CHURCH,EXEMPT,0,582552,582552,0,928548,1511100
113415100300000,NE 163,RESIDENTIAL,42050,0,42050,294328,0,336378
113415100400000,NE 163,RESIDENTIAL,40675,0,40675,267976,0,308651
113415100500000,NE 163,RESIDENTIAL,28000,0,28000,299336,0,327336
113415100600000,NE 163,RESIDENTIAL,8443,0,8443,0,0,8443
113415200100000,VACANT LAND,COMMERCIAL,0,191225,191225,0,0,191225
113415200200000,ANTENNAS/TOWERS(BLL),COMMERCIAL,0,350600,350600,0,524962,875562
113417600500000,SMALL RETAIL,COMMERCIAL,0,448000,448000,0,650483,1098483
113417600600000,NBHD SHOPPING CENTER,COMMERCIAL,0,145039,145039,0,369083,514122
113417600700000,VACANT LAND,COMMERCIAL,0,186980,186980,0,0,186980
113417600800000,BRANCH BANK/CU,COMMERCIAL,0,338500,338500,0,1813298,2151798
113417600900000,CARWASH,COMMERCIAL,0,35000,35000,0,162969,197969
113417700100000,LG DISCOUNT/RETAIL,COMMERCIAL,0,506000,506000,0,672673,1178673
113417700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
113417700400000,CHURCH,EXEMPT,0,458525,458525,0,467314,925839
113420100800000,NE 159,RESIDENTIAL,26384,0,26384,186512,0,212896
113420100900000,NE 159,RESIDENTIAL,26384,0,26384,180516,0,206900
113420101000000,NE 159,RESIDENTIAL,26384,0,26384,213435,0,239819
113420101100000,NE 159,RESIDENTIAL,26384,0,26384,198333,0,224717
113420101200000,NE 159,RESIDENTIAL,27146,0,27146,227953,0,255099
113420101300000,NE 159,RESIDENTIAL,28660,0,28660,201439,0,230099
113420101400000,NE 159,RESIDENTIAL,30531,0,30531,205175,0,235706
113420101500000,NE 159,RESIDENTIAL,32544,0,32544,195317,0,227861
113420101600000,NE 159,RESIDENTIAL,29627,0,29627,196393,0,226020
113420101700000,NE 159,RESIDENTIAL,31920,0,31920,215833,0,247753
113420101800000,NE 159,RESIDENTIAL,28000,0,28000,217165,0,245165
113420101900000,NE 159,RESIDENTIAL,30000,0,30000,217173,0,247173
113420102000000,NE 159,RESIDENTIAL,31387,0,31387,174298,0,205685
113420102100000,NE 159,RESIDENTIAL,33277,0,33277,191123,0,224400
113420102200000,NE 159,RESIDENTIAL,32301,0,32301,165423,0,197724
113420102300000,NE 159,RESIDENTIAL,32556,0,32556,199995,0,232551
113420102400000,NE 159,RESIDENTIAL,31062,0,31062,207043,0,238105
113420102500000,NE 159,RESIDENTIAL,31108,0,31108,175941,0,207049
113420102600000,NE 159,RESIDENTIAL,27624,0,27624,178553,0,206177
113420102700000,NE 159,RESIDENTIAL,28560,0,28560,184641,0,213201
113420102800000,NE 159,RESIDENTIAL,32781,0,32781,176415,0,209196
113420102900000,NE 159,RESIDENTIAL,32769,0,32769,181551,0,214320
113420103000000,NE 159,RESIDENTIAL,33850,0,33850,202713,0,236563
113420103100000,NE 159,RESIDENTIAL,32436,0,32436,222516,0,254952
113420103200000,NE 159,RESIDENTIAL,33266,0,33266,203708,0,236974
113420103300000,NE 159,RESIDENTIAL,31956,0,31956,250832,0,282788
113420103400000,NE 159,RESIDENTIAL,28280,0,28280,182280,0,210560
113420103500000,NE 159,RESIDENTIAL,28280,0,28280,201208,0,229488
113420103600000,NE 159,RESIDENTIAL,28280,0,28280,177875,0,206155
113420103700000,NE 159,RESIDENTIAL,32549,0,32549,177775,0,210324
113420200200000,NE 159,RESIDENTIAL,34560,0,34560,203303,0,237863
113420200300000,NE 159,RESIDENTIAL,33589,0,33589,200221,0,233810
113420200400000,NE 159,RESIDENTIAL,32400,0,32400,159423,0,191823
113420200500000,NE 159,RESIDENTIAL,34043,0,34043,194769,0,228812
113420200600000,NE 159,RESIDENTIAL,37394,0,37394,184780,0,222174
113420200700000,NE 159,RESIDENTIAL,37645,0,37645,196948,0,234593
113420200800000,NE 159,RESIDENTIAL,34191,0,34191,196644,0,230835
113420200900000,NE 159,RESIDENTIAL,31040,0,31040,196798,0,227838
113420201000000,NE 159,RESIDENTIAL,29255,0,29255,174404,0,203659
113420201100000,NE 159,RESIDENTIAL,31601,0,31601,198435,0,230036
113420201200000,NE 159,RESIDENTIAL,31279,0,31279,210322,0,241601
113420201300000,NE 159,RESIDENTIAL,32172,0,32172,223126,0,255298
113420201400000,NE 159,RESIDENTIAL,29044,0,29044,188745,0,217789
113420201500000,NE 159,RESIDENTIAL,32187,0,32187,200120,0,232307
113420201600000,NE 159,RESIDENTIAL,28000,0,28000,176479,0,204479
113420300100000,NE 159,RESIDENTIAL,27936,0,27936,170007,0,197943
113420300200000,NE 159,RESIDENTIAL,27936,0,27936,171486,0,199422
113420300300000,NE 159,RESIDENTIAL,29100,0,29100,149003,0,178103
113420300400000,NE 159,RESIDENTIAL,35578,0,35578,203546,0,239124
113420300500000,NE 159,RESIDENTIAL,33799,0,33799,249505,0,283304
113420300600000,NE 159,RESIDENTIAL,34885,0,34885,208481,0,243366
113420300700000,NE 159,RESIDENTIAL,34064,0,34064,183796,0,217860
113420400100000,NE 159,RESIDENTIAL,34992,0,34992,198439,0,233431
113420400200000,NE 159,RESIDENTIAL,32560,0,32560,184736,0,217296
113420400300000,NE 159,RESIDENTIAL,31803,0,31803,177446,0,209249
113420400400000,NE 159,RESIDENTIAL,30384,0,30384,220379,0,250763
113420400500000,NE 159,RESIDENTIAL,33589,0,33589,190197,0,223786
113420400600000,NE 159,RESIDENTIAL,29476,0,29476,215078,0,244554
113420400700000,NE 159,RESIDENTIAL,29120,0,29120,197420,0,226540
113420400800000,NE 159,RESIDENTIAL,33688,0,33688,170946,0,204634
113420400900000,NE 159,RESIDENTIAL,33283,0,33283,194953,0,228236
113420500100000,NE 159,RESIDENTIAL,34706,0,34706,184175,0,218881
113420500200000,NE 159,RESIDENTIAL,46353,0,46353,204779,0,251132
113420500300000,NE 159,RESIDENTIAL,34454,0,34454,182752,0,217206
113420500400000,NE 159,RESIDENTIAL,37178,0,37178,253226,0,290404
113420500500000,NE 159,RESIDENTIAL,37901,0,37901,210663,0,248564
113420500600000,NE 159,RESIDENTIAL,33451,0,33451,201852,0,235303
113420500700000,NE 159,RESIDENTIAL,30720,0,30720,230122,0,260842
113420500800000,NE 159,RESIDENTIAL,31799,0,31799,187286,0,219085
113420500900000,NE 159,RESIDENTIAL,36557,0,36557,270545,0,307102
113420501000000,NE 159,RESIDENTIAL,33878,0,33878,226711,0,260589
113420501100000,NE 159,RESIDENTIAL,34344,0,34344,242433,0,276777
113420501200000,NE 159,RESIDENTIAL,37255,0,37255,258081,0,295336
113422600100000,NE 159,RESIDENTIAL,32866,0,32866,189297,0,222163
113422600200000,NE 159,RESIDENTIAL,29767,0,29767,194249,0,224016
113422600300000,NE 159,RESIDENTIAL,26000,0,26000,192700,0,218700
113422600400000,NE 159,RESIDENTIAL,24400,0,24400,172761,0,197161
113422600500000,NE 159,RESIDENTIAL,27600,0,27600,209139,0,236739
113422600600000,NE 159,RESIDENTIAL,27467,0,27467,174065,0,201532
113422600700000,NE 159,RESIDENTIAL,30736,0,30736,166865,0,197601
113422600800000,NE 159,RESIDENTIAL,29784,0,29784,167166,0,196950
113422600900000,NE 159,RESIDENTIAL,28661,0,28661,165057,0,193718
113422601000000,NE 159,RESIDENTIAL,28280,0,28280,176884,0,205164
113422601100000,NE 159,RESIDENTIAL,32070,0,32070,219066,0,251136
113422601200000,NE 159,RESIDENTIAL,31360,0,31360,164254,0,195614
113422601300000,NE 159,RESIDENTIAL,32739,0,32739,199773,0,232512
113422601400000,NE 159,RESIDENTIAL,31328,0,31328,185886,0,217214
113422601500000,NE 159,RESIDENTIAL,30720,0,30720,203223,0,233943
113422601600000,NE 159,RESIDENTIAL,28616,0,28616,171036,0,199652
113422601700000,NE 159,RESIDENTIAL,27160,0,27160,169389,0,196549
113422601800000,NE 159,RESIDENTIAL,32635,0,32635,177641,0,210276
113422601900000,NE 159,RESIDENTIAL,32849,0,32849,196433,0,229282
113422602000000,NE 159,RESIDENTIAL,27160,0,27160,213189,0,240349
113422602100000,NE 159,RESIDENTIAL,27160,0,27160,184093,0,211253
113422700100000,NE 159,RESIDENTIAL,32823,0,32823,185198,0,218021
113422700200000,NE 159,RESIDENTIAL,31312,0,31312,186834,0,218146
113422700300000,NE 159,RESIDENTIAL,27160,0,27160,177496,0,204656
113422700400000,NE 159,RESIDENTIAL,27160,0,27160,180317,0,207477
113422700500000,NE 159,RESIDENTIAL,27160,0,27160,189899,0,217059
113422700600000,NE 159,RESIDENTIAL,31393,0,31393,175407,0,206800
113422700700000,NE 159,RESIDENTIAL,31596,0,31596,173716,0,205312
113422700800000,NE 159,RESIDENTIAL,27160,0,27160,179516,0,206676
113422700900000,NE 159,RESIDENTIAL,27160,0,27160,174194,0,201354
113422701000000,NE 159,RESIDENTIAL,27160,0,27160,171567,0,198727
113422701100000,NE 159,RESIDENTIAL,27160,0,27160,200228,0,227388
113422701200000,NE 159,RESIDENTIAL,29488,0,29488,181741,0,211229
113422701300000,NE 159,RESIDENTIAL,30653,0,30653,187047,0,217700
113422701400000,NE 159,RESIDENTIAL,29780,0,29780,172492,0,202272
113422800100000,NE 162,RESIDENTIAL,41350,0,41350,143810,0,185160
113422800200000,NE 159,RESIDENTIAL,36000,0,36000,97671,0,133671
113422800300000,NE 159,RESIDENTIAL,34800,0,34800,149419,0,184219
113422800400000,NE 159,RESIDENTIAL,30000,0,30000,168522,0,198522
113422800500000,NE 159,RESIDENTIAL,30000,0,30000,165126,0,195126
113422800600000,NE 101,RESIDENTIAL,25200,0,25200,150449,0,175649
113422800700000,NE 101,RESIDENTIAL,30400,0,30400,181718,0,212118
113422800800000,NE 159,RESIDENTIAL,31416,0,31416,152035,0,183451
113422800900000,NE 159,RESIDENTIAL,31416,0,31416,166294,0,197710
113422801000000,NE 159,RESIDENTIAL,31416,0,31416,157521,0,188937
113422801100000,NE 159,RESIDENTIAL,31108,0,31108,152210,0,183318
113422801200000,NE 159,RESIDENTIAL,31108,0,31108,151171,0,182279
113422801300000,NE 159,RESIDENTIAL,31108,0,31108,158070,0,189178
113422801400000,NE 159,RESIDENTIAL,32623,0,32623,168679,0,201302
113422801500000,NE 159,RESIDENTIAL,31512,0,31512,188565,0,220077
113422801600000,NE 159,RESIDENTIAL,31512,0,31512,158255,0,189767
113422801700000,NE 159,RESIDENTIAL,31512,0,31512,158750,0,190262
113422801800000,NE 159,RESIDENTIAL,31512,0,31512,193954,0,225466
113422801900000,NE 159,RESIDENTIAL,31200,0,31200,180943,0,212143
113422802000000,NE 159,RESIDENTIAL,31200,0,31200,166087,0,197287
113422802100000,NE 159,RESIDENTIAL,31200,0,31200,180105,0,211305
113422802200000,NE 159,RESIDENTIAL,31200,0,31200,176912,0,208112
113422802300000,NE 159,RESIDENTIAL,32492,0,32492,133181,0,165673
113422900100000,NE 159,RESIDENTIAL,33712,0,33712,166164,0,199876
113422900200000,NE 159,RESIDENTIAL,32485,0,32485,174745,0,207230
113422900300000,NE 159,RESIDENTIAL,32190,0,32190,180762,0,212952
113422900400000,NE 159,RESIDENTIAL,32362,0,32362,161515,0,193877
113422900500000,NE 159,RESIDENTIAL,33863,0,33863,206494,0,240357
113422900600000,NE 159,RESIDENTIAL,32660,0,32660,169953,0,202613
113422900700000,NE 159,RESIDENTIAL,31808,0,31808,172706,0,204514
113422900800000,NE 159,RESIDENTIAL,33320,0,33320,165416,0,198736
113422900900000,NE 159,RESIDENTIAL,30133,0,30133,163968,0,194101
113422901000000,NE 159,RESIDENTIAL,31311,0,31311,170342,0,201653
113422901100000,NE 159,RESIDENTIAL,32365,0,32365,146808,0,179173
113422901200000,NE 159,RESIDENTIAL,30450,0,30450,162954,0,193404
113422901300000,NE 159,RESIDENTIAL,29120,0,29120,142499,0,171619
113422901400000,NE 159,RESIDENTIAL,29120,0,29120,166713,0,195833
113422901500000,NE 159,RESIDENTIAL,29120,0,29120,146672,0,175792
113422901600000,NE 159,RESIDENTIAL,29120,0,29120,164015,0,193135
113422901700000,NE 159,RESIDENTIAL,28574,0,28574,150132,0,178706
113422901800000,NE 159,RESIDENTIAL,32893,0,32893,176444,0,209337
113422901900000,NE 159,RESIDENTIAL,28549,0,28549,158749,0,187298
113422902000000,NE 159,RESIDENTIAL,32472,0,32472,180148,0,212620
113422902100000,NE 159,RESIDENTIAL,30456,0,30456,174148,0,204604
113422902200000,NE 159,RESIDENTIAL,28800,0,28800,176129,0,204929
113422902300000,NE 159,RESIDENTIAL,26000,0,26000,156416,0,182416
113422902400000,NE 159,RESIDENTIAL,26000,0,26000,167137,0,193137
113423000100000,NE 159,RESIDENTIAL,32171,0,32171,169071,0,201242
113423000200000,NE 159,RESIDENTIAL,32473,0,32473,152233,0,184706
113423000300000,NE 159,RESIDENTIAL,33048,0,33048,170501,0,203549
113423000400000,NE 159,RESIDENTIAL,33928,0,33928,171094,0,205022
113423000500000,NE 159,RESIDENTIAL,34508,0,34508,179636,0,214144
113423000600000,NE 159,RESIDENTIAL,31920,0,31920,184024,0,215944
113423100100000,NE 159,RESIDENTIAL,31280,0,31280,198697,0,229977
113423100200000,NE 159,RESIDENTIAL,28980,0,28980,171241,0,200221
113423100300000,NE 159,RESIDENTIAL,30940,0,30940,161413,0,192353
113423100400000,NE 159,RESIDENTIAL,29744,0,29744,180436,0,210180
113423100500000,NE 159,RESIDENTIAL,26000,0,26000,155187,0,181187
113423100600000,NE 159,RESIDENTIAL,26000,0,26000,163366,0,189366
113423100700000,NE 159,RESIDENTIAL,26000,0,26000,164774,0,190774
113423100800000,NE 159,RESIDENTIAL,26000,0,26000,182628,0,208628
113423100900000,NE 159,RESIDENTIAL,26000,0,26000,143570,0,169570
113423101000000,NE 159,RESIDENTIAL,32535,0,32535,173407,0,205942
113423101100000,NE 159,RESIDENTIAL,30873,0,30873,159714,0,190587
113423101200000,NE 159,RESIDENTIAL,30520,0,30520,175566,0,206086
113423200100000,NE 159,RESIDENTIAL,33002,0,33002,243563,0,276565
113423200200000,NE 159,RESIDENTIAL,32438,0,32438,149767,0,182205
113423200300000,NE 159,RESIDENTIAL,27160,0,27160,160152,0,187312
113423200400000,NE 159,RESIDENTIAL,33326,0,33326,170671,0,203997
113423200500000,NE 159,RESIDENTIAL,32736,0,32736,169974,0,202710
113423200600000,NE 159,RESIDENTIAL,32742,0,32742,190572,0,223314
113423200700000,NE 159,RESIDENTIAL,32695,0,32695,216509,0,249204
113423200800000,NE 159,RESIDENTIAL,26384,0,26384,176689,0,203073
113423200900000,NE 159,RESIDENTIAL,296,0,296,0,0,296
113423300200000,NE 159,RESIDENTIAL,29999,0,29999,185975,0,215974
113425100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
113425200100000,NE 159,RESIDENTIAL,29328,0,29328,148160,0,177488
