GIS_Number_valuations,Map_Name_valuations,Class_valuations,2015 Land Res,2015 Land Comm,2015 Total Land,2015 Dwlg,2015 Improv,2015 Total
132448001200000,NW 324,RESIDENTIAL,25800,0,25800,87800,0,113600
132510100100000,NW 324,RESIDENTIAL,27700,0,27700,66000,0,93700
132510100200000,VACANT LAND,COMMERCIAL,0,43700,43700,0,0,43700
132510100300000,LAUNDROMAT/CLEANERS,COMMERCIAL,0,43700,43700,0,53500,97200
132510100400000,VACANT LAND,COMMERCIAL,0,43700,43700,0,0,43700
132510100700000,NW 324,RESIDENTIAL,56700,0,56700,0,0,56700
132510100800000,NW 324,RESIDENTIAL,56700,0,56700,0,0,56700
132510100900000,NW 324,RESIDENTIAL,68000,0,68000,98000,0,166000
132510101000000,NW 324,RESIDENTIAL,68500,0,68500,513400,0,581900
132510101100000,NW 324,RESIDENTIAL,55400,0,55400,100100,0,155500
132510101200000,NW 324,RESIDENTIAL,20300,0,20300,69400,0,89700
132510101300000,NW 324,RESIDENTIAL,50900,0,50900,91200,0,142100
132510101400000,NW 324,RESIDENTIAL,50900,0,50900,120000,0,170900
132510101500000,NW 324,RESIDENTIAL,50900,0,50900,155200,0,206100
132510101600000,NW 324,RESIDENTIAL,50900,0,50900,141700,0,192600
132510102000000,SMALL RETAIL,COMMERCIAL,0,382000,382000,0,258700,640700
132510102100000,RESTAURANT,COMMERCIAL,0,428000,428000,0,147800,575800
132510102200000,AUTO REPAIR/SALES,COMMERCIAL,0,360000,360000,0,214500,574500
132510102300000,FAST FOOD,COMMERCIAL,0,400000,400000,0,878300,1278300
132510102400000,VETERINARY CLINIC,COMMERCIAL,73752,101848,175600,38550,72250,286400
132510102500000,NBHD SHOPPING CENTER,COMMERCIAL,0,465000,465000,0,509300,974300
132510102502000,BILLBOARD(BLL),COMMERCIAL,0,0,0,0,59800,59800
132510102600000,VETERINARY CLINIC,COMMERCIAL,0,97500,97500,0,403000,500500
132510102700000,NW 324,RESIDENTIAL,54700,0,54700,0,0,54700
132510102800000,LG DISCOUNT/RETAIL,COMMERCIAL,0,935000,935000,0,1222300,2157300
132512600100000,NW 324,RESIDENTIAL,56700,0,56700,121900,0,178600
132512600200000,NW 324,RESIDENTIAL,60500,0,60500,175600,0,236100
132512600300000,NW 324,RESIDENTIAL,6000,0,6000,0,0,6000
132512600400000,NW 324,RESIDENTIAL,82500,0,82500,0,0,82500
132512600600000,CENTRALLY ASSESSED,OTHER,0,0,0,0,0,0
132512600700000,CENTRALLY ASSESSED,OTHER,0,0,0,0,0,0
132512600800000,NW 324,RESIDENTIAL,58200,0,58200,130500,0,188700
132512600900000,NW 327,RESIDENTIAL,30500,0,30500,101600,0,132100
132512601000000,NW 327,RESIDENTIAL,30500,0,30500,99600,0,130100
132512601100000,NW 327,RESIDENTIAL,30500,0,30500,93600,0,124100
132512601200000,NW 327,RESIDENTIAL,30500,0,30500,94100,0,124600
132512601300000,NW 327,RESIDENTIAL,22900,0,22900,96800,0,119700
132512601400000,NW 327,RESIDENTIAL,22900,0,22900,84600,0,107500
132512601500000,NW 324,RESIDENTIAL,35000,0,35000,101200,0,136200
132512601600000,NW 324,RESIDENTIAL,41300,0,41300,112900,0,154200
132512601700000,NW 324,RESIDENTIAL,56700,0,56700,188900,0,245600
132512601800000,NW 324,RESIDENTIAL,56700,0,56700,121800,0,178500
132512601900000,NW 324,RESIDENTIAL,56700,0,56700,51300,0,108000
132512602000000,NW 324,RESIDENTIAL,56700,0,56700,172400,0,229100
132512602100000,NW 324,RESIDENTIAL,56700,0,56700,275500,0,332200
132512602200000,NW 324,RESIDENTIAL,46100,0,46100,89600,0,135700
132512602300000,NW 324,RESIDENTIAL,48800,0,48800,0,0,48800
132512602400000,NW 324,RESIDENTIAL,44500,0,44500,343600,0,388100
132512602500000,NW 324,RESIDENTIAL,42600,0,42600,309600,0,352200
132512602600000,NW 324,RESIDENTIAL,42600,0,42600,265100,0,307700
132515100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132515100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132515100300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132515200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132515300500000,NW 335,RESIDENTIAL,27300,0,27300,83400,0,110700
132515300600000,NW 335,RESIDENTIAL,27300,0,27300,78600,0,105900
132515300700000,NW 335,RESIDENTIAL,31200,0,31200,55700,0,86900
132515300800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132515300900000,NW 335,RESIDENTIAL,35300,0,35300,119200,0,154500
132515301000000,NW 335,RESIDENTIAL,33100,0,33100,82600,0,115700
132515301100000,NW 335,RESIDENTIAL,32300,0,32300,95700,0,128000
132515301200000,NW 335,RESIDENTIAL,25200,0,25200,59200,0,84400
132515301300000,NW 335,RESIDENTIAL,24300,0,24300,52500,0,76800
132515400200000,NW 335,RESIDENTIAL,23800,0,23800,85500,0,109300
132515400300000,NW 335,RESIDENTIAL,30400,0,30400,70100,0,100500
132515500100000,NW 335,RESIDENTIAL,32100,0,32100,69100,0,101200
132515500200000,NW 335,RESIDENTIAL,26900,0,26900,63700,0,90600
132515500300000,NW 335,RESIDENTIAL,27800,0,27800,84900,0,112700
132515500400000,NW 335,RESIDENTIAL,24500,0,24500,72200,0,96700
132515500500000,NW 335,RESIDENTIAL,22300,0,22300,0,0,22300
132515500600000,NW 335,RESIDENTIAL,20800,0,20800,0,0,20800
132515500700000,NW 335,RESIDENTIAL,27200,0,27200,97300,0,124500
132515500800000,NW 335,RESIDENTIAL,21800,0,21800,100000,0,121800
132515500900000,NW 335,RESIDENTIAL,21800,0,21800,111100,0,132900
132515501000000,NW 335,RESIDENTIAL,21800,0,21800,91200,0,113000
132515501100000,APARTMENT,MULTI-RES,22400,0,22400,116500,0,138900
132515501200000,NW 335,RESIDENTIAL,25100,0,25100,72800,0,97900
132515501300000,NW 335,RESIDENTIAL,25000,0,25000,64700,0,89700
132515501400000,CONVERSION-NW/SW,MULTI-RES,30800,0,30800,60400,0,91200
132515501500000,NW 335,RESIDENTIAL,32200,0,32200,112000,0,144200
132515501600000,APARTMENT,MULTI-RES,21000,0,21000,106800,0,127800
132515501700000,NW 335,RESIDENTIAL,27700,0,27700,58100,0,85800
132515501800000,NW 335,RESIDENTIAL,28900,0,28900,79600,0,108500
132515501900000,NW 335,RESIDENTIAL,29900,0,29900,87500,0,117400
132515502000000,NW 335,RESIDENTIAL,29500,0,29500,117600,0,147100
132515502100000,NW 335,RESIDENTIAL,31500,0,31500,99000,0,130500
132515502200000,NW 335,RESIDENTIAL,24700,0,24700,118200,0,142900
132515600100000,NW 335,RESIDENTIAL,29700,0,29700,132200,0,161900
132515600200000,NW 335,RESIDENTIAL,40000,0,40000,112000,0,152000
132515600300000,NW 335,RESIDENTIAL,37600,0,37600,124600,0,162200
132515600400000,NW 335,RESIDENTIAL,37400,0,37400,102800,0,140200
132515600500000,NW 335,RESIDENTIAL,39700,0,39700,140300,0,180000
132515600600000,NW 335,RESIDENTIAL,33800,0,33800,116500,0,150300
132515600700000,NW 335,RESIDENTIAL,36300,0,36300,145500,0,181800
132515600800000,NW 335,RESIDENTIAL,36300,0,36300,146900,0,183200
132515600900000,NW 335,RESIDENTIAL,37800,0,37800,159700,0,197500
132515601000000,NW 335,RESIDENTIAL,30600,0,30600,113300,0,143900
132515601100000,NW 335,RESIDENTIAL,34900,0,34900,147300,0,182200
132515601200000,NW 335,RESIDENTIAL,35300,0,35300,140700,0,176000
132515601300000,NW 335,RESIDENTIAL,35400,0,35400,147900,0,183300
132515601400000,NW 335,RESIDENTIAL,0,0,0,0,0,0
132515601500000,NW 335,RESIDENTIAL,36900,0,36900,145400,0,182300
132515601600000,NW 335,RESIDENTIAL,36000,0,36000,120700,0,156700
132515601700000,NW 335,RESIDENTIAL,37600,0,37600,151600,0,189200
132515601800000,NW 335,RESIDENTIAL,57000,0,57000,102700,0,159700
132515601900000,SCHOOL,EXEMPT,0,0,0,0,0,0
132515700100000,NW 335,RESIDENTIAL,36700,0,36700,159500,0,196200
132515700200000,NW 335,RESIDENTIAL,27100,0,27100,121400,0,148500
132515700300000,NW 335,RESIDENTIAL,36100,0,36100,149600,0,185700
132515700400000,NW 335,RESIDENTIAL,36800,0,36800,150700,0,187500
132515700500000,NW 335,RESIDENTIAL,36300,0,36300,146200,0,182500
132515700600000,NW 335,RESIDENTIAL,28300,0,28300,128900,0,157200
132515700700000,NW 335,RESIDENTIAL,32800,0,32800,128200,0,161000
132515700800000,NW 335,RESIDENTIAL,36400,0,36400,133200,0,169600
132515700900000,NW 335,RESIDENTIAL,33300,0,33300,110700,0,144000
132515701000000,NW 335,RESIDENTIAL,35500,0,35500,113500,0,149000
132517600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132517600400000,NW 324,RESIDENTIAL,20700,0,20700,91200,0,111900
132517600500000,NW 324,RESIDENTIAL,21100,0,21100,75100,0,96200
132517600600000,NW 324,RESIDENTIAL,21400,0,21400,82400,0,103800
132517600700000,NW 324,RESIDENTIAL,21800,0,21800,90900,0,112700
132517600800000,NW 324,RESIDENTIAL,26100,0,26100,93100,0,119200
132517600900000,NW 324,RESIDENTIAL,20800,0,20800,91000,0,111800
132517601000000,NW 324,RESIDENTIAL,16900,0,16900,96200,0,113100
132517700100000,FAST FOOD,COMMERCIAL,0,146000,146000,0,232200,378200
132517700200000,NBHD SHOPPING CENTER,COMMERCIAL,0,338400,338400,0,529400,867800
132517700300000,NW 324,RESIDENTIAL,22800,0,22800,96500,0,119300
132517700400000,NW 324,RESIDENTIAL,23600,0,23600,113500,0,137100
132517700500000,NW 324,RESIDENTIAL,23600,0,23600,89200,0,112800
132517700600000,NW 324,RESIDENTIAL,23300,0,23300,92700,0,116000
132517700700000,NW 324,RESIDENTIAL,24400,0,24400,93000,0,117400
132517700800000,NW 324,RESIDENTIAL,25100,0,25100,89100,0,114200
132517700900000,NW 324,RESIDENTIAL,25200,0,25200,128800,0,154000
132517701000000,NW 324,RESIDENTIAL,22600,0,22600,95500,0,118100
132517701100000,NW 324,RESIDENTIAL,23600,0,23600,103300,0,126900
132517701200000,NW 324,RESIDENTIAL,23300,0,23300,100700,0,124000
132517701300000,NW 324,RESIDENTIAL,23300,0,23300,81900,0,105200
132517701400000,NW 324,EXEMPT,0,23300,23300,0,98000,121300
132517701500000,NW 324,RESIDENTIAL,23300,0,23300,100800,0,124100
132517701600000,NW 324,RESIDENTIAL,23300,0,23300,96600,0,119900
132517701700000,NW 324,RESIDENTIAL,23300,0,23300,93400,0,116700
132517701800000,NW 324,RESIDENTIAL,24300,0,24300,90700,0,115000
132517701900000,NW 324,RESIDENTIAL,24100,0,24100,92000,0,116100
132517702000000,NW 324,RESIDENTIAL,24100,0,24100,82600,0,106700
132517702100000,NW 324,RESIDENTIAL,24100,0,24100,87400,0,111500
132517702200000,NW 324,RESIDENTIAL,24100,0,24100,93500,0,117600
132517702300000,NW 324,RESIDENTIAL,24100,0,24100,92200,0,116300
132517702400000,NW 324,RESIDENTIAL,24100,0,24100,93800,0,117900
132517702500000,NW 324,RESIDENTIAL,27100,0,27100,112800,0,139900
132517702600000,NW 324,RESIDENTIAL,26600,0,26600,104100,0,130700
132517702700000,FLAT PARKING,COMMERCIAL,0,162800,162800,0,8100,170900
132517702800000,OFFICE,COMMERCIAL,0,167300,167300,0,355200,522500
132517800100000,NW 324,RESIDENTIAL,24500,0,24500,101200,0,125700
132517800200000,NW 324,RESIDENTIAL,27600,0,27600,93300,0,120900
132517800300000,NW 324,RESIDENTIAL,23300,0,23300,94900,0,118200
132517800400000,NW 324,RESIDENTIAL,23300,0,23300,101800,0,125100
132517800500000,NW 324,RESIDENTIAL,23300,0,23300,94000,0,117300
132517800600000,NW 324,RESIDENTIAL,23300,0,23300,96300,0,119600
132517800700000,NW 324,RESIDENTIAL,23300,0,23300,94000,0,117300
132517800800000,NW 324,RESIDENTIAL,23300,0,23300,86900,0,110200
132517800900000,NW 324,RESIDENTIAL,25500,0,25500,85100,0,110600
132517801000000,NW 324,RESIDENTIAL,25500,0,25500,105700,0,131200
132517801100000,NW 324,RESIDENTIAL,25500,0,25500,94300,0,119800
132517801200000,NW 324,RESIDENTIAL,25500,0,25500,95900,0,121400
132517801300000,NW 324,RESIDENTIAL,23300,0,23300,94600,0,117900
132517801400000,NW 324,RESIDENTIAL,23300,0,23300,98200,0,121500
132517801500000,NW 324,RESIDENTIAL,23300,0,23300,90600,0,113900
132517801600000,NW 324,RESIDENTIAL,23300,0,23300,88200,0,111500
132517801700000,NW 324,RESIDENTIAL,25100,0,25100,90600,0,115700
132517801800000,NW 324,RESIDENTIAL,25500,0,25500,103300,0,128800
132517801900000,NW 324,RESIDENTIAL,27800,0,27800,102300,0,130100
132517802000000,NW 324,RESIDENTIAL,30600,0,30600,101000,0,131600
132517802100000,NW 324,RESIDENTIAL,30600,0,30600,97900,0,128500
132517802200000,NW 324,RESIDENTIAL,28200,0,28200,100700,0,128900
132517802300000,NW 324,RESIDENTIAL,25500,0,25500,113800,0,139300
132517802400000,NW 324,RESIDENTIAL,30800,0,30800,108600,0,139400
132517802500000,NW 324,RESIDENTIAL,29000,0,29000,104600,0,133600
132517802600000,NW 324,RESIDENTIAL,27900,0,27900,111600,0,139500
132517802700000,NW 324,RESIDENTIAL,28600,0,28600,89800,0,118400
132517802800000,NW 324,RESIDENTIAL,25200,0,25200,130800,0,156000
132517802900000,NW 324,RESIDENTIAL,22700,0,22700,95300,0,118000
132517803000000,NW 324,RESIDENTIAL,23300,0,23300,89100,0,112400
132517900100000,NW 324,RESIDENTIAL,28400,0,28400,96900,0,125300
132517900200000,NW 324,RESIDENTIAL,23100,0,23100,95500,0,118600
132517900300000,NW 324,RESIDENTIAL,21800,0,21800,92800,0,114600
132517900400000,NW 324,RESIDENTIAL,22400,0,22400,96900,0,119300
132517900500000,NW 324,RESIDENTIAL,23300,0,23300,86400,0,109700
132517900600000,NW 324,RESIDENTIAL,23300,0,23300,96700,0,120000
132517900700000,NW 324,RESIDENTIAL,23300,0,23300,93200,0,116500
132517900800000,NW 324,RESIDENTIAL,23300,0,23300,89100,0,112400
132517900900000,NW 324,RESIDENTIAL,23300,0,23300,85300,0,108600
132517901000000,NW 324,RESIDENTIAL,23300,0,23300,105700,0,129000
132517901100000,NW 324,RESIDENTIAL,23300,0,23300,100900,0,124200
132517901200000,NW 324,RESIDENTIAL,23300,0,23300,97800,0,121100
132517901300000,NW 324,RESIDENTIAL,23500,0,23500,88300,0,111800
132517901400000,NW 324,RESIDENTIAL,25500,0,25500,87800,0,113300
132517901500000,NW 324,RESIDENTIAL,25500,0,25500,101400,0,126900
132517901600000,NW 324,RESIDENTIAL,25500,0,25500,95400,0,120900
132517901700000,NW 324,RESIDENTIAL,25500,0,25500,89700,0,115200
132517901800000,NW 324,RESIDENTIAL,25500,0,25500,105500,0,131000
132517901900000,NW 324,RESIDENTIAL,23300,0,23300,95500,0,118800
132517902000000,NW 324,RESIDENTIAL,23300,0,23300,90900,0,114200
132517902100000,NW 324,RESIDENTIAL,23300,0,23300,97500,0,120800
132517902200000,NW 324,RESIDENTIAL,23300,0,23300,91200,0,114500
132518000100000,NW 324,RESIDENTIAL,24900,0,24900,108200,0,133100
132518000400000,NW 324,RESIDENTIAL,52600,0,52600,0,0,52600
132518000500000,NW 324,RESIDENTIAL,23400,0,23400,93600,0,117000
132518000600000,NW 324,RESIDENTIAL,23300,0,23300,92600,0,115900
132518000700000,NW 324,RESIDENTIAL,23300,0,23300,110900,0,134200
132518000800000,NW 324,RESIDENTIAL,23300,0,23300,134300,0,157600
132518000900000,NW 324,RESIDENTIAL,23300,0,23300,105000,0,128300
132518001000000,NW 324,RESIDENTIAL,23300,0,23300,76300,0,99600
132518001100000,NW 324,RESIDENTIAL,23300,0,23300,67800,0,91100
132518001200000,NW 324,RESIDENTIAL,22200,0,22200,90700,0,112900
132518001300000,NW 324,RESIDENTIAL,23300,0,23300,89700,0,113000
132518001400000,APARTMENT,RESIDENTIAL,78800,0,78800,287600,0,366400
132518100100000,NW 324,RESIDENTIAL,23300,0,23300,83000,0,106300
132518100200000,NW 324,RESIDENTIAL,23300,0,23300,99900,0,123200
132518100300000,NW 324,RESIDENTIAL,23300,0,23300,88100,0,111400
132518100400000,NW 324,RESIDENTIAL,22200,0,22200,89000,0,111200
132518100500000,NW 324,RESIDENTIAL,23300,0,23300,94300,0,117600
132518100600000,NW 324,RESIDENTIAL,23300,0,23300,109500,0,132800
132518100700000,NW 324,RESIDENTIAL,22200,0,22200,90700,0,112900
132518100800000,NW 324,RESIDENTIAL,23300,0,23300,89500,0,112800
132518100900000,NW 324,RESIDENTIAL,22200,0,22200,87300,0,109500
132518101000000,NW 324,RESIDENTIAL,23300,0,23300,81900,0,105200
132518200100000,NW 324,RESIDENTIAL,21800,0,21800,94400,0,116200
132518200200000,NW 324,RESIDENTIAL,21800,0,21800,91400,0,113200
132518200300000,NW 324,RESIDENTIAL,21800,0,21800,129900,0,151700
132518200400000,NW 324,RESIDENTIAL,21800,0,21800,102200,0,124000
132518200500000,NW 324,RESIDENTIAL,21800,0,21800,93300,0,115100
132518200600000,NW 324,RESIDENTIAL,21900,0,21900,91300,0,113200
132518200700000,APARTMENT,RESIDENTIAL,50000,0,50000,190900,0,240900
132520100100000,NW 328,RESIDENTIAL,32400,0,32400,166800,0,199200
132520100200000,NW 328,RESIDENTIAL,30500,0,30500,162100,0,192600
132520100300000,NW 328,RESIDENTIAL,27600,0,27600,167000,0,194600
132520100400000,NW 328,RESIDENTIAL,30500,0,30500,145500,0,176000
132520100500000,NW 328,RESIDENTIAL,30900,0,30900,163600,0,194500
132520100600000,NW 328,RESIDENTIAL,27200,0,27200,170400,0,197600
132520100700000,NW 328,RESIDENTIAL,27200,0,27200,136000,0,163200
132520100800000,NW 328,RESIDENTIAL,27200,0,27200,142600,0,169800
132520100900000,NW 328,RESIDENTIAL,27200,0,27200,158800,0,186000
132520101000000,NW 328,RESIDENTIAL,27200,0,27200,153100,0,180300
132520101100000,NW 328,RESIDENTIAL,26800,0,26800,145500,0,172300
132520101200000,NW 328,RESIDENTIAL,26800,0,26800,146600,0,173400
132520101300000,NW 328,RESIDENTIAL,28500,0,28500,165300,0,193800
132520101400000,NW 328,RESIDENTIAL,27400,0,27400,139000,0,166400
132520101500000,NW 328,RESIDENTIAL,24200,0,24200,143700,0,167900
132520101600000,NW 327,RESIDENTIAL,30200,0,30200,73800,0,104000
132520101700000,NW 327,RESIDENTIAL,29300,0,29300,82300,0,111600
132520101800000,NW 327,RESIDENTIAL,29000,0,29000,97200,0,126200
132520101900000,NW 327,RESIDENTIAL,24000,0,24000,97300,0,121300
132520102000000,NW 327,RESIDENTIAL,24000,0,24000,94200,0,118200
132520102100000,NW 327,RESIDENTIAL,24000,0,24000,89500,0,113500
132520102200000,NW 327,RESIDENTIAL,24000,0,24000,91000,0,115000
132520102300000,NW 327,RESIDENTIAL,24000,0,24000,100800,0,124800
132520102400000,NW 328,RESIDENTIAL,27700,0,27700,179500,0,207200
132520102500000,NW 328,RESIDENTIAL,27400,0,27400,137600,0,165000
132520102600000,NW 328,RESIDENTIAL,27400,0,27400,142000,0,169400
132520102700000,NW 328,RESIDENTIAL,27400,0,27400,136300,0,163700
132520102800000,NW 328,RESIDENTIAL,27200,0,27200,146600,0,173800
132520200100000,NW 328,RESIDENTIAL,33700,0,33700,152900,0,186600
132520200200000,NW 328,RESIDENTIAL,29100,0,29100,146400,0,175500
132520200300000,NW 328,RESIDENTIAL,29100,0,29100,148100,0,177200
132520200400000,NW 328,RESIDENTIAL,29100,0,29100,146200,0,175300
132520200500000,NW 328,RESIDENTIAL,29100,0,29100,146200,0,175300
132520200600000,NW 328,RESIDENTIAL,29100,0,29100,135000,0,164100
132520200700000,NW 328,RESIDENTIAL,29100,0,29100,150600,0,179700
132520200800000,NW 328,RESIDENTIAL,29100,0,29100,140200,0,169300
132520200900000,NW 328,RESIDENTIAL,29100,0,29100,143700,0,172800
132520201000000,NW 328,RESIDENTIAL,29100,0,29100,145300,0,174400
132520201100000,NW 328,RESIDENTIAL,29100,0,29100,164200,0,193300
132520201200000,NW 328,RESIDENTIAL,27000,0,27000,134400,0,161400
132520201300000,NW 328,RESIDENTIAL,29100,0,29100,153800,0,182900
132520201400000,NW 328,RESIDENTIAL,29100,0,29100,150600,0,179700
132520300100000,NW 328,RESIDENTIAL,31400,0,31400,170300,0,201700
132520300200000,NW 328,RESIDENTIAL,27200,0,27200,171600,0,198800
132520300300000,NW 328,RESIDENTIAL,27200,0,27200,171600,0,198800
132520300400000,NW 328,RESIDENTIAL,27200,0,27200,154000,0,181200
132520300500000,NW 328,RESIDENTIAL,27200,0,27200,161500,0,188700
132520300600000,NW 328,RESIDENTIAL,27200,0,27200,163200,0,190400
132520300700000,NW 328,RESIDENTIAL,27200,0,27200,188700,0,215900
132520300800000,NW 328,RESIDENTIAL,27200,0,27200,183000,0,210200
132520300900000,NW 328,RESIDENTIAL,27200,0,27200,156300,0,183500
132520301000000,NW 328,RESIDENTIAL,27200,0,27200,153900,0,181100
132520301100000,NW 328,RESIDENTIAL,27800,0,27800,159700,0,187500
132520301200000,NW 328,RESIDENTIAL,27000,0,27000,153700,0,180700
132520301300000,NW 328,RESIDENTIAL,28800,0,28800,169800,0,198600
132520301400000,NW 328,RESIDENTIAL,27700,0,27700,134400,0,162100
132520301500000,NW 328,RESIDENTIAL,30000,0,30000,152400,0,182400
132520301600000,NW 328,RESIDENTIAL,29100,0,29100,169400,0,198500
132520301700000,NW 328,RESIDENTIAL,30200,0,30200,132100,0,162300
132520301800000,NW 328,RESIDENTIAL,30300,0,30300,158300,0,188600
132520301900000,NW 328,RESIDENTIAL,28500,0,28500,146400,0,174900
132520302000000,NW 328,RESIDENTIAL,28600,0,28600,154000,0,182600
132520302100000,NW 328,RESIDENTIAL,25200,0,25200,160500,0,185700
132520302200000,NW 328,RESIDENTIAL,25200,0,25200,152600,0,177800
132520302300000,NW 328,RESIDENTIAL,25200,0,25200,166600,0,191800
132520302400000,NW 328,RESIDENTIAL,25200,0,25200,152700,0,177900
132520302500000,NW 328,RESIDENTIAL,25200,0,25200,162300,0,187500
132520302600000,NW 328,RESIDENTIAL,25200,0,25200,143900,0,169100
132520302700000,NW 328,RESIDENTIAL,25200,0,25200,181000,0,206200
132520302800000,NW 328,RESIDENTIAL,29500,0,29500,150300,0,179800
132520400100000,NW 328,RESIDENTIAL,29500,0,29500,168600,0,198100
132520400200000,NW 328,RESIDENTIAL,25200,0,25200,134600,0,159800
132520400300000,NW 328,RESIDENTIAL,28900,0,28900,165900,0,194800
132520400400000,NW 328,RESIDENTIAL,29100,0,29100,134800,0,163900
132520400500000,NW 328,RESIDENTIAL,28300,0,28300,144700,0,173000
132520400600000,NW 328,RESIDENTIAL,27600,0,27600,166700,0,194300
132520400700000,NW 328,RESIDENTIAL,26700,0,26700,149600,0,176300
132520400800000,NW 328,RESIDENTIAL,28300,0,28300,143000,0,171300
132520400900000,NW 328,RESIDENTIAL,30300,0,30300,161300,0,191600
132520401000000,NW 328,RESIDENTIAL,27700,0,27700,118200,0,145900
132520401100000,NW 328,RESIDENTIAL,29400,0,29400,138000,0,167400
132520401200000,NW 328,RESIDENTIAL,30300,0,30300,148100,0,178400
132520401300000,NW 328,RESIDENTIAL,30200,0,30200,135100,0,165300
132520401400000,NW 328,RESIDENTIAL,31400,0,31400,156300,0,187700
132520401500000,NW 328,RESIDENTIAL,30200,0,30200,139200,0,169400
132520401600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
132520401700000,NW 327,RESIDENTIAL,41300,0,41300,125800,0,167100
132520401800000,NW 327,RESIDENTIAL,40400,0,40400,84700,0,125100
132520401900000,NW 328,RESIDENTIAL,28900,0,28900,142800,0,171700
132520402000000,NW 328,RESIDENTIAL,26800,0,26800,140800,0,167600
132520500100000,NW 328,RESIDENTIAL,28900,0,28900,132800,0,161700
132520500200000,NW 328,RESIDENTIAL,26500,0,26500,127000,0,153500
132520500300000,NW 328,RESIDENTIAL,28600,0,28600,129300,0,157900
132520500400000,NW 328,RESIDENTIAL,29900,0,29900,132500,0,162400
132520500500000,NW 328,RESIDENTIAL,30900,0,30900,129300,0,160200
132520500600000,NW 328,RESIDENTIAL,25200,0,25200,153400,0,178600
132520500700000,NW 328,RESIDENTIAL,25200,0,25200,134300,0,159500
132520500800000,NW 328,RESIDENTIAL,29500,0,29500,126900,0,156400
132520500900000,NW 328,RESIDENTIAL,31800,0,31800,146300,0,178100
132520501000000,NW 328,RESIDENTIAL,32200,0,32200,153800,0,186000
132520501100000,NW 328,RESIDENTIAL,28000,0,28000,169300,0,197300
132520501200000,NW 327,RESIDENTIAL,24800,0,24800,80700,0,105500
132520501300000,NW 327,RESIDENTIAL,24800,0,24800,82400,0,107200
132520501400000,NW 327,RESIDENTIAL,24800,0,24800,155400,0,180200
132520501500000,NW 327,RESIDENTIAL,24800,0,24800,88000,0,112800
132520501600000,NW 327,RESIDENTIAL,24800,0,24800,93100,0,117900
132520501700000,NW 327,RESIDENTIAL,24800,0,24800,91600,0,116400
132520501800000,NW 327,RESIDENTIAL,24800,0,24800,84900,0,109700
132520501900000,NW 327,RESIDENTIAL,24900,0,24900,114200,0,139100
132520502000000,NW 327,RESIDENTIAL,24800,0,24800,93600,0,118400
132520502100000,NW 327,RESIDENTIAL,26100,0,26100,95700,0,121800
132520502200000,NW 327,RESIDENTIAL,34300,0,34300,100300,0,134600
132520600100000,NW 328,RESIDENTIAL,31400,0,31400,168000,0,199400
132520600200000,NW 328,RESIDENTIAL,27200,0,27200,155600,0,182800
132520600300000,NW 328,RESIDENTIAL,30100,0,30100,123900,0,154000
132520700100000,NW 327,RESIDENTIAL,32700,0,32700,105100,0,137800
132520700200000,NW 327,RESIDENTIAL,26700,0,26700,95400,0,122100
132520700300000,NW 327,RESIDENTIAL,26900,0,26900,87000,0,113900
132520700400000,NW 327,RESIDENTIAL,25200,0,25200,89900,0,115100
132520700500000,NW 327,RESIDENTIAL,25200,0,25200,99200,0,124400
132520700600000,NW 327,RESIDENTIAL,25200,0,25200,84800,0,110000
132520700700000,NW 327,RESIDENTIAL,25200,0,25200,92900,0,118100
132520700800000,NW 327,RESIDENTIAL,25200,0,25200,101800,0,127000
132520700900000,NW 327,RESIDENTIAL,25200,0,25200,87000,0,112200
132520701000000,NW 327,RESIDENTIAL,25200,0,25200,88200,0,113400
132520701100000,NW 327,RESIDENTIAL,28000,0,28000,87900,0,115900
132520800100000,NW 327,RESIDENTIAL,24000,0,24000,73700,0,97700
132520800200000,NW 327,RESIDENTIAL,24000,0,24000,79800,0,103800
132520800300000,NW 327,RESIDENTIAL,24000,0,24000,95700,0,119700
132520800400000,NW 327,RESIDENTIAL,24000,0,24000,77200,0,101200
132520800500000,NW 327,RESIDENTIAL,24000,0,24000,80100,0,104100
132520800600000,NW 327,RESIDENTIAL,24200,0,24200,105800,0,130000
132522600100000,NW 328,RESIDENTIAL,29100,0,29100,168200,0,197300
132522600200000,NW 328,RESIDENTIAL,29900,0,29900,162400,0,192300
132522600300000,NW 328,RESIDENTIAL,29400,0,29400,152900,0,182300
132522600400000,NW 328,RESIDENTIAL,30000,0,30000,126400,0,156400
132522600500000,NW 328,RESIDENTIAL,30200,0,30200,120000,0,150200
132522600600000,NW 328,RESIDENTIAL,31100,0,31100,123400,0,154500
132522700100000,NW 328,RESIDENTIAL,34000,0,34000,174800,0,208800
132522700200000,NW 328,RESIDENTIAL,33700,0,33700,142100,0,175800
132522700300000,NW 328,RESIDENTIAL,31600,0,31600,131200,0,162800
