GIS_Number_valuations,Map_Name_valuations,Class_valuations,2015 Land Res,2015 Land Comm,2015 Total Land,2015 Dwlg,2015 Improv,2015 Total
141030800200000,NE 131,RESIDENTIAL,17700,0,17700,46400,0,64100
141030800300000,NE 131,RESIDENTIAL,13300,0,13300,46600,0,59900
141030800400000,NE 131,RESIDENTIAL,26500,0,26500,55300,0,81800
141030800500000,NE 131,RESIDENTIAL,26500,0,26500,74000,0,100500
141030800600000,NE 131,RESIDENTIAL,13300,0,13300,51800,0,65100
141030800700000,NE 131,RESIDENTIAL,13300,0,13300,21500,0,34800
141030800800000,NE 131,RESIDENTIAL,13300,0,13300,17400,0,30700
141030800900000,NE 131,RESIDENTIAL,12200,0,12200,65400,0,77600
141030801000000,NE 131,RESIDENTIAL,12200,0,12200,78000,0,90200
141030801100000,NE 131,RESIDENTIAL,12200,0,12200,39800,0,52000
141030801200000,NE 131,RESIDENTIAL,12200,0,12200,48000,0,60200
141030801300000,NE 131,RESIDENTIAL,12200,0,12200,48900,0,61100
141030801400000,NE 131,RESIDENTIAL,12200,0,12200,25400,0,37600
141030801500000,NE 131,RESIDENTIAL,12200,0,12200,59700,0,71900
141030801600000,NE 131,RESIDENTIAL,12200,0,12200,47700,0,59900
141030801700000,NE 131,RESIDENTIAL,16300,0,16300,59400,0,75700
141030801800000,NE 131,RESIDENTIAL,24500,0,24500,79400,0,103900
141030900100000,NE 131,RESIDENTIAL,13300,0,13300,45100,0,58400
141030900200000,NE 131,RESIDENTIAL,13300,0,13300,49100,0,62400
141030900300000,NE 131,RESIDENTIAL,24700,0,24700,119900,0,144600
141030900400000,NE 131,RESIDENTIAL,25900,0,25900,50300,0,76200
141030900500000,NE 131,RESIDENTIAL,12200,0,12200,76300,0,88500
141030900600000,NE 131,RESIDENTIAL,12200,0,12200,66000,0,78200
141032600100000,NE 131,RESIDENTIAL,24200,0,24200,108500,0,132700
141032600200000,NE 131,RESIDENTIAL,24000,0,24000,103100,0,127100
141032600300000,NE 131,RESIDENTIAL,24200,0,24200,103800,0,128000
141032600400000,NE 131,RESIDENTIAL,24000,0,24000,104100,0,128100
141032600500000,NE 131,RESIDENTIAL,23800,0,23800,100200,0,124000
141032600600000,NE 131,RESIDENTIAL,24500,0,24500,87000,0,111500
141032600700000,NE 131,RESIDENTIAL,24500,0,24500,85300,0,109800
141032600800000,NE 131,RESIDENTIAL,24500,0,24500,86600,0,111100
141032600900000,NE 131,RESIDENTIAL,22600,0,22600,55300,0,77900
141032601000000,NE 131,RESIDENTIAL,18200,0,18200,52300,0,70500
141032601100000,NE 131,RESIDENTIAL,18500,0,18500,53800,0,72300
141032601200000,VACANT LAND,EXEMPT,0,66100,66100,0,0,66100
141032601300000,CHURCH,EXEMPT,0,29400,29400,0,60500,89900
141032601400000,NE 131,RESIDENTIAL,17700,0,17700,64100,0,81800
141032601500000,NE 131,RESIDENTIAL,26000,0,26000,97200,0,123200
141032601600000,NE 131,RESIDENTIAL,26700,0,26700,52900,0,79600
141032601700000,NE 131,RESIDENTIAL,14300,0,14300,75800,0,90100
141032601800000,NE 131,RESIDENTIAL,14300,0,14300,73300,0,87600
141032601900000,NE 131,RESIDENTIAL,26000,0,26000,74400,0,100400
141032602000000,NE 131,RESIDENTIAL,26000,0,26000,70100,0,96100
141032602100000,NE 131,RESIDENTIAL,26000,0,26000,103400,0,129400
141032602200000,NE 131,RESIDENTIAL,26800,0,26800,102100,0,128900
141032602300000,NE 131,RESIDENTIAL,16400,0,16400,63700,0,80100
141032602400000,NE 131,RESIDENTIAL,19700,0,19700,126300,0,146000
141032602500000,NE 131,RESIDENTIAL,16400,0,16400,54200,0,70600
141032602600000,NE 131,RESIDENTIAL,26500,0,26500,65700,0,92200
141032602700000,NE 131,RESIDENTIAL,17400,0,17400,67500,0,84900
141032602800000,NE 131,RESIDENTIAL,17400,0,17400,75500,0,92900
141032700100000,NE 131,RESIDENTIAL,14400,0,14400,71200,0,85600
141032700200000,NE 132,RESIDENTIAL,21100,0,21100,115600,0,136700
141032700300000,NE 131,RESIDENTIAL,16900,0,16900,61600,0,78500
141032700400000,NE 131,RESIDENTIAL,16200,0,16200,103300,0,119500
141032700500000,NE 131,RESIDENTIAL,16200,0,16200,61200,0,77400
141032700600000,NE 131,RESIDENTIAL,14800,0,14800,40800,0,55600
141032700700000,NE 131,RESIDENTIAL,13200,0,13200,89800,0,103000
141032700800000,NE 131,RESIDENTIAL,14300,0,14300,83900,0,98200
141032800100000,NE 131,RESIDENTIAL,26000,0,26000,92400,0,118400
141032800200000,NE 131,RESIDENTIAL,27600,0,27600,57100,0,84700
141032800300000,NE 131,RESIDENTIAL,24400,0,24400,30100,0,54500
141032800400000,NE 131,RESIDENTIAL,17200,0,17200,87400,0,104600
141032800500000,NE 131,RESIDENTIAL,17200,0,17200,87000,0,104200
141032800600000,NE 131,RESIDENTIAL,17600,0,17600,69000,0,86600
141032800700000,NE 131,RESIDENTIAL,26000,0,26000,81200,0,107200
141032800800000,NE 131,RESIDENTIAL,26000,0,26000,88600,0,114600
141032800900000,NE 131,RESIDENTIAL,26000,0,26000,90600,0,116600
141032801000000,NE 131,RESIDENTIAL,26000,0,26000,112800,0,138800
141032801100000,NE 131,RESIDENTIAL,13300,0,13300,52400,0,65700
141032801200000,NE 131,RESIDENTIAL,13300,0,13300,74400,0,87700
141032801300000,NE 131,RESIDENTIAL,27000,0,27000,89000,0,116000
141032801400000,NE 131,RESIDENTIAL,20000,0,20000,0,0,20000
141032801500000,NE 131,RESIDENTIAL,16100,0,16100,76400,0,92500
141032801600000,NE 131,RESIDENTIAL,21200,0,21200,77400,0,98600
141032801700000,NE 131,RESIDENTIAL,18900,0,18900,102000,0,120900
141032801800000,NE 131,RESIDENTIAL,20700,0,20700,65500,0,86200
141032801900000,NE 131,RESIDENTIAL,25000,0,25000,106100,0,131100
141032802000000,NE 131,RESIDENTIAL,25500,0,25500,106200,0,131700
141032802100000,NE 131,RESIDENTIAL,13000,0,13000,78200,0,91200
141032802200000,NE 131,RESIDENTIAL,19500,0,19500,71900,0,91400
141032802300000,NE 131,RESIDENTIAL,19500,0,19500,65200,0,84700
141032802400000,NE 131,RESIDENTIAL,26000,0,26000,56900,0,82900
141032802500000,NE 131,RESIDENTIAL,26000,0,26000,89200,0,115200
141032802600000,NE 131,RESIDENTIAL,17600,0,17600,105500,0,123100
141032802700000,NE 131,RESIDENTIAL,17200,0,17200,93000,0,110200
141032802800000,NE 131,RESIDENTIAL,17200,0,17200,79000,0,96200
141032802900000,NE 131,RESIDENTIAL,19500,0,19500,92000,0,111500
141032803000000,NE 131,RESIDENTIAL,19500,0,19500,97200,0,116700
141032803100000,NE 131,RESIDENTIAL,19500,0,19500,112900,0,132400
141032803200000,NE 131,RESIDENTIAL,19500,0,19500,82700,0,102200
141032900100000,NE 131,RESIDENTIAL,15800,0,15800,65300,0,81100
141032900200000,NE 131,RESIDENTIAL,12700,0,12700,96500,0,109200
141032900300000,NE 131,RESIDENTIAL,12200,0,12200,87200,0,99400
141032900400000,NE 131,RESIDENTIAL,13000,0,13000,52200,0,65200
141032900500000,NE 131,RESIDENTIAL,12600,0,12600,0,0,12600
141032900600000,OFFICE,COMMERCIAL,0,147000,147000,0,619100,766100
141033000100000,NE 131,RESIDENTIAL,16900,0,16900,104900,0,121800
141033000200000,NE 131,RESIDENTIAL,19500,0,19500,114600,0,134100
141033000300000,NE 131,RESIDENTIAL,19500,0,19500,107200,0,126700
141033000400000,NE 131,RESIDENTIAL,16000,0,16000,84900,0,100900
141033000500000,NE 131,RESIDENTIAL,15800,0,15800,53500,0,69300
141033000600000,NE 131,RESIDENTIAL,21400,0,21400,76100,0,97500
141033000700000,NE 131,RESIDENTIAL,20500,0,20500,70700,0,91200
141033000800000,NE 131,RESIDENTIAL,15400,0,15400,70700,0,86100
141033000900000,NE 131,RESIDENTIAL,19500,0,19500,83400,0,102900
141033001000000,NE 131,RESIDENTIAL,26000,0,26000,79700,0,105700
141033001100000,NE 131,RESIDENTIAL,26000,0,26000,104100,0,130100
141033001200000,NE 131,RESIDENTIAL,25500,0,25500,108200,0,133700
141033001300000,NE 131,RESIDENTIAL,26000,0,26000,111600,0,137600
141033001400000,NE 131,RESIDENTIAL,26000,0,26000,85400,0,111400
141033001500000,NE 131,RESIDENTIAL,24400,0,24400,19800,0,44200
141033001600000,NE 131,RESIDENTIAL,18000,0,18000,54800,0,72800
141033001700000,NE 131,RESIDENTIAL,21400,0,21400,40500,0,61900
141033001800000,APARTMENT,RESIDENTIAL,25700,0,25700,388300,0,414000
141033001900000,APARTMENT,RESIDENTIAL,19500,0,19500,182900,0,202400
141033002000000,APARTMENT,RESIDENTIAL,15100,0,15100,170200,0,185300
141033002100000,NE 131,RESIDENTIAL,11400,0,11400,23000,0,34400
141033002300000,NE 131,RESIDENTIAL,23900,0,23900,61600,0,85500
141033002500000,NE 131,RESIDENTIAL,11400,0,11400,22600,0,34000
141033002600000,NE 131,RESIDENTIAL,30600,0,30600,118400,0,149000
141033002700000,NE 131,RESIDENTIAL,21500,0,21500,35300,0,56800
141033002800000,NE 131,RESIDENTIAL,26500,0,26500,31900,0,58400
141033002900000,NE 131,RESIDENTIAL,26000,0,26000,55800,0,81800
141033003000000,NE 131,RESIDENTIAL,26000,0,26000,39700,0,65700
141033003100000,NE 131,RESIDENTIAL,19500,0,19500,67700,0,87200
141033003200000,NE 131,RESIDENTIAL,16900,0,16900,52900,0,69800
141033003300000,NE 131,RESIDENTIAL,18300,0,18300,85600,0,103900
141033003400000,NE 131,RESIDENTIAL,22100,0,22100,34988,0,57088
141033003500000,NE 131,RESIDENTIAL,26800,0,26800,88900,0,115700
141033003600000,NE 131,RESIDENTIAL,26000,0,26000,90200,0,116200
141033003700000,NE 131,RESIDENTIAL,26000,0,26000,64000,0,90000
141033003800000,NE 131,RESIDENTIAL,10400,0,10400,57100,0,67500
141033100100000,NE 131,RESIDENTIAL,24700,0,24700,74000,0,98700
141033100200000,NE 131,RESIDENTIAL,13300,0,13300,75800,0,89100
141033100300000,NE 131,RESIDENTIAL,13300,0,13300,70100,0,83400
141033100400000,NE 131,RESIDENTIAL,24400,0,24400,105000,0,129400
141033100500000,NE 131,RESIDENTIAL,13300,0,13300,68200,0,81500
141033100600000,NE 131,RESIDENTIAL,13300,0,13300,65400,0,78700
141033100700000,NE 131,RESIDENTIAL,28800,0,28800,100200,0,129000
141033100800000,NE 131,RESIDENTIAL,14400,0,14400,42100,0,56500
141033100900000,NE 131,RESIDENTIAL,13300,0,13300,57400,0,70700
141033101000000,NE 131,RESIDENTIAL,26000,0,26000,125100,0,151100
141033101100000,NE 131,RESIDENTIAL,27300,0,27300,131100,0,158400
141033101200000,NE 131,RESIDENTIAL,26500,0,26500,114200,0,140700
141033101300000,NE 131,RESIDENTIAL,26500,0,26500,78900,0,105400
141033101400000,NE 131,RESIDENTIAL,22900,0,22900,89000,0,111900
141033101600000,NE 131,RESIDENTIAL,19800,0,19800,52700,0,72500
141033101700000,CONVENIENCE STORE,COMMERCIAL,0,435000,435000,0,931900,1366900
141033101800000,NE 131,RESIDENTIAL,26400,0,26400,63200,0,89600
141033102000000,NE 131,RESIDENTIAL,26600,0,26600,41200,0,67800
141033102100000,NE 131,RESIDENTIAL,24500,0,24500,89500,0,114000
141033102200000,NE 131,RESIDENTIAL,24500,0,24500,82100,0,106600
141033102300000,NE 131,RESIDENTIAL,21600,0,21600,48500,0,70100
141033102400000,NE 131,RESIDENTIAL,25000,0,25000,34000,0,59000
141033102500000,NE 131,RESIDENTIAL,12200,0,12200,51000,0,63200
141033102600000,NE 131,RESIDENTIAL,24500,0,24500,57700,0,82200
141033102700000,NE 131,RESIDENTIAL,25200,0,25200,74400,0,99600
141033102800000,NE 131,RESIDENTIAL,24500,0,24500,90400,0,114900
141033102900000,NE 131,RESIDENTIAL,25900,0,25900,63500,0,89400
141035100100000,NE 143,RESIDENTIAL,25000,0,25000,100200,0,125200
141035100200000,NE 143,RESIDENTIAL,16800,0,16800,81100,0,97900
141035100300000,NE 143,RESIDENTIAL,16800,0,16800,69700,0,86500
141035100400000,NE 143,RESIDENTIAL,16800,0,16800,65100,0,81900
141035100500000,NE 143,RESIDENTIAL,29700,0,29700,94500,0,124200
141035100600000,NE 143,RESIDENTIAL,30200,0,30200,71200,0,101400
141035100700000,NE 143,RESIDENTIAL,37700,0,37700,82800,0,120500
141035100800000,NE 143,RESIDENTIAL,31200,0,31200,87500,0,118700
141035100900000,NE 143,RESIDENTIAL,31200,0,31200,98200,0,129400
141035101000000,NE 143,RESIDENTIAL,37700,0,37700,76600,0,114300
141035101100000,NE 143,RESIDENTIAL,30200,0,30200,73800,0,104000
141035101200000,NE 143,RESIDENTIAL,30200,0,30200,93900,0,124100
141035101300000,NE 143,RESIDENTIAL,26500,0,26500,61200,0,87700
141035101400000,NE 143,RESIDENTIAL,25200,0,25200,38100,0,63300
141035101500000,NE 143,RESIDENTIAL,25000,0,25000,52100,0,77100
141035101600000,NE 143,RESIDENTIAL,29700,0,29700,72000,0,101700
141035101700000,NE 143,RESIDENTIAL,30200,0,30200,65400,0,95600
141035101800000,NE 143,RESIDENTIAL,32900,0,32900,90400,0,123300
141035101900000,NE 143,RESIDENTIAL,4700,0,4700,0,0,4700
141035102000000,NE 143,RESIDENTIAL,5000,0,5000,0,0,5000
141035102100000,NE 143,RESIDENTIAL,3700,0,3700,0,0,3700
141035102200000,NE 143,RESIDENTIAL,6500,0,6500,0,0,6500
141035102300000,NE 143,RESIDENTIAL,6500,0,6500,0,0,6500
141035102400000,NE 143,RESIDENTIAL,26300,0,26300,170100,0,196400
141035102500000,NE 143,RESIDENTIAL,23300,0,23300,83000,0,106300
141035102600000,NE 143,RESIDENTIAL,25000,0,25000,107600,0,132600
141035200100000,NE 143,RESIDENTIAL,25700,0,25700,94200,0,119900
141035200200000,NE 143,RESIDENTIAL,30200,0,30200,64400,0,94600
141035200400000,NE 143,RESIDENTIAL,30200,0,30200,130400,0,160600
141035200500000,NE 143,RESIDENTIAL,3100,0,3100,0,0,3100
141035200600000,NE 143,RESIDENTIAL,3100,0,3100,0,0,3100
141035200700000,NE 143,RESIDENTIAL,25200,0,25200,81800,0,107000
141035200800000,NE 143,RESIDENTIAL,25200,0,25200,99100,0,124300
141035200900000,NE 143,RESIDENTIAL,4300,0,4300,0,0,4300
141035201000000,NE 143,RESIDENTIAL,6500,0,6500,0,0,6500
141035201100000,NE 143,RESIDENTIAL,29500,0,29500,85200,0,114700
141035201200000,NE 143,RESIDENTIAL,32400,0,32400,51800,0,84200
141035201300000,NE 143,RESIDENTIAL,4300,0,4300,0,0,4300
141035201400000,NE 143,RESIDENTIAL,27000,0,27000,96700,0,123700
141035201500000,NE 143,RESIDENTIAL,29000,0,29000,76400,0,105400
141035201600000,NE 143,RESIDENTIAL,27500,0,27500,83000,0,110500
141035201700000,NE 143,RESIDENTIAL,27500,0,27500,90400,0,117900
141035201800000,NE 143,RESIDENTIAL,27500,0,27500,71900,0,99400
141035201900000,NE 143,RESIDENTIAL,27000,0,27000,96600,0,123600
141035202000000,OFFICE,COMMERCIAL,0,85400,85400,0,371900,457300
141035202100000,NE 143,RESIDENTIAL,22700,0,22700,46600,0,69300
141035202200000,NE 143,RESIDENTIAL,22700,0,22700,107800,0,130500
141035202300000,NE 143,RESIDENTIAL,22700,0,22700,81200,0,103900
141035202400000,NE 143,RESIDENTIAL,31200,0,31200,65600,0,96800
141035202500000,NE 143,RESIDENTIAL,20800,0,20800,77000,0,97800
141035202600000,NE 143,RESIDENTIAL,15800,0,15800,56900,0,72700
141035202700000,NE 143,RESIDENTIAL,15800,0,15800,32800,0,48600
141035202800000,NE 143,RESIDENTIAL,32200,0,32200,114700,0,146900
141035202900000,NE 143,RESIDENTIAL,25900,0,25900,97400,0,123300
141035203000000,NE 143,RESIDENTIAL,4700,0,4700,0,0,4700
141035203100000,NE 143,RESIDENTIAL,25200,0,25200,61000,0,86200
141035300100000,NE 143,RESIDENTIAL,19900,0,19900,94900,0,114800
141035300200000,NE 143,RESIDENTIAL,18700,0,18700,105300,0,124000
141035300300000,NE 143,RESIDENTIAL,27500,0,27500,94100,0,121600
141035300400000,NE 143,RESIDENTIAL,23500,0,23500,104000,0,127500
141035300500000,NE 143,RESIDENTIAL,24300,0,24300,105900,0,130200
141035300600000,NE 143,RESIDENTIAL,22700,0,22700,78000,0,100700
141035300700000,NE 143,RESIDENTIAL,22700,0,22700,90100,0,112800
141035300800000,NE 143,RESIDENTIAL,27300,0,27300,90600,0,117900
141035300900000,NE 143,RESIDENTIAL,33800,0,33800,87900,0,121700
141035301000000,NE 143,RESIDENTIAL,25300,0,25300,106600,0,131900
141035301100000,NE 143,RESIDENTIAL,27200,0,27200,131700,0,158900
141035301200000,NE 143,RESIDENTIAL,26500,0,26500,118400,0,144900
141035301300000,NE 143,RESIDENTIAL,26500,0,26500,87500,0,114000
141035301400000,NE 143,RESIDENTIAL,26500,0,26500,86700,0,113200
141035301500000,NE 143,RESIDENTIAL,26500,0,26500,107700,0,134200
141035301600000,NE 143,RESIDENTIAL,24500,0,24500,135400,0,159900
141035301700000,NE 143,RESIDENTIAL,26500,0,26500,103400,0,129900
141035301800000,NE 143,RESIDENTIAL,21500,0,21500,98800,0,120300
141035400100000,NE 143,RESIDENTIAL,23400,0,23400,68300,0,91700
141035400200000,NE 143,RESIDENTIAL,22700,0,22700,100300,0,123000
141035400300000,NE 143,RESIDENTIAL,28800,0,28800,111700,0,140500
141035400400000,NE 143,RESIDENTIAL,27400,0,27400,79200,0,106600
141035400500000,NE 143,RESIDENTIAL,22700,0,22700,95600,0,118300
141035400600000,NE 143,RESIDENTIAL,22700,0,22700,75700,0,98400
141035400700000,NE 143,RESIDENTIAL,22700,0,22700,86800,0,109500
141035400800000,NE 143,RESIDENTIAL,32600,0,32600,115300,0,147900
141035400900000,NE 143,RESIDENTIAL,25200,0,25200,68200,0,93400
141035401000000,NE 143,RESIDENTIAL,22700,0,22700,60800,0,83500
141035401100000,NE 143,RESIDENTIAL,22700,0,22700,95800,0,118500
141035401200000,NE 143,RESIDENTIAL,19700,0,19700,60100,0,79800
141035401300000,NE 143,RESIDENTIAL,19700,0,19700,83500,0,103200
141035401400000,NE 143,RESIDENTIAL,19700,0,19700,44300,0,64000
141035401500000,NE 143,RESIDENTIAL,20100,0,20100,56200,0,76300
141035401600000,NE 143,RESIDENTIAL,19700,0,19700,60800,0,80500
141035401700000,NE 143,RESIDENTIAL,20100,0,20100,78300,0,98400
141035401800000,NE 143,RESIDENTIAL,19700,0,19700,71800,0,91500
141035401900000,NE 143,RESIDENTIAL,19600,0,19600,77000,0,96600
141035500100000,NE 143,RESIDENTIAL,23500,0,23500,93000,0,116500
141035500200000,NE 143,RESIDENTIAL,24600,0,24600,113400,0,138000
141035500300000,NE 143,RESIDENTIAL,27000,0,27000,96400,0,123400
141035500400000,NE 143,RESIDENTIAL,27000,0,27000,84100,0,111100
141035500500000,NE 143,RESIDENTIAL,27200,0,27200,99300,0,126500
141035500600000,NE 143,RESIDENTIAL,27000,0,27000,148000,0,175000
141035500700000,NE 143,RESIDENTIAL,27000,0,27000,110000,0,137000
141035500800000,NE 143,RESIDENTIAL,25000,0,25000,98500,0,123500
141035500900000,NE 143,RESIDENTIAL,27800,0,27800,135800,0,163600
141035501000000,NE 143,RESIDENTIAL,26300,0,26300,96900,0,123200
141035501100000,NE 143,RESIDENTIAL,20500,0,20500,85700,0,106200
141035501200000,NE 143,RESIDENTIAL,20500,0,20500,89400,0,109900
141035501300000,NE 143,RESIDENTIAL,18200,0,18200,50900,0,69100
141035501400000,NE 143,RESIDENTIAL,18200,0,18200,53500,0,71700
141035501500000,NE 143,RESIDENTIAL,20500,0,20500,71500,0,92000
141035501600000,NE 143,RESIDENTIAL,18200,0,18200,63400,0,81600
141035501700000,NE 143,RESIDENTIAL,20500,0,20500,63000,0,83500
141035501800000,NE 143,RESIDENTIAL,22700,0,22700,73000,0,95700
141035501900000,NE 143,RESIDENTIAL,22700,0,22700,61500,0,84200
141035502000000,NE 143,RESIDENTIAL,23400,0,23400,82400,0,105800
141035502100000,NE 143,RESIDENTIAL,22400,0,22400,86300,0,108700
141035502200000,NE 143,RESIDENTIAL,20500,0,20500,75600,0,96100
141035502300000,NE 143,RESIDENTIAL,20500,0,20500,80800,0,101300
141035502400000,NE 143,RESIDENTIAL,20500,0,20500,77000,0,97500
141035502500000,NE 143,RESIDENTIAL,20500,0,20500,72200,0,92700
141035502600000,NE 143,RESIDENTIAL,20500,0,20500,102500,0,123000
141035502700000,NE 143,RESIDENTIAL,20500,0,20500,66000,0,86500
141035502800000,NE 143,RESIDENTIAL,20500,0,20500,79300,0,99800
141035502900000,NE 143,RESIDENTIAL,20500,0,20500,70900,0,91400
141035503000000,NE 143,RESIDENTIAL,24900,0,24900,100000,0,124900
141035503100000,NE 143,RESIDENTIAL,25100,0,25100,91700,0,116800
141035503200000,NE 143,RESIDENTIAL,23900,0,23900,82800,0,106700
141035503300000,NE 143,RESIDENTIAL,25600,0,25600,133000,0,158600
141035503400000,NE 143,RESIDENTIAL,25600,0,25600,60600,0,86200
141035503500000,NE 143,RESIDENTIAL,25600,0,25600,97200,0,122800
141035503600000,NE 143,RESIDENTIAL,17000,0,17000,73800,0,90800
141035503700000,NE 143,RESIDENTIAL,17000,0,17000,57000,0,74000
141035503800000,NE 143,RESIDENTIAL,26200,0,26200,120100,0,146300
141037600300000,NE 143,RESIDENTIAL,6800,0,6800,0,0,6800
141037600400000,NE 143,RESIDENTIAL,7400,0,7400,0,0,7400
141037600500000,NE 142,RESIDENTIAL,23300,0,23300,105600,0,128900
141037700100000,NE 143,RESIDENTIAL,24200,0,24200,32300,0,56500
141037700200000,NE 143,RESIDENTIAL,22700,0,22700,115800,0,138500
141037700300000,NE 143,RESIDENTIAL,21700,0,21700,95100,0,116800
141037700400000,NE 143,RESIDENTIAL,30400,0,30400,109300,0,139700
141037700500000,NE 143,RESIDENTIAL,23500,0,23500,98100,0,121600
141037700600000,NE 143,RESIDENTIAL,22700,0,22700,79700,0,102400
141037700700000,NE 143,RESIDENTIAL,23200,0,23200,84600,0,107800
141037700800000,NE 143,RESIDENTIAL,23600,0,23600,75000,0,98600
141037700900000,NE 143,RESIDENTIAL,22700,0,22700,70700,0,93400
141037701000000,NE 143,RESIDENTIAL,23100,0,23100,119300,0,142400
141037701100000,NE 143,RESIDENTIAL,31200,0,31200,68800,0,100000
141037701200000,NE 143,RESIDENTIAL,15100,0,15100,45000,0,60100
141037701300000,NE 143,RESIDENTIAL,2900,0,2900,33000,0,35900
141037701400000,NE 143,RESIDENTIAL,23000,0,23000,38800,0,61800
141037701500000,NE 143,RESIDENTIAL,21400,0,21400,90700,0,112100
141037800100000,NE 143,RESIDENTIAL,21000,0,21000,54400,0,75400
141037800200000,NE 143,RESIDENTIAL,17000,0,17000,61000,0,78000
141037800300000,NE 143,RESIDENTIAL,18900,0,18900,46000,0,64900
141037800400000,NE 143,RESIDENTIAL,17000,0,17000,47200,0,64200
141037800500000,NE 143,RESIDENTIAL,18900,0,18900,55700,0,74600
141037800600000,NE 143,RESIDENTIAL,21900,0,21900,54900,0,76800
141037800700000,NE 143,RESIDENTIAL,25600,0,25600,57700,0,83300
141037800800000,NE 143,RESIDENTIAL,25600,0,25600,86100,0,111700
141037800900000,NE 143,RESIDENTIAL,23400,0,23400,86800,0,110200
141037801000000,NE 143,RESIDENTIAL,24900,0,24900,64300,0,89200
141037801100000,NE 143,RESIDENTIAL,20400,0,20400,71000,0,91400
141037801200000,NE 143,RESIDENTIAL,20800,0,20800,70500,0,91300
141037801300000,NE 143,RESIDENTIAL,21000,0,21000,57500,0,78500
141037801400000,NE 143,RESIDENTIAL,18900,0,18900,49800,0,68700
141037801500000,NE 143,RESIDENTIAL,17000,0,17000,49500,0,66500
141037801600000,NE 143,RESIDENTIAL,18900,0,18900,67800,0,86700
141037801700000,NE 143,RESIDENTIAL,17000,0,17000,64400,0,81400
141037801800000,NE 143,RESIDENTIAL,21900,0,21900,41900,0,63800
141037900100000,NE 143,RESIDENTIAL,21100,0,21100,74700,0,95800
141037900200000,NE 143,RESIDENTIAL,25700,0,25700,56200,0,81900
141037900300000,NE 143,RESIDENTIAL,18200,0,18200,100800,0,119000
141037900400000,NE 143,RESIDENTIAL,29800,0,29800,74600,0,104400
141038000200000,NE 143,RESIDENTIAL,35100,0,35100,5700,0,40800
141038000300000,NE 143,RESIDENTIAL,19700,0,19700,107200,0,126900
141038000400000,NE 143,RESIDENTIAL,18900,0,18900,96100,0,115000
141038000500000,NE 143,RESIDENTIAL,18100,0,18100,97100,0,115200
141038000600000,NE 143,RESIDENTIAL,19700,0,19700,76800,0,96500
141038000700000,NE 143,RESIDENTIAL,18900,0,18900,70600,0,89500
141038000800000,NE 143,RESIDENTIAL,18100,0,18100,100500,0,118600
141038001000000,NE 143,RESIDENTIAL,28100,0,28100,80922,0,109022
141038001100000,CHURCH,EXEMPT,0,224000,224000,0,88500,312500
141038100100000,NE 143,RESIDENTIAL,21000,0,21000,78700,0,99700
141038100200000,NE 143,RESIDENTIAL,17000,0,17000,54100,0,71100
141038100300000,NE 143,RESIDENTIAL,18900,0,18900,50900,0,69800
141038100400000,NE 143,RESIDENTIAL,17000,0,17000,54500,0,71500
141038100500000,NE 143,RESIDENTIAL,18900,0,18900,53000,0,71900
141038100600000,NE 143,RESIDENTIAL,21800,0,21800,58200,0,80000
141038100700000,NE 143,RESIDENTIAL,21300,0,21300,56500,0,77800
141038100800000,NE 143,RESIDENTIAL,21800,0,21800,44700,0,66500
141038100900000,NE 143,RESIDENTIAL,18100,0,18100,52200,0,70300
141038101000000,NE 143,RESIDENTIAL,17200,0,17200,46200,0,63400
141038101100000,NE 143,RESIDENTIAL,21000,0,21000,56700,0,77700
141038101200000,NE 143,RESIDENTIAL,20500,0,20500,65100,0,85600
141038101300000,NE 143,RESIDENTIAL,20500,0,20500,76500,0,97000
141038101400000,NE 143,RESIDENTIAL,20500,0,20500,61200,0,81700
141038101500000,NE 143,RESIDENTIAL,24000,0,24000,146700,0,170700
141038101600000,NE 143,RESIDENTIAL,24800,0,24800,102800,0,127600
141038101700000,NE 143,RESIDENTIAL,20900,0,20900,60600,0,81500
141038101800000,NE 143,RESIDENTIAL,18900,0,18900,50600,0,69500
141038101900000,NE 143,RESIDENTIAL,17000,0,17000,49400,0,66400
141038102000000,NE 143,RESIDENTIAL,18900,0,18900,55300,0,74200
141038102100000,NE 143,RESIDENTIAL,17000,0,17000,50400,0,67400
141038102200000,NE 143,RESIDENTIAL,21800,0,21800,78600,0,100400
141038200100000,NE 143,RESIDENTIAL,23500,0,23500,148800,0,172300
141038200200000,NE 143,RESIDENTIAL,22700,0,22700,72900,0,95600
141038200300000,NE 143,RESIDENTIAL,22700,0,22700,96500,0,119200
141038200400000,NE 143,RESIDENTIAL,22700,0,22700,97300,0,120000
141038200500000,NE 143,RESIDENTIAL,23100,0,23100,71000,0,94100
141038200600000,NE 143,RESIDENTIAL,23500,0,23500,79500,0,103000
141038200700000,NE 143,RESIDENTIAL,22700,0,22700,71700,0,94400
141038200800000,NE 143,RESIDENTIAL,22700,0,22700,68000,0,90700
141038200900000,NE 143,RESIDENTIAL,22700,0,22700,73700,0,96400
141038201000000,NE 143,RESIDENTIAL,23100,0,23100,94800,0,117900
141038201100000,NE 143,RESIDENTIAL,24600,0,24600,72300,0,96900
141038201200000,NE 143,RESIDENTIAL,22700,0,22700,109400,0,132100
141038201300000,NE 143,RESIDENTIAL,22700,0,22700,82400,0,105100
141038201400000,NE 143,RESIDENTIAL,22700,0,22700,89600,0,112300
