GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2012 Land Res,2012 Land Comm,2012 Land Total,2012 Dwlg,2012 Improv,2012 Total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
142015501800000,,Exempt,CITY PROPERTY,1332,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0,142015501800000,COMM NW,Commercial,20736,0,43156,63892,,,,,,,,,
142015501900000,,Exempt,CITY PROPERTY,1336,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.07,,,,,,,,,0,0,0,0,0,0,142015501900000,NW 310,Residential,5260,33966,0,39226,,,,,,,,,
142015502000000,,Exempt,CITY PROPERTY,1338,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.085,,,,,,,,,0,0,0,0,0,0,142015502000000,NW 310,Residential,15570,70471,0,86041,,,,,,,,,
142015600100000,,Exempt,CITY PROPERTY,809,M AVE NW,CEDAR RAPIDS CITY OF,0.144,,,,,,,,,0,0,0,0,0,0,142015600100000,NW 310,Residential,19404,58923,0,78327,142015600100000,NW 310,RESIDENTIAL,19400,0,19400,129600,0,149000
142015601000000,,Exempt,CITY PROPERTY,1308,8TH ST NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0,142015601000000,NW 310,Residential,15840,53858,0,69698,142015601000000,NW 310,RESIDENTIAL,15800,0,15800,112300,0,128100
142015700100000,,Exempt,CITY PROPERTY,1340,9TH ST NW,CEDAR RAPIDS CITY OF,0.144,Single-Family,1 Story Frame,1950-01-01,689.0,,,,,0,0,0,0,0,0,142015700100000,NW 310,Residential,16979,45439,0,62418,142015700100000,NW 310,RESIDENTIAL,17000,0,17000,122700,0,139700
142015701900000,,Exempt,CITY PROPERTY,1332,9TH ST NW,CEDAR RAPIDS CITY OF,0.189,,,,,,,,,0,0,0,0,0,0,142015701900000,NW 310,Residential,22093,56924,0,79017,142015701900000,NW 310,RESIDENTIAL,22100,0,22100,120300,0,142400
142017600100000,,Exempt,CITY PROPERTY,107,O AVE NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,,,0,0,0,0,0,0,142017600100000,NW 310,Residential,14238,32260,0,46498,,,,,,,,,
142017600200000,,Exempt,CITY PROPERTY,1531,4TH ST NW,CEDAR RAPIDS CITY OF,0.132,Detached Structures Only,,2002-01-01,,,,,,0,0,0,0,0,0,142017600200000,NW 310,Residential,10135,0,0,10135,,,,,,,,,
142017600300000,,Exempt,CITY PROPERTY,1527,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017600300000,NW 310,Residential,11261,51916,0,63177,,,,,,,,,
142017600400000,,Exempt,CITY PROPERTY,1523,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017600400000,NW 310,Residential,17325,49036,0,66361,,,,,,,,,
142017600500000,,Exempt,CITY PROPERTY,1517,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017600500000,NW 310,Residential,17325,72153,0,89478,,,,,,,,,
142017600600000,,Exempt,CITY PROPERTY,1513,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017600600000,NW 310,Residential,17325,55402,0,72727,,,,,,,,,
142017600700000,,Exempt,CITY PROPERTY,1509,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017600700000,NW 310,Residential,6930,0,0,6930,,,,,,,,,
142017600800000,,Exempt,CITY PROPERTY,1503,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017600800000,NW 310,Residential,17325,42159,0,59484,,,,,,,,,
142017600900000,,Exempt,CITY PROPERTY,306,N AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0,142017600900000,NW 310,Residential,15925,49420,0,65345,,,,,,,,,
142017601100000,,Exempt,CITY PROPERTY,1502,1ST ST NW,CEDAR RAPIDS CITY OF,0.272,,,,,,,,,0,0,0,0,0,0,142017601100000,NW 310,Residential,18915,42392,0,61307,,,,,,,,,
142017601200000,,Exempt,CITY PROPERTY,1512,1ST ST NW,CEDAR RAPIDS CITY OF,0.214,,,,,,,,,0,0,0,0,0,0,142017601200000,NW 310,Residential,16500,0,0,16500,,,,,,,,,
142017601300000,,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.087,Detached Structures Only,,2002-01-01,,,,,,0,0,0,0,0,0,142017601300000,NW 310,Residential,2275,840,0,3115,,,,,,,,,
142017601400000,,Exempt,CITY PROPERTY,1514,1ST ST NW,CEDAR RAPIDS CITY OF,0.103,Single-Family,Salvage,1900-01-01,704.0,,,,,0,0,0,0,0,0,142017601400000,NW 310,Residential,12900,32095,0,44995,,,,,,,,,
142017601500000,,Exempt,CITY PROPERTY,1522,1ST ST NW,CEDAR RAPIDS CITY OF,0.161,Detached Structures Only,,1928-01-01,,,,,,0,0,0,0,0,0,142017601500000,NW 310,Residential,15300,33681,0,48981,,,,,,,,,
142017601600000,,Exempt,CITY PROPERTY,1530,1ST ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142017601600000,NW 310,Residential,14100,19008,0,33108,,,,,,,,,
142017700100000,,Exempt,CITY PROPERTY,1530,4TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0,142017700100000,NW 310,Residential,15593,34602,0,50195,,,,,,,,,
142017700300000,,Exempt,CITY PROPERTY,1525,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1943-01-01,414.0,,,,,0,0,0,0,0,0,142017700300000,NW 310,Residential,19800,27214,0,47014,,,,,,,,,
142017700500000,,Exempt,CITY PROPERTY,1511,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017700500000,NW 310,Residential,19800,41385,0,61185,,,,,,,,,
142017700600000,,Exempt,CITY PROPERTY,1507,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017700600000,NW 310,Residential,19800,61184,0,80984,,,,,,,,,
142017700700000,,Exempt,CITY PROPERTY,1503,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017700700000,NW 310,Residential,19800,57783,0,77583,,,,,,,,,
142017700800000,,Exempt,CITY PROPERTY,1502,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017700800000,NW 310,Residential,17325,69480,0,86805,,,,,,,,,
142017700900000,,Exempt,CITY PROPERTY,1506,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017700900000,NW 310,Residential,17325,73799,0,91124,,,,,,,,,
142017701000000,,Exempt,CITY PROPERTY,1510,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1895-01-01,680.0,,,,,0,0,0,0,0,0,142017701000000,NW 310,Residential,17325,53907,0,71232,,,,,,,,,
142017701200000,,Exempt,CITY PROPERTY,1520,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017701200000,NW 310,Residential,17325,54015,0,71340,,,,,,,,,
142017701300000,,Exempt,CITY PROPERTY,1526,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017701300000,NW 310,Residential,17325,44173,0,61498,,,,,,,,,
142017800100000,,Exempt,CITY PROPERTY,1526,5TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0,142017800100000,NW 310,Residential,17820,40158,0,57978,,,,,,,,,
142017800200000,,Exempt,CITY PROPERTY,1527,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0,142017800200000,NW 310,Residential,17820,50259,0,68079,142017800200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017800300000,,Exempt,CITY PROPERTY,1525,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017800300000,NW 310,Residential,19800,46010,0,65810,142017800300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017800400000,,Exempt,CITY PROPERTY,1523,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017800400000,NW 310,Residential,19800,52621,0,72421,142017800400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017800500000,,Exempt,CITY PROPERTY,1517,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017800500000,NW 310,Residential,19800,49226,0,69026,142017800500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017800600000,,Exempt,CITY PROPERTY,1513,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1905-01-01,818.0,,,,,0,0,0,0,0,0,142017800600000,NW 310,Residential,19800,62744,0,82544,142017800600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017800700000,,Exempt,CITY PROPERTY,1509,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017800700000,NW 310,Residential,19800,47926,0,67726,142017800700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017800800000,,Exempt,CITY PROPERTY,1501,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017800800000,NW 310,Residential,19800,61941,0,81741,142017800800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017800900000,,Exempt,CITY PROPERTY,1500,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017800900000,NW 310,Residential,19800,65721,0,85521,,,,,,,,,
142017801000000,,Exempt,CITY PROPERTY,1508,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017801000000,NW 310,Residential,19800,57124,0,76924,,,,,,,,,
142017801100000,,Exempt,CITY PROPERTY,1512,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1905-01-01,680.0,,,,,0,0,0,0,0,0,142017801100000,NW 310,Residential,19800,58613,0,78413,,,,,,,,,
142017801200000,,Exempt,CITY PROPERTY,1518,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017801200000,NW 310,Residential,19800,44802,0,64602,,,,,,,,,
142017801300000,,Exempt,CITY PROPERTY,1520,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017801300000,NW 310,Residential,19800,45408,0,65208,,,,,,,,,
142017801400000,,Exempt,CITY PROPERTY,1524,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017801400000,NW 310,Residential,19800,55531,0,75331,,,,,,,,,
142017900100000,,Exempt,CITY PROPERTY,1526,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0,142017900100000,NW 310,Residential,17820,45745,0,63565,142017900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017900300000,,Exempt,CITY PROPERTY,1531,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0,142017900300000,NW 310,Residential,16706,73556,0,90262,142017900300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017900400000,,Exempt,CITY PROPERTY,1519,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0,142017900400000,NW 310,Residential,26730,67262,0,93992,142017900400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017900500000,,Exempt,CITY PROPERTY,1517,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0,142017900500000,NW 310,Residential,13365,0,0,13365,142017900500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017900600000,BOYS AND GIRLS CLUB OF CEDAR R,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0,142017900600000,COMM NW,Exempt,20736,0,8408,29144,142017900600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017900700000,FORMER BOYS & GIRLS CLUB OF CR,Exempt,CITY PROPERTY,1501,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.2938,,,,,Office - General,1963,2036-01-01,,0,0,0,0,0,0,142017900700000,COMM NW,Exempt,41472,0,288131,329603,142017900700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017900800000,,Exempt,CITY PROPERTY,1500,6TH ST NW,CEDAR RAPIDS CITY OF,0.191,,,,,,,,,0,0,0,0,0,0,142017900800000,NW 310,Residential,25740,108826,0,134566,142017900800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017901000000,FORMER BOYS & GIRLS CLUB OF CR,Exempt,CITY PROPERTY,1512,6TH ST NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0,142017901000000,COMM NW,Exempt,20736,0,0,20736,142017901000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142017901300000,,Exempt,CITY PROPERTY,1524,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142017901300000,NW 310,Residential,19800,55906,0,75706,142017901300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018000100000,,Exempt,CITY PROPERTY,1428,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018000100000,NW 310,Residential,16450,43937,0,60387,,,,,,,,,
142018000200000,,Exempt,CITY PROPERTY,1433,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018000200000,NW 310,Residential,17325,40061,0,57386,,,,,,,,,
142018000300000,,Exempt,CITY PROPERTY,1427,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018000300000,NW 310,Residential,17325,36238,0,53563,,,,,,,,,
142018000400000,,Exempt,CITY PROPERTY,1423,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018000400000,NW 310,Residential,17325,81122,0,98447,,,,,,,,,
142018000700000,,Exempt,CITY PROPERTY,1407,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018000700000,NW 310,Residential,17325,34017,0,51342,,,,,,,,,
142018000800000,,Exempt,CITY PROPERTY,1403,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,2010-01-01,,,,,,0,0,0,0,0,0,142018000800000,NW 310,Residential,17325,33712,0,51037,,,,,,,,,
142018000900000,,Exempt,CITY PROPERTY,308,M AVE NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018000900000,NW 310,Residential,22330,58183,0,80513,,,,,,,,,
142018001000000,,Exempt,CITY PROPERTY,1406,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018001000000,NW 310,Residential,16450,64881,0,81331,,,,,,,,,
142018001100000,,Exempt,CITY PROPERTY,1412,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018001100000,NW 310,Residential,16450,29842,0,46292,,,,,,,,,
142018001200000,,Exempt,CITY PROPERTY,1416,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018001200000,NW 310,Residential,16450,40961,0,57411,,,,,,,,,
142018001300000,,Exempt,CITY PROPERTY,1420,3RD ST NW,CEDAR RAPIDS CITY OF,0.152,,,,,,,,,0,0,0,0,0,0,142018001300000,NW 310,Residential,19740,47953,0,67693,,,,,,,,,
142018001400000,,Exempt,CITY PROPERTY,1426,3RD ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,,,0,0,0,0,0,0,142018001400000,NW 310,Residential,13160,42098,0,55258,,,,,,,,,
142018100100000,,Exempt,CITY PROPERTY,1432,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018100100000,NW 310,Residential,17325,49730,0,67055,,,,,,,,,
142018100200000,,Exempt,CITY PROPERTY,1431,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018100200000,NW 310,Residential,19800,47134,0,66934,,,,,,,,,
142018100300000,,Exempt,CITY PROPERTY,1427,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1900-01-01,760.0,,,,,0,0,0,0,0,0,142018100300000,NW 310,Residential,19800,56046,0,75846,,,,,,,,,
142018100400000,,Exempt,CITY PROPERTY,1421,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018100400000,NW 310,Residential,19800,78632,0,98432,,,,,,,,,
142018100500000,,Exempt,CITY PROPERTY,1417,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018100500000,NW 310,Residential,19800,63483,0,83283,,,,,,,,,
142018100700000,,Exempt,CITY PROPERTY,1407,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018100700000,NW 310,Residential,19800,75294,0,95094,,,,,,,,,
142018100800000,,Exempt,CITY PROPERTY,1403,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018100800000,NW 310,Residential,19800,72436,0,92236,,,,,,,,,
142018100900000,,Exempt,CITY PROPERTY,1400,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018100900000,NW 310,Residential,17325,59078,0,76403,,,,,,,,,
142018101000000,,Exempt,CITY PROPERTY,1408,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018101000000,NW 310,Residential,17325,51474,0,68799,,,,,,,,,
142018101100000,,Exempt,CITY PROPERTY,1414,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018101100000,NW 310,Residential,17325,47127,0,64452,,,,,,,,,
142018101200000,,Exempt,CITY PROPERTY,1418,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018101200000,NW 310,Residential,17325,43256,0,60581,,,,,,,,,
142018101400000,,Exempt,CITY PROPERTY,1426,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018101400000,NW 310,Residential,17325,34797,0,52122,,,,,,,,,
142018200100000,,Exempt,CITY PROPERTY,1432,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018200100000,NW 310,Residential,19800,43416,0,63216,,,,,,,,,
142018200200000,,Exempt,CITY PROPERTY,517,N AVE NW,CEDAR RAPIDS CITY OF,0.076,,,,,,,,,0,0,0,0,0,0,142018200200000,NW 310,Residential,14520,40480,0,55000,142018200200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018200300000,,Exempt,CITY PROPERTY,1433,6TH ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,,,0,0,0,0,0,0,142018200300000,NW 310,Residential,18240,56171,0,74411,142018200300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018200500000,,Exempt,CITY PROPERTY,1423,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018200500000,NW 310,Residential,19800,42460,0,62260,142018200500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018200700000,,Exempt,CITY PROPERTY,1417,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018200700000,NW 310,Residential,19800,68430,0,88230,142018200700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018200800000,,Exempt,CITY PROPERTY,1407,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018200800000,NW 310,Residential,19800,34590,0,54390,142018200800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018200900000,,Exempt,CITY PROPERTY,1401,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1900-01-01,792.0,,,,,0,0,0,0,0,0,142018200900000,NW 310,Residential,19800,43204,0,63004,142018200900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018201200000,,Exempt,CITY PROPERTY,1406,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018201200000,NW 310,Residential,19800,36515,0,56315,142018201200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018201400000,,Exempt,CITY PROPERTY,1416,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018201400000,NW 310,Residential,19800,45404,0,65204,142018201400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018201500000,,Exempt,CITY PROPERTY,1422,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018201500000,NW 310,Residential,19800,78536,0,98336,,,,,,,,,
142018201600000,,Exempt,CITY PROPERTY,1428,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,2010-01-01,,,,,,0,0,0,0,0,0,142018201600000,NW 310,Residential,19800,28304,0,48104,,,,,,,,,
142018300100000,,Exempt,CITY PROPERTY,1432,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018300100000,NW 310,Residential,19800,40153,0,59953,142018300100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018300200000,,Exempt,CITY PROPERTY,1431,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018300200000,NW 310,Residential,22275,43082,0,65357,142018300200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018300400000,,Exempt,CITY PROPERTY,1423,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018300400000,NW 310,Residential,22275,67321,0,89596,142018300400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018300500000,,Exempt,CITY PROPERTY,1417,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,Two-Family Conversion,Salvage,1904-01-01,1083.0,,,,,0,0,0,0,0,0,142018300500000,NW 310,Residential,22275,74467,0,96742,142018300500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018301000000,,Exempt,CITY PROPERTY,1408,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018301000000,NW 310,Residential,19800,64083,0,83883,142018301000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018400100000,,Exempt,CITY PROPERTY,1342,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018400100000,NW 310,Residential,16450,46974,0,63424,,,,,,,,,
142018400200000,,Exempt,CITY PROPERTY,309,M AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0,142018400200000,NW 310,Residential,12992,37762,0,50754,142018400200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018400300000,,Exempt,CITY PROPERTY,1341,4TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0,142018400300000,NW 310,Residential,12075,36466,0,48541,142018400300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018400500000,,Exempt,CITY PROPERTY,1333,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018400500000,NW 310,Residential,17325,91817,0,109142,142018400500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018400600000,,Exempt,CITY PROPERTY,1327,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018400600000,NW 310,Residential,17325,47764,0,65089,142018400600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018400700000,,Exempt,CITY PROPERTY,1321,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018400700000,NW 310,Residential,17325,36359,0,53684,142018400700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018400800000,,Exempt,CITY PROPERTY,1315,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018400800000,NW 310,Residential,17325,60552,0,77877,142018400800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018400900000,,Exempt,CITY PROPERTY,1311,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018400900000,NW 310,Residential,17325,52800,0,70125,142018400900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018401000000,,Exempt,CITY PROPERTY,1309,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0,142018401000000,NW 310,Residential,17325,45044,0,62369,142018401000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018401100000,,Exempt,CITY PROPERTY,1301,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,1900-01-01,,,,,,0,0,0,0,0,0,142018401100000,NW 310,Residential,17325,47056,0,64381,142018401100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142018401200000,,Exempt,CITY PROPERTY,1302,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018401200000,NW 310,Residential,16450,61813,0,78263,,,,,,,,,
142018401300000,,Exempt,CITY PROPERTY,1308,3RD ST NW,CEDAR RAPIDS CITY OF,0.152,,,,,,,,,0,0,0,0,0,0,142018401300000,NW 310,Residential,19740,53340,0,73080,,,,,,,,,
142018401400000,,Exempt,CITY PROPERTY,1312,3RD ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,,,0,0,0,0,0,0,142018401400000,NW 310,Residential,13160,38579,0,51739,,,,,,,,,
142018401500000,,Exempt,CITY PROPERTY,1316,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018401500000,NW 310,Residential,16450,37709,0,54159,,,,,,,,,
142018401600000,,Exempt,CITY PROPERTY,1320,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018401600000,NW 310,Residential,16450,35757,0,52207,,,,,,,,,
142018401700000,,Exempt,CITY PROPERTY,1328,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018401700000,NW 310,Residential,16450,45147,0,61597,,,,,,,,,
142018401800000,,Exempt,CITY PROPERTY,1332,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0,142018401800000,NW 310,Residential,16450,17172,0,33622,,,,,,,,,
