GIS_Number,Doing Business As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
142637700300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,9.65,,,,,,,,,0,0,0,0,142637700300000,Empty,Exempt,0,0,0,0,142637700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142637700400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.46,,,,,,,,,0,0,0,0,142637700400000,Empty,Exempt,0,0,0,0,142637700400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715500800000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.64,,,,,,,,,0,0,0,0,142715500800000,Empty,Exempt,0,0,0,0,142715500800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715501200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1377,,,,,,,,,0,0,0,0,142715501200000,Empty,Exempt,0,0,0,0,142715501200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715600700000,,Exempt,Empty,1602,15TH AVE SE,CITY OF CEDAR RAPIDS,1.08,,,,,,,,,0,0,0,0,142715600700000,Empty,Exempt,0,0,0,0,142715600700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715700100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,8.7934,,,,,,,,,0,0,0,0,142715700100000,Empty,Exempt,0,0,0,0,142715700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142717600100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,47.77,,,,,,,,,0,0,0,0,142717600100000,Empty,Exempt,0,0,0,0,142717600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720100100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,3.0,,,,,,,,,0,0,0,0,142720100100000,Empty,Exempt,0,0,0,0,142720100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720200400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1276,,,,,,,,,0,0,0,0,142720200400000,Empty,Exempt,0,0,0,0,142720200400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720202200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,,0,0,0,0,142720202200000,Empty,Exempt,0,0,0,0,142720202200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0517,,,,,,,,,0,0,0,0,142720302100000,Empty,Exempt,0,0,0,0,142720302100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0669,,,,,,,,,0,0,0,0,142720302200000,Empty,Exempt,0,0,0,0,142720302200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0258,,,,,,,,,0,0,0,0,142720302300000,Empty,Exempt,0,0,0,0,142720302300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720402700000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0482,,,,,,,,,0,0,0,0,142720402700000,Empty,Exempt,0,0,0,0,142720402700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720500100000,,Exempt,SE 237,929,10TH ST SE,CEDAR RAPIDS CITY OF,0.1102,Single-Family,2 Story Frame,1905,1560.0,,,,,0,0,0,0,142720500100000,SE 237,Exempt,0,0,0,0,142720500100000,SE 237,RESIDENTIAL,8200,0,8200,116800,0,125000
142720601000000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1125,,,,,,,,,0,0,0,0,142720601000000,SE 237,Exempt,0,0,0,0,142720601000000,SE 237,RESIDENTIAL,6300,0,6300,114200,0,120500
142720602600000,,Exempt,SE 237,1025,10TH ST SE,CEDAR RAPIDS CITY OF,0.0803,Single-Family,1 Story Frame,1890,888.0,,,,,0,0,0,0,142720602600000,SE 237,Exempt,0,0,0,0,142720602600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720700900000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,,0,0,0,0,142720700900000,Empty,Exempt,0,0,0,0,142720700900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720702500000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,,0,0,0,0,142720702500000,Empty,Exempt,0,0,0,0,142720702500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720800300000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142720800300000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142720800400000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,,0,0,0,0,142720800400000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142720800500000,,Exempt,SE 237,1118,8TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142720800500000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142720800600000,,Exempt,SE 237,1122,8TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142720800600000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142720800700000,,Exempt,SE 237,816,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,,0,0,0,0,142720800700000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142720800800000,,Exempt,Empty,1125,9TH ST SE,CEDAR RAPIDS CITY OF,0.1102,Single-Family,Salvage,1880,1173.0,,,,,0,0,0,0,142720800800000,Empty,Exempt,0,0,0,0,,,,,,,,,
142720800900000,,Exempt,SE 237,1123,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142720800900000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142720801000000,,Exempt,SE 237,1121,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142720801000000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142722900200000,VACANT LOT,Exempt,COMM SE,917,9TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,,0,0,0,0,142722900200000,COMM SE,Exempt,0,0,0,0,142722900200000,SE 237,RESIDENTIAL,6700,0,6700,105200,0,111900
142722901200000,VACANT LOT,Exempt,COMM SE,910,10TH AVE SE,CITY OF CEDAR RAPIDS,0.0533,,,,,,,,,0,0,0,0,142722901200000,COMM SE,Exempt,0,0,0,0,,,,,,,,,
142722901300000,,Exempt,SE 237,912,10TH AVE SE,CEDAR RAPIDS CITY OF,0.0735,,,,,,,,,2432,0,0,2432,142722901300000,SE 237,Exempt,2432,0,0,2432,,,,,,,,,
142722901700000,,Exempt,SE 237,917,10TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142722901700000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142722901800000,VACANT LOT,Exempt,COMM SE,913,10TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142722901800000,COMM SE,Exempt,0,0,0,0,,,,,,,,,
142722901900000,VACANT LOT,Exempt,COMM SE,909,10TH ST SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,,0,0,0,0,142722901900000,COMM SE,Exempt,0,0,0,0,,,,,,,,,
142723200100000,,Exempt,SE 237,903,9TH ST SE,CEDAR RAPIDS CITY OF,0.0978,,,,,,,,,0,0,0,0,142723200100000,SE 237,Exempt,0,0,0,0,142723200100000,SE 237,RESIDENTIAL,6400,0,6400,92100,0,98500
142723200300000,,Exempt,SE 237,817,9TH AVE SE,CEDAR RAPIDS CITY OF,0.0523,,,,,,,,,0,0,0,0,142723200300000,SE 237,Exempt,0,0,0,0,142723200300000,SE 237,RESIDENTIAL,4700,0,4700,115500,0,120200
142723200400000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,,0,0,0,0,142723200400000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142723200500000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1286,,,,,,,,,0,0,0,0,142723200500000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142723201600000,,Exempt,SE 237,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0868,,,,,,,,,0,0,0,0,142723201600000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142723400100000,,Exempt,SE 237,1000,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142723400100000,SE 237,Exempt,0,0,0,0,142723400100000,SE 237,RESIDENTIAL,6000,0,6000,142800,0,148800
142723500100000,,Exempt,SE 237,1001,9TH ST SE,CEDAR RAPIDS CITY OF,0.0491,,,,,,,,,0,0,0,0,142723500100000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142723501600000,,Exempt,SE 237,1005,9TH ST SE,CEDAR RAPIDS CITY OF,0.0514,,,,,,,,,0,0,0,0,142723501600000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142723800200000,,Exempt,SE 237,1104,8TH ST SE,CEDAR RAPIDS CITY OF,0.2571,,,,,,,,,0,0,0,0,142723800200000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142723800300000,,Exempt,SE 237,1110,8TH ST SE,CEDAR RAPIDS CITY OF,0.1286,,,,,,,,,0,0,0,0,142723800300000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142724100100000,,Exempt,Empty,901,6TH ST SE,CEDAR RAPIDS CITY OF,0.0546,,,,,,,,,0,0,0,0,142724100100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142724100200000,,Exempt,Empty,525,9TH AVE SE,CEDAR RAPIDS CITY OF,0.0418,,,,,,,,,0,0,0,0,142724100200000,Empty,Exempt,0,0,0,0,,,,,,,,,
142724100400000,,Exempt,Empty,911,6TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142724100400000,Empty,Exempt,0,0,0,0,,,,,,,,,
142724200100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.4246,,,,,,,,,0,0,0,0,142724200100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142724200200000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0728,,,,,,,,,0,0,0,0,142724200200000,Empty,Exempt,0,0,0,0,142724200200000,HOSPITAL,EXEMPT,0,72900,72900,0,0,72900
142725100100000,,Exempt,SE 237,1105,8TH ST SE,CEDAR RAPIDS CITY OF,0.1157,,,,,,,,,0,0,0,0,142725100100000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142725100200000,,Exempt,SE 237,719,11TH AVE SE,CEDAR RAPIDS CITY OF,0.0771,Single-Family,Salvage,1890,560.0,,,,,0,0,0,0,142725100200000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142725300100000,,Exempt,Empty,927,6TH ST SE,CEDAR RAPIDS CITY OF,0.3857,,,,,,,,,0,0,0,0,142725300100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142725500500000,VACANT LOT,Exempt,COMM SE,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.7713,,,,,,,,,0,0,0,0,142725500500000,COMM SE,Exempt,0,0,0,0,,,,,,,,,
142725501200000,,Exempt,SE 237,614,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,,0,0,0,0,142725501200000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142725501300000,VACANT BLDG,Exempt,COMM SE,624,12TH AVE SE,CEDAR RAPIDS CITY OF,0.1102,,,,,Store - Retail Small,1930,813,,0,0,0,0,142725501300000,COMM SE,Exempt,0,0,0,0,142725501300000,RESTAURANT,COMMERCIAL,0,14400,14400,0,64000,78400
142725501400000,,Exempt,SE 237,1123,7TH ST SE,CEDAR RAPIDS CITY OF,0.09,,,,,,,,,0,0,0,0,142725501400000,SE 237,Exempt,0,0,0,0,,,,,,,,,
142725501600000,,Exempt,Empty,1117,7TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,142725501600000,Empty,Exempt,0,0,0,0,,,,,,,,,
142725600300000,CONVERSION,Exempt,Empty,1002,5TH ST SE,CITY OF CEDAR RAPIDS,0.0964,,,,,,,,,0,0,0,0,142725600300000,Empty,Exempt,0,0,0,0,142725600300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725700100000,VACANT BLDG,Exempt,Empty,629,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0671,,,,,Shop,1931,704,,0,0,0,0,142725700100000,Empty,Exempt,0,0,0,0,142725700100000,RESTAURANT,COMMERCIAL,0,8800,8800,0,30700,39500
142725700200000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0408,,,,,,,,,0,0,0,0,142725700200000,Empty,Exempt,0,0,0,0,142725700200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725700300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8494,,,,,,,,,0,0,0,0,142725700300000,Empty,Exempt,0,0,0,0,142725700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725900100000,,Exempt,Empty,400,12TH AVE SE,CEDAR RAPIDS CITY OF,4.8324,,,,,,,,,0,0,0,0,142725900100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142726000800000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.97,,,,,,,,,0,0,0,0,142726000800000,Empty,Exempt,0,0,0,0,142726000800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726100300000,,Exempt,SE 237,1231,5TH ST SE,CEDAR RAPIDS CITY OF,0.197,Single-Family,Salvage,1880,964.0,,,,,0,0,0,0,142726100300000,SE 237,Exempt,0,0,0,0,142726100300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726101400000,,Exempt,Empty,415,12TH AVE SE,CEDAR RAPIDS CITY OF,3.5958,,,,,,,,,0,0,0,0,142726101400000,Empty,Exempt,0,0,0,0,,,,,,,,,
142727700400000,,Exempt,Empty,1248,10TH ST SE,CITY OF CEDAR RAPIDS,0.7713,,,,,,,,,0,0,0,0,142727700400000,Empty,Exempt,0,0,0,0,142727700400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700500000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8413,,,,,,,,,0,0,0,0,142727700500000,Empty,Exempt,0,0,0,0,142727700500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700700000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1253,,,,,,,,,0,0,0,0,142727700700000,Empty,Exempt,0,0,0,0,142727700700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700800000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.7,,,,,,,,,0,0,0,0,142727700800000,Empty,Exempt,0,0,0,0,142727700800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727800100000,BENDER POOL,Exempt,Empty,940,14TH AVE SE,CITY OF CEDAR RAPIDS,1.7355,,,,,,,,,0,0,0,0,142727800100000,Empty,Exempt,0,0,0,0,142727800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730500200000,,Exempt,Empty,1800,10TH ST SE,CEDAR RAPIDS CITY OF,6.76,,,,,Metal Shop - Steel Frame,1956,0,,0,0,0,0,142730500200000,Empty,Exempt,0,0,0,0,,,,,,,,,
142732800100000,WAREHOUSE,Commercial,COMM SE,1600,3RD ST SE,CEDAR RAPIDS CITY OF,30.25,,,,,Warehouse,1925,404969,multiple bldgs on this parcel,695250,0,584251,1279501,142732800100000,COMM SE,Commercial,695250,0,584251,1279501,142732800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733001900000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0663,,,,,,,,,0,0,0,0,142733001900000,Empty,Exempt,0,0,0,0,142733001900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733100100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.121,,,,,,,,,0,0,0,0,142733100100000,Empty,Exempt,0,0,0,0,142733100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733100800000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,,0,0,0,0,142733100800000,Empty,Exempt,0,0,0,0,142733100800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733101900000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.5447,,,,,,,,,0,0,0,0,142733101900000,Empty,Exempt,0,0,0,0,142733101900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142733102000000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,5.3019,,,,,,,,,0,0,0,0,142733102000000,Empty,Exempt,0,0,0,0,142733102000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142735100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,5.3,,,,,,,,,0,0,0,0,142735100100000,Empty,Exempt,0,0,0,0,142735100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142737600100000,,Exempt,Empty,2216,A ST SW,CITY OF CEDAR RAPIDS,0.35,,,,,,,,,0,0,0,0,142737600100000,Empty,Exempt,0,0,0,0,142737600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142810500400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0275,,,,,,,,,0,0,0,0,142810500400000,Empty,Exempt,0,0,0,0,142810500400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142810501100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,142810501100000,Empty,Exempt,0,0,0,0,142810501100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142811400900000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0206,,,,,,,,,0,0,0,0,142811400900000,Empty,Exempt,0,0,0,0,,,,,,,,,
142812700600000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8485,,,,,,,,,0,0,0,0,142812700600000,Empty,Exempt,0,0,0,0,142812700600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142812900100000,,Exempt,Empty,349,4TH AVE SE,CITY OF CEDAR RAPIDS,0.9,,,,,,,,,0,0,0,0,142812900100000,Empty,Exempt,0,0,0,0,142812900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142813100102000,,Exempt,Empty,305,2ND ST SE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,142813100102000,Empty,Exempt,0,0,0,0,142813100102000,THEATER,EXEMPT,0,0,0,0,0,0
142813100700000,,Exempt,Empty,126,4TH AVE SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,,0,0,0,0,142813100700000,Empty,Exempt,0,0,0,0,,,,,,,,,
142813100800000,,Exempt,Empty,321,2ND ST SE,CITY OF CEDAR RAPIDS,0.0964,,,,,,,,,0,0,0,0,142813100800000,Empty,Exempt,0,0,0,0,,,,,,,,,
142813100904000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,142813100904000,Empty,Exempt,0,0,0,0,,,,,,,,,
142813300400000,,Exempt,Empty,201,4TH AVE SE,CITY OF CEDAR RAPIDS,0.8264,,,,,,,,,0,0,0,0,142813300400000,Empty,Exempt,0,0,0,0,142813300400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142813300500000,,Exempt,Empty,145,4TH AVE SE,CITY OF CEDAR RAPIDS,3.8051,,,,,,,,,0,0,0,0,142813300500000,Empty,Exempt,0,0,0,0,142813300500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142813500100000,,Exempt,Empty,500,1ST ST SE,CITY OF CEDAR RAPIDS,2.0661,,,,,,,,,0,0,0,0,142813500100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142813600500000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0761,,,,,,,,,0,0,0,0,142813600500000,Empty,Exempt,0,0,0,0,142813600500000,OFFICE; CTRL CR,COMMERCIAL,0,31400,31400,0,262700,294100
142813600600000,,Exempt,Empty,427,1ST ST SE,CEDAR RAPIDS CITY OF,0.3415,,,,,,,,,0,0,0,0,142813600600000,Empty,Exempt,0,0,0,0,142813600600000,OFFICE; CTRL CR,COMMERCIAL,0,148800,148800,0,51100,199900
142815200100000,PARKING,Exempt,Empty,601,2ND ST SE,CEDAR RAPIDS CITY OF,0.964,,,,,,,,,0,0,0,0,142815200100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142815300100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,142815300100000,Empty,Exempt,0,0,0,0,142815300100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142815300300000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.18,,,,,,,,,0,0,0,0,142815300300000,Empty,Exempt,0,0,0,0,142815300300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142815400100000,VACANT LAND,Exempt,Empty,720,1ST ST SE,CEDAR RAPIDS CITY OF,2.0661,,,,,,,,,0,0,0,0,142815400100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142815500100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,142815500100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142815600100000,,Exempt,Empty,105,8TH AVE SE,CEDAR RAPIDS CITY OF,0.5785,,,,,,,,,0,0,0,0,142815600100000,Empty,Exempt,0,0,0,0,142815600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142815600300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.1019,,,,,,,,,0,0,0,0,142815600300000,Empty,Exempt,0,0,0,0,142815600300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142815700100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8329,,,,,,,,,0,0,0,0,142815700100000,Empty,Exempt,0,0,0,0,142815700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142815800200000,,Exempt,Empty,40,8TH AVE SW,CEDAR RAPIDS CITY OF,0.7314,,,,,,,,,0,0,0,0,142815800200000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818700100000,,Exempt,Empty,327,11TH AVE SE,CEDAR RAPIDS CITY OF,1.171,,,,,Metal Warehouse - Steel Frame,1974,20800,,0,0,0,0,142818700100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818700200000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.138,,,,,,,,,0,0,0,0,142818700200000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818700300000,VACANT HEINZ COMPANY,Exempt,Empty,309,11TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,Office - General,1923,5640,,0,0,0,0,142818700300000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818700400000,VACANT HEINZ COMPANY,Exempt,Empty,1114,3RD ST SE,CEDAR RAPIDS CITY OF,0.386,,,,,Manufacturing,1920,0,,0,0,0,0,142818700400000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818700500000,VACANT HEINZ COMPANY,Exempt,Empty,1120,3RD ST SE,CEDAR RAPIDS CITY OF,0.193,,,,,Office - General,1968,8011,,0,0,0,0,142818700500000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818700600000,HEINZ COMPANY(FENCE/PAVING),Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.145,,,,,,,,,0,0,0,0,142818700600000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818700700000,HEINZ COMPANY(FENCE/PAVING),Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,,,0,0,0,0,142818700700000,Empty,Exempt,0,0,0,0,,,,,,,,,
142818800800000,,Exempt,Empty,208,11TH AVE SE,CEDAR RAPIDS CITY OF,0.1074,Single-Family,1 Story Frame,2006,1047.0,,,,,0,0,0,0,142818800800000,Empty,Exempt,0,0,0,0,,,,,,,,,
142820400100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.4,,,,,,,,,0,0,0,0,142820400100000,Empty,Exempt,0,0,0,0,142820400100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142820500100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.8815,,,,,,,,,0,0,0,0,142820500100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142820900100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.9298,,,,,,,,,0,0,0,0,142820900100000,Empty,Exempt,0,0,0,0,142820900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142822600100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.3803,,,,,,,,,0,0,0,0,142822600100000,Empty,Exempt,0,0,0,0,142822600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142822700100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.6683,,,,,,,,,0,0,0,0,142822700100000,Empty,Exempt,0,0,0,0,142822700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142823000100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.7906,,,,,,,,,0,0,0,0,142823000100000,Empty,Exempt,0,0,0,0,142823000100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142823400300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3046,,,,,,,,,0,0,0,0,142823400300000,Empty,Exempt,0,0,0,0,142823400300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142827600100000,,Exempt,Empty,519,H ST SW,CEDAR RAPIDS CITY OF,0.2679,,,,,,,,,0,0,0,0,142827600100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142827600200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3857,,,,,,,,,0,0,0,0,142827600200000,Empty,Exempt,0,0,0,0,,,,,,,,,
142827600300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,3.6313,,,,,,,,,0,0,0,0,142827600300000,Empty,Exempt,0,0,0,0,,,,,,,,,
