GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2008 Land,2008 Dwlg,2008 Improv,2008 total
142840601300000,VACANT LAND,EXEMPT,CITY PROPERTY,1226,1ST ST SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142840601300000,SE 237,Residential,2100,37390,0,39490
142828002100000,VACANT LAND,EXEMPT,CITY PROPERTY,504,1ST ST SW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142828002100000,SW 401,Residential,6471,34060,0,40531
142848300500000,VACANT LAND,EXEMPT,CITY PROPERTY,1613,A ST SW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142848300500000,SW 402,Residential,7350,35945,0,43295
142826000700000,VACANT LAND,EXEMPT,CITY PROPERTY,427,5TH AVE SW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142826000700000,SW 403,Residential,7930,60026,0,67956
142910200700000,VACANT LAND,EXEMPT,CITY PROPERTY,323,5TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142910200700000,NW 318,Residential,6510,55668,0,62178
142910701000000,VACANT LAND,EXEMPT,CITY PROPERTY,211,5TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142910701000000,NW 318,Residential,6510,43325,0,49835
142910701700000,VACANT LAND,EXEMPT,CITY PROPERTY,212,4TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142910701700000,NW 318,Residential,6510,60074,0,66584
142911102300000,VACANT LAND,EXEMPT,CITY PROPERTY,216,5TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142911102300000,NW 318,Residential,6510,34932,0,41442
142720402700000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,142720402700000,Empty,Exempt,0,0,0,0
142040501700000,VACANT LAND,EXEMPT,CITY PROPERTY,617,L AVE NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,,0,0,0,0,0,0,,,,,,,
142828000200000,VACANT LAND,EXEMPT,CITY PROPERTY,107,5TH AVE SW,CEDAR RAPIDS CITY OF,0.049,,,,,,,,0,0,0,0,0,0,142828000200000,SW 401,Residential,6604,26691,0,33295
142048701700000,VACANT LAND,EXEMPT,CITY PROPERTY,602,4TH ST NW,CEDAR RAPIDS CITY OF,0.049,,,,,,,,0,0,0,0,0,0,142048701700000,NW 317,Residential,6579,52699,0,59278
142048702000000,VACANT LAND,EXEMPT,CITY PROPERTY,614,4TH ST NW,CEDAR RAPIDS CITY OF,0.049,,,,,,,,0,0,0,0,0,0,142048702000000,NW 317,Residential,7236,48124,0,55360
142047700100000,VACANT LAND,EXEMPT,CITY PROPERTY,908,4TH ST NW,CEDAR RAPIDS CITY OF,0.05,,,,,,,,0,0,0,0,0,0,142047700100000,NW 317,Residential,8662,37531,0,46193
142822800500000,VACANT LAND,EXEMPT,CITY PROPERTY,123,2ND ST NW,CEDAR RAPIDS CITY OF,0.0506,,,,,,,,0,0,0,0,0,0,142822800500000,COMM NW,Commercial,7144,0,36424,43568
142040800900000,VACANT LAND,EXEMPT,CITY PROPERTY,1013,5TH ST NW,CEDAR RAPIDS CITY OF,0.051,,,,,,,,0,0,0,0,0,0,142040800900000,NW 317,Residential,5475,36061,0,41536
142040801700000,VACANT LAND,EXEMPT,CITY PROPERTY,402,I AVE NW,CEDAR RAPIDS CITY OF,0.051,,,,,,,,0,0,0,0,0,0,142040801700000,NW 317,Residential,3060,25561,0,28621
142825600100000,VACANT LAND,EXEMPT,CITY PROPERTY,400,2ND ST SW,CEDAR RAPIDS CITY OF,0.052,,,,,,,,0,0,0,0,0,0,142825600100000,SW 401,Residential,6975,41868,0,48843
142825901400000,VACANT LAND,EXEMPT,CITY PROPERTY,442,5TH AVE SW,CEDAR RAPIDS CITY OF,0.053,,,,,,,,0,0,0,0,0,0,142825901400000,SW 401,Residential,6480,41995,0,48475
142910100700000,VACANT LAND,EXEMPT,CITY PROPERTY,307,4TH ST NW,CEDAR RAPIDS CITY OF,0.053,,,,,,,,0,0,0,0,0,0,142910100700000,NW 318,Residential,7452,35378,0,42830
142910400800000,VACANT LAND,EXEMPT,CITY PROPERTY,424,5TH ST NW,CEDAR RAPIDS CITY OF,0.053,,,,,,,,0,0,0,0,0,0,142910400800000,NW 318,Residential,7749,36857,0,44606
142040801000000,VACANT LAND,EXEMPT,CITY PROPERTY,1011,5TH ST NW,CEDAR RAPIDS CITY OF,0.054,,,,,,,,0,0,0,0,0,0,142040801000000,NW 317,Residential,5840,38042,0,43882
142848201600000,VACANT LAND,EXEMPT,CITY PROPERTY,1816,A ST SW,CEDAR RAPIDS CITY OF,0.054,,,,,,,,0,0,0,0,0,0,142848201600000,SW 402,Residential,9100,36920,0,46020
142828000600000,VACANT LAND,EXEMPT,CITY PROPERTY,501,2ND ST SW,CEDAR RAPIDS CITY OF,0.055,,,,,,,,0,0,0,0,0,0,142828000600000,SW 401,Residential,7440,43365,0,50805
142048301000000,VACANT LAND,EXEMPT,CITY PROPERTY,717,4TH ST NW,CEDAR RAPIDS CITY OF,0.055,,,,,,,,0,0,0,0,0,0,142048301000000,NW 317,Residential,6840,51551,0,58391
142048601000000,VACANT LAND,EXEMPT,CITY PROPERTY,605,4TH ST NW,CEDAR RAPIDS CITY OF,0.055,,,,,,,,0,0,0,0,0,0,142048601000000,NW 317,Residential,9720,35153,0,44873
142910100800000,VACANT LAND,EXEMPT,CITY PROPERTY,330,B AVE NW,CEDAR RAPIDS CITY OF,0.055,,,,,,,,0,0,0,0,0,0,142910100800000,NW 318,Residential,7800,35993,0,43793
142726101200000,VACANT LAND,EXEMPT,CITY PROPERTY,1205,5TH ST SE,CEDAR RAPIDS CITY OF,0.056,,,,,,,,0,0,0,0,0,0,142726101200000,SE 237,Residential,2115,18528,0,20643
142918001800000,VACANT LAND,EXEMPT,CITY PROPERTY,112,6TH ST SW,CEDAR RAPIDS CITY OF,0.056,,,,,,,,0,0,0,0,0,0,142918001800000,NW 318,Residential,7350,74438,0,81788
142726101300000,VACANT LAND,EXEMPT,CITY PROPERTY,1201,5TH ST SE,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142726101300000,SE 237,Residential,2160,18664,0,20824
142848200300000,VACANT LAND,EXEMPT,CITY PROPERTY,1810,A ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142848200300000,SW 402,Residential,9086,38013,0,47099
142848201200000,VACANT LAND,EXEMPT,CITY PROPERTY,56,19TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142848201200000,SW 402,Residential,8800,37096,0,45896
142848201300000,VACANT LAND,EXEMPT,CITY PROPERTY,54,19TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142848201300000,SW 402,Residential,8800,27745,0,36545
142848300700000,VACANT LAND,EXEMPT,CITY PROPERTY,51,17TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142848300700000,SW 402,Residential,9450,40467,0,49917
142848301100000,VACANT LAND,EXEMPT,CITY PROPERTY,1711,B ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142848301100000,SW 402,Residential,10800,56521,0,67321
142848301200000,VACANT LAND,EXEMPT,CITY PROPERTY,1719,B ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142848301200000,SW 402,Residential,10800,56924,0,67724
142848301600000,VACANT LAND,EXEMPT,CITY PROPERTY,51,17TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142848301600000,SW 402,Residential,5355,26893,0,32248
142915600700000,VACANT LAND,EXEMPT,CITY PROPERTY,111,10TH ST NW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,0,0,0,0,0,0,142915600700000,NW 311,Residential,8100,55500,0,63600
142828000300000,VACANT LAND,EXEMPT,CITY PROPERTY,111,5TH AVE SW,CEDAR RAPIDS CITY OF,0.058,,,,,,,,0,0,0,0,0,0,142828000300000,SW 401,Residential,7812,28421,0,36233
142833101600000,VACANT LAND,EXEMPT,CITY PROPERTY,354,8TH AVE SW,CEDAR RAPIDS CITY OF,0.058,,,,,,,,0,0,0,0,0,0,142833101600000,SW 403,Residential,9672,33565,0,43237
142040801500000,VACANT LAND,EXEMPT,CITY PROPERTY,408,I AVE NW,CEDAR RAPIDS CITY OF,0.059,,,,,,,,0,0,0,0,0,0,142040801500000,NW 317,Residential,6528,33199,0,39727
142911000700000,VACANT LAND,EXEMPT,CITY PROPERTY,429,A AVE NW,CEDAR RAPIDS CITY OF,0.059,,,,,,,,0,0,0,0,0,0,142911000700000,NW 318,Residential,7972,22685,0,30657
142726101100000,VACANT LAND,EXEMPT,CITY PROPERTY,1207,5TH ST SE,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142726101100000,SE 237,Residential,2295,23349,0,25644
142047600400000,VACANT LAND,EXEMPT,CITY PROPERTY,321,I AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142047600400000,NW 317,Residential,8040,36282,0,44322
142047600500000,VACANT LAND,EXEMPT,CITY PROPERTY,325,I AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142047600500000,NW 317,Residential,8040,50058,0,58098
142047600600000,VACANT LAND,EXEMPT,CITY PROPERTY,331,I AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142047600600000,NW 317,Residential,8040,35891,0,43931
142047600700000,VACANT LAND,EXEMPT,CITY PROPERTY,330,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142047600700000,NW 317,Residential,8040,51669,0,59709
142047600900000,VACANT LAND,EXEMPT,CITY PROPERTY,322,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142047600900000,NW 317,Residential,8040,52859,0,60899
142047601000000,VACANT LAND,EXEMPT,CITY PROPERTY,316,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142047601000000,NW 317,Residential,8040,40885,0,48925
142047601100000,VACANT LAND,EXEMPT,CITY PROPERTY,312,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142047601100000,NW 317,Residential,8040,36168,0,44208
142048300700000,VACANT LAND,EXEMPT,CITY PROPERTY,327,G AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,,0,0,0,0,0,0,142048300700000,NW 317,Residential,8040,52120,0,60160
143313200800000,VACANT LAND,EXEMPT,CITY PROPERTY,1617,2ND ST SW,CEDAR RAPIDS CITY OF,0.061,,,,,,,,0,0,0,0,0,0,143313200800000,SW 412,Residential,10032,46905,0,56937
142832600300000,VACANT LAND,EXEMPT,CITY PROPERTY,523,4TH ST SW,CEDAR RAPIDS CITY OF,0.061,,,,,,,,0,0,0,0,0,0,142832600300000,SW 401,Residential,8184,41509,0,49693
142826000600000,VACANT LAND,EXEMPT,CITY PROPERTY,421,5TH AVE SW,CEDAR RAPIDS CITY OF,0.062,,,,,,,,0,0,0,0,0,0,142826000600000,SW 403,Residential,9120,49695,0,58815
142724001100000,VACANT LAND,EXEMPT,CITY PROPERTY,912,6TH ST SE,CEDAR RAPIDS CITY OF,0.063,,,,,,,,0,0,0,0,0,0,142724001100000,SE 237,Residential,5134,17100,0,22234
140240200500000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.063,,,,,,,,0,0,0,0,0,0,,,,,,,
142045501000000,VACANT LAND,EXEMPT,CITY PROPERTY,815,8TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0,142045501000000,NW 311,Residential,10640,52102,0,62742
142046400100000,VACANT LAND,EXEMPT,CITY PROPERTY,803,F AVE NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0,142046400100000,NW 311,Residential,11200,57380,0,68580
142048001700000,VACANT LAND,EXEMPT,CITY PROPERTY,300,G AVE NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0,142048001700000,NW 317,Residential,8400,41231,0,49631
142048001800000,VACANT LAND,EXEMPT,CITY PROPERTY,812,3RD ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0,142048001800000,NW 317,Residential,3600,0,0,3600
142048300900000,VACANT LAND,EXEMPT,CITY PROPERTY,721,4TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0,142048300900000,NW 317,Residential,7980,53620,0,61600
142048701200000,VACANT LAND,EXEMPT,CITY PROPERTY,609,5TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0,142048701200000,NW 317,Residential,3360,0,0,3360
142912701200000,VACANT LAND,EXEMPT,CITY PROPERTY,515,9TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0,142912701200000,NW 311,Residential,9310,54801,0,64111
142047900300000,VACANT LAND,EXEMPT,CITY PROPERTY,604,H AVE NW,CEDAR RAPIDS CITY OF,0.065,,,,,,,,0,0,0,0,0,0,142047900300000,NW 317,Residential,9940,49397,0,59337
142822800300000,VACANT LAND,EXEMPT,CITY PROPERTY,127,A AVE NW,CEDAR RAPIDS CITY OF,0.065,,,,,,,,0,0,0,0,0,0,142822800300000,NW 318,Residential,8742,0,0,8742
141138001700000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.065,,,,,,,,0,0,0,0,0,0,141138001700000,Empty,Exempt,0,0,0,0
142726101000000,VACANT LAND,EXEMPT,CITY PROPERTY,1209,5TH ST SE,CEDAR RAPIDS CITY OF,0.066,,,,,,,,0,0,0,0,0,0,142726101000000,SE 237,Residential,2520,26728,0,29248
142917700800000,VACANT LAND,EXEMPT,CITY PROPERTY,500,2ND AVE SW,CEDAR RAPIDS CITY OF,0.066,,,,,,,,0,0,0,0,0,0,142917700800000,SW 401,Residential,9720,33067,0,42787
142733001900000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.066,,,,,,,,0,0,0,0,0,0,142733001900000,Empty,Exempt,0,0,0,0
142040801200000,VACANT LAND,EXEMPT,CITY PROPERTY,418,I AVE NW,CEDAR RAPIDS CITY OF,0.067,,,,,,,,0,0,0,0,0,0,142040801200000,NW 317,Residential,9150,5141,0,14291
142725700600000,VACANT LAND,EXEMPT,CITY PROPERTY,1203,7TH ST SE,CEDAR RAPIDS CITY OF,0.068,,,,,,,,0,0,0,0,0,0,142725700600000,SE 237,Residential,4646,18316,0,22962
142918400200000,VACANT LAND,EXEMPT,CITY PROPERTY,705,2ND AVE SW,CEDAR RAPIDS CITY OF,0.068,,,,,,,,0,0,0,0,0,0,142918400200000,NW 318,Residential,8760,39756,0,48516
142040801600000,VACANT LAND,EXEMPT,CITY PROPERTY,406,I AVE NW,CEDAR RAPIDS CITY OF,0.068,,,,,,,,0,0,0,0,0,0,142040801600000,NW 317,Residential,5280,27494,0,32774
142048000800000,VACANT LAND,EXEMPT,CITY PROPERTY,821,4TH ST NW,CEDAR RAPIDS CITY OF,0.068,,,,,,,,0,0,0,0,0,0,142048000800000,NW 317,Residential,8991,45858,0,54849
141645900200000,VACANT LAND,EXEMPT,CITY PROPERTY,793,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.0689,,,,,,,,0,0,0,0,0,0,141645900200000,NE 146,Exempt,0,0,0,0
142733001800000,VACANT LAND,EXEMPT,CITY PROPERTY,1456,2ND ST SE,CEDAR RAPIDS CITY OF,0.069,,,,,,,,0,0,0,0,0,0,142733001800000,SE 237,Residential,2121,40675,0,42796
142830300500000,VACANT LAND,EXEMPT,CITY PROPERTY,625,3RD ST SW,CEDAR RAPIDS CITY OF,0.069,,,,,,,,0,0,0,0,0,0,142830300500000,SW 401,Residential,9300,54160,0,63460
142833100200000,VACANT LAND,EXEMPT,CITY PROPERTY,349,7TH AVE SW,CEDAR RAPIDS CITY OF,0.069,,,,,,,,0,0,0,0,0,0,142833100200000,SW 403,Residential,10500,52037,0,62537
142010501500000,VACANT LAND,EXEMPT,CITY PROPERTY,616,O AVE NW,CEDAR RAPIDS CITY OF,0.07,,,,,,,,0,0,0,0,0,0,142010501500000,NW 310,Residential,14688,44015,0,58703
142726100700000,VACANT LAND,EXEMPT,CITY PROPERTY,1217,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,,0,0,0,0,0,0,142726100700000,SE 237,Residential,2700,24652,0,27352
142726100800000,VACANT LAND,EXEMPT,CITY PROPERTY,1215,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,,0,0,0,0,0,0,142726100800000,SE 237,Residential,2700,18243,0,20943
142047700300000,VACANT LAND,EXEMPT,CITY PROPERTY,404,H AVE NW,CEDAR RAPIDS CITY OF,0.071,,,,,,,,0,0,0,0,0,0,142047700300000,NW 317,Residential,9000,20538,0,29538
142917700700000,VACANT LAND,EXEMPT,CITY PROPERTY,508,2ND AVE SW,CEDAR RAPIDS CITY OF,0.072,,,,,,,,0,0,0,0,0,0,142917700700000,SW 401,Residential,10530,38836,0,49366
142845801700000,VACANT LAND,EXEMPT,CITY PROPERTY,1314,1ST ST SW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142845801700000,SW 402,Residential,11271,55074,0,66345
142018400200000,VACANT LAND,EXEMPT,CITY PROPERTY,309,M AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142018400200000,NW 310,Residential,12992,37762,0,50754
142018400300000,VACANT LAND,EXEMPT,CITY PROPERTY,1341,4TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142018400300000,NW 310,Residential,12075,36466,0,48541
142018600400000,VACANT LAND,EXEMPT,CITY PROPERTY,1345,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142018600400000,NW 310,Residential,13800,60656,0,74456
142018601200000,VACANT LAND,EXEMPT,CITY PROPERTY,1305,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142018601200000,NW 310,Residential,9900,35473,0,45373
142040401200000,VACANT LAND,EXEMPT,CITY PROPERTY,1208,5TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142040401200000,NW 310,Residential,8663,34065,0,42728
142040600400000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142040600400000,NW 310,Residential,2970,103,0,3073
142040600900000,VACANT LAND,EXEMPT,CITY PROPERTY,1123,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142040600900000,NW 310,Residential,8663,54286,0,62949
142040601000000,VACANT LAND,EXEMPT,CITY PROPERTY,1121,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142040601000000,NW 310,Residential,8663,43693,0,52356
142040601100000,VACANT LAND,EXEMPT,CITY PROPERTY,1115,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142040601100000,NW 310,Residential,8663,37231,0,45894
142040601200000,VACANT LAND,EXEMPT,CITY PROPERTY,1113,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142040601200000,NW 310,Residential,8663,40582,0,49245
142040701100000,VACANT LAND,EXEMPT,CITY PROPERTY,606,J AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142040701100000,NW 310,Residential,12992,45954,0,58946
142043001400000,VACANT LAND,EXEMPT,CITY PROPERTY,1112,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142043001400000,NW 310,Residential,9900,63649,0,73549
142047700400000,VACANT LAND,EXEMPT,CITY PROPERTY,402,H AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,0,0,0,0,0,0,142047700400000,NW 317,Residential,9120,33973,0,43093
142825901200000,VACANT LAND,EXEMPT,CITY PROPERTY,415,6TH ST SW,CEDAR RAPIDS CITY OF,0.075,,,,,,,,0,0,0,0,0,0,142825901200000,CONVERSIONS,Commercial,5294,0,34444,39738
142823200400000,VACANT LAND,EXEMPT,CITY PROPERTY,121,3RD ST SW,CEDAR RAPIDS CITY OF,0.0758,,,,,,,,0,0,0,0,0,0,142823200400000,COMM SW,Commercial,10692,0,102419,113111
142918701300000,VACANT LAND,EXEMPT,CITY PROPERTY,416,6TH ST SW,CEDAR RAPIDS CITY OF,0.076,,,,,,,,0,0,0,0,0,0,142918701300000,NW 318,Residential,8280,39090,0,47370
142918900400000,VACANT LAND,EXEMPT,CITY PROPERTY,820,5TH AVE SW,CEDAR RAPIDS CITY OF,0.076,,,,,,,,0,0,0,0,0,0,142918900400000,NW 318,Residential,9480,53386,0,62866
142018200200000,VACANT LAND,EXEMPT,CITY PROPERTY,517,N AVE NW,CEDAR RAPIDS CITY OF,0.076,,,,,,,,0,0,0,0,0,0,142018200200000,NW 310,Residential,14520,40480,0,55000
142833200300000,VACANT LAND,EXEMPT,CITY PROPERTY,415,7TH AVE SW,CEDAR RAPIDS CITY OF,0.077,,,,,,,,0,0,0,0,0,0,142833200300000,SW 403,Residential,8181,67771,0,75952
142838500100000,VACANT LAND,EXEMPT,CITY PROPERTY,333,13TH AVE SW,CEDAR RAPIDS CITY OF,0.077,,,,,,,,0,0,0,0,0,0,142838500100000,SW 402,Residential,11760,61278,0,73038
142235600400000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.077,,,,,,,,0,0,0,0,0,0,142235600400000,Empty,Exempt,0,0,0,0
142830200200000,VACANT LAND,EXEMPT,CITY PROPERTY,123,DIAGONAL DR SW,CEDAR RAPIDS CITY OF,0.078,,,,,,,,0,0,0,0,0,0,142830200200000,SW 401,Residential,8976,26549,0,35525
142048300800000,VACANT LAND,EXEMPT,CITY PROPERTY,323,G AVE NW,CEDAR RAPIDS CITY OF,0.078,,,,,,,,0,0,0,0,0,0,142048300800000,NW 317,Residential,9480,43275,0,52755
142720602600000,VACANT LAND,EXEMPT,CITY PROPERTY,1025,10TH ST SE,CEDAR RAPIDS CITY OF,0.08,,,,,,,,0,0,0,0,0,0,142720602600000,SE 237,Exempt,0,0,0,0
142732701300000,VACANT LAND,EXEMPT,CITY PROPERTY,1306,3RD ST SE,CEDAR RAPIDS CITY OF,0.08,,,,,,,,0,0,0,0,0,0,142732701300000,SE 237,Residential,2500,29084,0,31584
142848300400000,VACANT LAND,EXEMPT,CITY PROPERTY,1617,A ST SW,CEDAR RAPIDS CITY OF,0.08,,,,,,,,0,0,0,0,0,0,142848300400000,SW 402,Residential,12250,21619,0,33869
190612604900000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.08,,,,,,,,0,0,0,0,0,0,,,,,,,
142848300300000,VACANT LAND,EXEMPT,CITY PROPERTY,1619,A ST SW,CEDAR RAPIDS CITY OF,0.0803,,,,,,,,0,0,0,0,0,0,142848300300000,COMM SW,Commercial,5670,0,26083,31753
142838500600000,VACANT LAND,EXEMPT,CITY PROPERTY,340,14TH AVE SW,CEDAR RAPIDS CITY OF,0.081,,,,,,,,0,0,0,0,0,0,142838500600000,SW 402,Residential,13724,56296,0,70020
142918701000000,VACANT LAND,EXEMPT,CITY PROPERTY,624,5TH AVE SW,CEDAR RAPIDS CITY OF,0.082,,,,,,,,0,0,0,0,0,0,142918701000000,NW 318,Residential,9960,28104,0,38064
142040901800000,VACANT LAND,EXEMPT,CITY PROPERTY,524,I AVE NW,CEDAR RAPIDS CITY OF,0.082,,,,,,,,0,0,0,0,0,0,142040901800000,NW 310,Residential,9702,76454,0,86156
142733101600000,VACANT LAND,EXEMPT,CITY PROPERTY,123,15TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,,0,0,0,0,0,0,142733101600000,COMM SE,Commercial,5832,0,3525,9357
142817600700000,VACANT LAND,EXEMPT,CITY PROPERTY,916,5TH ST SE,CEDAR RAPIDS CITY OF,0.083,,,,,,,,0,0,0,0,0,0,142817600700000,SE 237,Residential,6640,16845,0,23485
142825902000000,VACANT LAND,EXEMPT,CITY PROPERTY,420,5TH AVE SW,CEDAR RAPIDS CITY OF,0.083,,,,,,,,0,0,0,0,0,0,142825902000000,SW 401,Residential,7725,33156,0,40881
142045502000000,VACANT LAND,EXEMPT,CITY PROPERTY,816,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,,0,0,0,0,0,0,142045502000000,NW 311,Residential,13680,51651,0,65331
142047901100000,VACANT LAND,EXEMPT,CITY PROPERTY,905,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,,0,0,0,0,0,0,142047901100000,NW 317,Residential,11400,45003,0,56403
142048200900000,VACANT LAND,EXEMPT,CITY PROPERTY,815,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,,0,0,0,0,0,0,142048200900000,NW 317,Residential,13680,56502,0,70182
142925600100000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.0839,,,,,,,,0,0,0,0,0,0,142925600100000,Empty,Exempt,0,0,0,0
142012600200000,VACANT LAND,EXEMPT,CITY PROPERTY,719,Q AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,,0,0,0,0,0,0,142012600200000,NW 310,Residential,20800,33793,0,54593
142012600300000,VACANT LAND,EXEMPT,CITY PROPERTY,721,Q AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,,0,0,0,0,0,0,142012600300000,NW 310,Residential,20800,51720,0,72520
142913701000000,VACANT LAND,EXEMPT,CITY PROPERTY,1016,B AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,,0,0,0,0,0,0,142913701000000,NW 311,Residential,9100,42781,0,51881
142833100900000,VACANT LAND,EXEMPT,CITY PROPERTY,380,8TH AVE SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,,0,0,0,0,0,0,142833100900000,SW 403,Residential,12000,58225,0,70225
142918701100000,VACANT LAND,EXEMPT,CITY PROPERTY,622,5TH AVE SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,,0,0,0,0,0,0,142918701100000,NW 318,Residential,11965,26908,0,38873
142940401200000,VACANT LAND,EXEMPT,CITY PROPERTY,710,6TH ST SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,,0,0,0,0,0,0,142940401200000,SW 404,Residential,7950,69784,0,77734
142915100600000,VACANT LAND,EXEMPT,CITY PROPERTY,117,9TH ST NW,CEDAR RAPIDS CITY OF,0.085,,,,,,,,0,0,0,0,0,0,142915100600000,NW 311,Residential,10488,57818,0,68306
